"","Localisation","HumanName","BrainRegion"
"55341","Synaptosome","FGF2","Hippocampus"
"55345","Synaptosome","GSTP1","Hippocampus"
"55347","Synaptosome","FKBP4","Hippocampus"
"55351","Synaptosome","ACOX1","Hippocampus"
"55358","Synaptosome","NT5E","Hippocampus"
"55360","Synaptosome","STXBP1","Hippocampus"
"55361","Synaptosome","SV2A","Hippocampus"
"55370","Synaptosome","OXCT1","Hippocampus"
"55390","Synaptosome","EHD3","Hippocampus"
"55391","Synaptosome","TOMM20","Hippocampus"
"55398","Synaptosome","DNAJC6","Hippocampus"
"55399","Synaptosome","ATP6V1G2","Hippocampus"
"55409","Synaptosome","GAPDH","Hippocampus"
"55412","Synaptosome","SRPK2","Hippocampus"
"55414","Synaptosome","QDPR","Hippocampus"
"55419","Synaptosome","STK24","Hippocampus"
"55424","Synaptosome","TALDO1","Hippocampus"
"55431","Synaptosome","TOM1L2","Hippocampus"
"55459","Synaptosome","PPP1CC","Hippocampus"
"55472","Synaptosome","CNP","Hippocampus"
"55478","Synaptosome","EIF4E","Hippocampus"
"55487","Synaptosome","NDUFA5","Hippocampus"
"55490","Synaptosome","ARHGAP1","Hippocampus"
"55494","Synaptosome","PPP1R9B","Hippocampus"
"55495","Synaptosome","PMVK","Hippocampus"
"55512","Synaptosome","PPIB","Hippocampus"
"55519","Synaptosome","DECR1","Hippocampus"
"55521","Synaptosome","DLG4","Hippocampus"
"55523","Synaptosome","CDH2","Hippocampus"
"55531","Synaptosome","APOE","Hippocampus"
"55533","Synaptosome","HSPB1","Hippocampus"
"55540","Synaptosome","SCRN1","Hippocampus"
"55553","Synaptosome","CLTA","Hippocampus"
"55557","Synaptosome","COX5B","Hippocampus"
"55558","Synaptosome","PRKRA","Hippocampus"
"55559","Synaptosome","RAPGEF2","Hippocampus"
"55560","Synaptosome","MGLL","Hippocampus"
"55565","Synaptosome","CSNK2A1","Hippocampus"
"55568","Synaptosome","LONP1","Hippocampus"
"55577","Synaptosome","DCTN2","Hippocampus"
"55611","Synaptosome","CDC42BPB","Hippocampus"
"55614","Synaptosome","ASRGL1","Hippocampus"
"55624","Synaptosome","STIP1","Hippocampus"
"55626","Synaptosome","SEC31A","Hippocampus"
"55628","Synaptosome","VIM","Hippocampus"
"55634","Synaptosome","ST13","Hippocampus"
"55640","Synaptosome","DUT","Hippocampus"
"55648","Synaptosome","SRP14","Hippocampus"
"55658","Synaptosome","ALDH1A1","Hippocampus"
"55660","Synaptosome","NSFL1C","Hippocampus"
"55663","Synaptosome","BAIAP2","Hippocampus"
"55665","Synaptosome","TWF2","Hippocampus"
"55666","Synaptosome","CACNB3","Hippocampus"
"55672","Synaptosome","GRHPR","Hippocampus"
"55676","Synaptosome","NUMB","Hippocampus"
"55678","Synaptosome","BAG6","Hippocampus"
"55690","Synaptosome","MIF","Hippocampus"
"55697","Synaptosome","BRSK2","Hippocampus"
"55710","Synaptosome","NFASC","Hippocampus"
"55739","Synaptosome","ACP1","Hippocampus"
"55757","Synaptosome","RAB10","Hippocampus"
"55761","Synaptosome","ARHGEF12","Hippocampus"
"55765","Synaptosome","PPME1","Hippocampus"
"55766","Synaptosome","HSDL2","Hippocampus"
"55769","Synaptosome","HMOX2","Hippocampus"
"55778","Synaptosome","PLXNA4","Hippocampus"
"55806","Synaptosome","HSP90B1","Hippocampus"
"55819","Synaptosome","ERC2","Hippocampus"
"55822","Synaptosome","CA1","Hippocampus"
"55826","Synaptosome","DBN1","Hippocampus"
"55835","Synaptosome","AP3B1","Hippocampus"
"55846","Synaptosome","PRDX6","Hippocampus"
"55847","Synaptosome","RAP1A","Hippocampus"
"55850","Synaptosome","SRC","Hippocampus"
"55866","Synaptosome","EZR","Hippocampus"
"55868","Synaptosome","FABP3","Hippocampus"
"55871","Synaptosome","MTPN","Hippocampus"
"55875","Synaptosome","TXN","Hippocampus"
"55876","Synaptosome","ICA1","Hippocampus"
"55883","Synaptosome","SNAP29","Hippocampus"
"55912","Synaptosome","WASF3","Hippocampus"
"55921","Synaptosome","MECR","Hippocampus"
"55948","Synaptosome","SSBP1","Hippocampus"
"55950","Synaptosome","DNAJA4","Hippocampus"
"55957","Synaptosome","PPP1R12A","Hippocampus"
"55961","Synaptosome","NCAN","Hippocampus"
"55967","Synaptosome","GOT1","Hippocampus"
"55971","Synaptosome","SLC9A3R2","Hippocampus"
"55973","Synaptosome","ENO1","Hippocampus"
"55980","Synaptosome","PPIF","Hippocampus"
"55982","Synaptosome","SOD2","Hippocampus"
"55994","Synaptosome","FUS","Hippocampus"
"56000","Synaptosome","PGD","Hippocampus"
"56002","Synaptosome","BCAN","Hippocampus"
"56003","Synaptosome","CHCHD6","Hippocampus"
"56004","Synaptosome","PDAP1","Hippocampus"
"56027","Synaptosome","DTX3","Hippocampus"
"56033","Synaptosome","PARK7","Hippocampus"
"56035","Synaptosome","AHSA1","Hippocampus"
"56044","Synaptosome","PRDX3","Hippocampus"
"56054","Synaptosome","ENPP6","Hippocampus"
"56059","Synaptosome","WASF1","Hippocampus"
"56069","Synaptosome","IMMT","Hippocampus"
"56071","Synaptosome","SH3GLB2","Hippocampus"
"56077","Synaptosome","CRKL","Hippocampus"
"56079","Synaptosome","DNAJB2","Hippocampus"
"56084","Synaptosome","PRKAR1A","Hippocampus"
"56087","Synaptosome","EEF1D","Hippocampus"
"56089","Synaptosome","DDAH1","Hippocampus"
"56093","Synaptosome","CARHSP1","Hippocampus"
"56103","Synaptosome","HGS","Hippocampus"
"56104","Synaptosome","MAPT","Hippocampus"
"56110","Synaptosome","AIFM1","Hippocampus"
"56118","Synaptosome","GIT1","Hippocampus"
"56121","Synaptosome","CEP170","Hippocampus"
"56134","Synaptosome","USO1","Hippocampus"
"56142","Synaptosome","SOD1","Hippocampus"
"56143","Synaptosome","CA2","Hippocampus"
"56144","Synaptosome","CC2D1A","Hippocampus"
"56154","Synaptosome","MDH1","Hippocampus"
"56164","Synaptosome","SDHB","Hippocampus"
"56166","Synaptosome","MINK1","Hippocampus"
"56170","Synaptosome","VSNL1","Hippocampus"
"56176","Synaptosome","BLVRB","Hippocampus"
"56192","Synaptosome","ECHS1","Hippocampus"
"56201","Synaptosome","COPB2","Hippocampus"
"56216","Synaptosome","CRYZL1","Hippocampus"
"56218","Synaptosome","MAP2","Hippocampus"
"56221","Synaptosome","DNAJA2","Hippocampus"
"56250","Synaptosome","HIP1R","Hippocampus"
"56272","Synaptosome","COX6B1","Hippocampus"
"56274","Synaptosome","CORO1A","Hippocampus"
"56282","Synaptosome","ACAA1","Hippocampus"
"56289","Synaptosome","ATP6V1F","Hippocampus"
"56294","Synaptosome","DNAJB1","Hippocampus"
"56296","Synaptosome","SNX9","Hippocampus"
"56307","Synaptosome","FIS1","Hippocampus"
"56308","Synaptosome","ENO2","Hippocampus"
"56311","Synaptosome","YWHAQ","Hippocampus"
"56319","Synaptosome","NAP1L4","Hippocampus"
"56320","Synaptosome","IGSF8","Hippocampus"
"56324","Synaptosome","AHCY","Hippocampus"
"56337","Synaptosome","DNM3","Hippocampus"
"56356","Synaptosome","APPL2","Hippocampus"
"56357","Synaptosome","DBI","Hippocampus"
"56360","Synaptosome","IMPA1","Hippocampus"
"56361","Synaptosome","ASAH1","Hippocampus"
"56375","Synaptosome","GLOD4","Hippocampus"
"56376","Synaptosome","PRDX2","Hippocampus"
"56377","Synaptosome","ECI2","Hippocampus"
"56386","Synaptosome","P4HB","Hippocampus"
"56394","Synaptosome","GRPEL1","Hippocampus"
"56415","Synaptosome","TF","Hippocampus"
"56418","Synaptosome","CHGB","Hippocampus"
"56422","Synaptosome","ASS1","Hippocampus"
"56425","Synaptosome","ERP29","Hippocampus"
"56433","Synaptosome","GNPDA1","Hippocampus"
"56434","Synaptosome","PNPT1","Hippocampus"
"56441","Synaptosome","AKT1S1","Hippocampus"
"56454","Synaptosome","SUGT1","Hippocampus"
"56457","Synaptosome","NAPRT","Hippocampus"
"56460","Synaptosome","TAX1BP1","Hippocampus"
"56470","Synaptosome","MRI1","Hippocampus"
"56477","Synaptosome","PCYT2","Hippocampus"
"56483","Synaptosome","UFD1","Hippocampus"
"56484","Synaptosome","VASP","Hippocampus"
"56488","Synaptosome","TPD52L2","Hippocampus"
"56489","Synaptosome","RAD23B","Hippocampus"
"56498","Synaptosome","PPM1F","Hippocampus"
"56503","Synaptosome","GLO1","Hippocampus"
"56505","Synaptosome","PTGR1","Hippocampus"
"56509","Synaptosome","GMPR2","Hippocampus"
"56511","Synaptosome","DPP7","Hippocampus"
"56515","Synaptosome","ICAM1","Hippocampus"
"56517","Synaptosome","GLRX","Hippocampus"
"56518","Synaptosome","DCXR","Hippocampus"
"56519","Synaptosome","GSR","Hippocampus"
"56521","Synaptosome","ADGRG1","Hippocampus"
"56523","Synaptosome","DFFA","Hippocampus"
"56532","Synaptosome","DDHD2","Hippocampus"
"56534","Synaptosome","NUDC","Hippocampus"
"56538","Synaptosome","UROD","Hippocampus"
"56543","Synaptosome","TXNRD1","Hippocampus"
"56548","Synaptosome","SERPINB1","Hippocampus"
"56550","Synaptosome","SHMT1","Hippocampus"
"56551","Synaptosome","LZTFL1","Hippocampus"
"56553","Synaptosome","PSMD5","Hippocampus"
"56576","Synaptosome","PRCP","Hippocampus"
"56585","Synaptosome","EIF5","Hippocampus"
"56593","Synaptosome","SORD","Hippocampus"
"56599","Synaptosome","TMED8","Hippocampus"
"56605","Synaptosome","ANKMY2","Hippocampus"
"56608","Synaptosome","CIAPIN1","Hippocampus"
"56609","Synaptosome","TOR1AIP1","Hippocampus"
"56611","Synaptosome","PLIN3","Hippocampus"
"56631","Synaptosome","BNIP2","Hippocampus"
"56634","Synaptosome","LGALS1","Hippocampus"
"56635","Synaptosome","PTPRK","Hippocampus"
"56646","Synaptosome","SERPINB6","Hippocampus"
"56652","Synaptosome","DAG1","Hippocampus"
"56654","Synaptosome","PLXNB2","Hippocampus"
"56657","Synaptosome","NAGK","Hippocampus"
"56660","Synaptosome","STAMBP","Hippocampus"
"56662","Synaptosome","AKT3","Hippocampus"
"56671","Synaptosome","UBE2Z","Hippocampus"
"56673","Synaptosome","LHPP","Hippocampus"
"56675","Synaptosome","DDT","Hippocampus"
"56688","Synaptosome","SORT1","Hippocampus"
"56696","Synaptosome","PFKFB2","Hippocampus"
"56698","Synaptosome","LGALS3BP","Hippocampus"
"56702","Synaptosome","PFDN2","Hippocampus"
"56706","Synaptosome","CDC37","Hippocampus"
"56710","Synaptosome","INPP1","Hippocampus"
"56711","Synaptosome","PPM1A","Hippocampus"
"56718","Synaptosome","PDIA4","Hippocampus"
"56721","Synaptosome","MPI","Hippocampus"
"56722","Synaptosome","NCK2","Hippocampus"
"56729","Synaptosome","IGBP1","Hippocampus"
"56732","Synaptosome","SUOX","Hippocampus"
"56735","Synaptosome","SNX18","Hippocampus"
"56745","Synaptosome","MYDGF","Hippocampus"
"56757","Synaptosome","ACYP1","Hippocampus"
"56764","Synaptosome","TXNDC5","Hippocampus"
"56768","Synaptosome","GLRX5","Hippocampus"
"56769","Synaptosome","HS1BP3","Hippocampus"
"56774","Synaptosome","MAP2K6","Hippocampus"
"56776","Synaptosome","APLP1","Hippocampus"
"56783","Synaptosome","ERP44","Hippocampus"
"56801","Synaptosome","CSTB","Hippocampus"
"56802","Synaptosome","RANBP1","Hippocampus"
"56804","Synaptosome","AKR1B1","Hippocampus"
"56809","Synaptosome","HAGH","Hippocampus"
"56817","Synaptosome","GORASP2","Hippocampus"
"56823","Synaptosome","RTN4IP1","Hippocampus"
"56825","Synaptosome","EDIL3","Hippocampus"
"56834","Synaptosome","NT5C1A","Hippocampus"
"56840","Synaptosome","ATOX1","Hippocampus"
"56844","Synaptosome","LAMP1","Hippocampus"
"56857","Synaptosome","TRIM25","Hippocampus"
"56863","Synaptosome","SYAP1","Hippocampus"
"56865","Synaptosome","PTRHD1","Hippocampus"
"56866","Synaptosome","NIT1","Hippocampus"
"56871","Synaptosome","EDF1","Hippocampus"
"56873","Synaptosome","GGCT","Hippocampus"
"56878","Synaptosome","PON2","Hippocampus"
"56880","Synaptosome","COMT","Hippocampus"
"56885","Synaptosome","PTGDS","Hippocampus"
"56911","Synaptosome","DYNLT1","Hippocampus"
"56925","Synaptosome","SUMF2","Hippocampus"
"56927","Synaptosome","TMSB10","Hippocampus"
"56931","Synaptosome","LAMTOR5","Hippocampus"
"56938","Synaptosome","VPS4B","Hippocampus"
"56955","Synaptosome","SIAE","Hippocampus"
"56965","Synaptosome","BLOC1S3","Hippocampus"
"56971","Synaptosome","SULT1A1","Hippocampus"
"69500","Synaptosome","PSMD1","Motor cortex"
"69514","Synaptosome","AP2B1","Motor cortex"
"69523","Synaptosome","STXBP3","Motor cortex"
"69531","Synaptosome","YES1","Motor cortex"
"69538","Synaptosome","STAM","Motor cortex"
"69542","Synaptosome","DNPEP","Motor cortex"
"69543","Synaptosome","SIRT2","Motor cortex"
"69558","Synaptosome","ARF6","Motor cortex"
"69565","Synaptosome","SNCA","Motor cortex"
"69571","Synaptosome","PCBP2","Motor cortex"
"69578","Synaptosome","SLC4A1","Motor cortex"
"69580","Synaptosome","BCR","Motor cortex"
"69602","Synaptosome","CSNK1D","Motor cortex"
"69606","Synaptosome","DNAJB6","Motor cortex"
"69612","Synaptosome","TBCB","Motor cortex"
"69614","Synaptosome","CRYM","Motor cortex"
"69616","Synaptosome","PRDX5","Motor cortex"
"69617","Synaptosome","PACS2","Motor cortex"
"69618","Synaptosome","PEBP1","Motor cortex"
"69623","Synaptosome","DBNL","Motor cortex"
"69624","Synaptosome","SNX2","Motor cortex"
"69628","Synaptosome","DCTN1","Motor cortex"
"69631","Synaptosome","CACYBP","Motor cortex"
"69638","Synaptosome","CLIP2","Motor cortex"
"69650","Synaptosome","DUSP3","Motor cortex"
"69657","Synaptosome","PRKAR2A","Motor cortex"
"69658","Synaptosome","FARSA","Motor cortex"
"69659","Synaptosome","ARFIP1","Motor cortex"
"69669","Synaptosome","HNRNPK","Motor cortex"
"69672","Synaptosome","MYH9","Motor cortex"
"69673","Synaptosome","TPP1","Motor cortex"
"69677","Synaptosome","AARSD1","Motor cortex"
"69680","Synaptosome","TDRKH","Motor cortex"
"69710","Synaptosome","APP","Motor cortex"
"69718","Synaptosome","LAP3","Motor cortex"
"69719","Synaptosome","ANXA11","Motor cortex"
"69726","Synaptosome","SLC9A3R1","Motor cortex"
"69727","Synaptosome","CST3","Motor cortex"
"69729","Synaptosome","CAT","Motor cortex"
"69735","Synaptosome","PDP1","Motor cortex"
"69752","Synaptosome","EIF4B","Motor cortex"
"69763","Synaptosome","CTSD","Motor cortex"
"69766","Synaptosome","CCT5","Motor cortex"
"69768","Synaptosome","VTA1","Motor cortex"
"69771","Synaptosome","NDUFS6","Motor cortex"
"69781","Synaptosome","MAP2K1","Motor cortex"
"69785","Synaptosome","ESYT2","Motor cortex"
"69786","Synaptosome","ABHD14B","Motor cortex"
"69805","Synaptosome","LARP1","Motor cortex"
"69808","Synaptosome","ACOT13","Motor cortex"
"69831","Synaptosome","DNM1","Motor cortex"
"69836","Synaptosome","AK1","Motor cortex"
"69847","Synaptosome","DTD1","Motor cortex"
"69882","Synaptosome","RABEP1","Motor cortex"
"69896","Synaptosome","GPI","Motor cortex"
"69914","Synaptosome","ADD1","Motor cortex"
"69919","Synaptosome","SCP2","Motor cortex"
"69921","Synaptosome","FGF2","Motor cortex"
"69925","Synaptosome","GSTP1","Motor cortex"
"69927","Synaptosome","FKBP4","Motor cortex"
"69931","Synaptosome","ACOX1","Motor cortex"
"69938","Synaptosome","NT5E","Motor cortex"
"69940","Synaptosome","STXBP1","Motor cortex"
"69941","Synaptosome","SV2A","Motor cortex"
"69950","Synaptosome","OXCT1","Motor cortex"
"69970","Synaptosome","EHD3","Motor cortex"
"69971","Synaptosome","TOMM20","Motor cortex"
"69978","Synaptosome","DNAJC6","Motor cortex"
"69979","Synaptosome","ATP6V1G2","Motor cortex"
"69989","Synaptosome","GAPDH","Motor cortex"
"69992","Synaptosome","SRPK2","Motor cortex"
"69994","Synaptosome","QDPR","Motor cortex"
"69999","Synaptosome","STK24","Motor cortex"
"70004","Synaptosome","TALDO1","Motor cortex"
"70011","Synaptosome","TOM1L2","Motor cortex"
"70039","Synaptosome","PPP1CC","Motor cortex"
"70052","Synaptosome","CNP","Motor cortex"
"70058","Synaptosome","EIF4E","Motor cortex"
"70067","Synaptosome","NDUFA5","Motor cortex"
"70070","Synaptosome","ARHGAP1","Motor cortex"
"70074","Synaptosome","PPP1R9B","Motor cortex"
"70075","Synaptosome","PMVK","Motor cortex"
"70092","Synaptosome","PPIB","Motor cortex"
"70099","Synaptosome","DECR1","Motor cortex"
"70101","Synaptosome","DLG4","Motor cortex"
"70103","Synaptosome","CDH2","Motor cortex"
"70111","Synaptosome","APOE","Motor cortex"
"70113","Synaptosome","HSPB1","Motor cortex"
"70120","Synaptosome","SCRN1","Motor cortex"
"70133","Synaptosome","CLTA","Motor cortex"
"70137","Synaptosome","COX5B","Motor cortex"
"70138","Synaptosome","PRKRA","Motor cortex"
"70139","Synaptosome","RAPGEF2","Motor cortex"
"70140","Synaptosome","MGLL","Motor cortex"
"70145","Synaptosome","CSNK2A1","Motor cortex"
"70148","Synaptosome","LONP1","Motor cortex"
"70157","Synaptosome","DCTN2","Motor cortex"
"70191","Synaptosome","CDC42BPB","Motor cortex"
"70194","Synaptosome","ASRGL1","Motor cortex"
"70204","Synaptosome","STIP1","Motor cortex"
"70206","Synaptosome","SEC31A","Motor cortex"
"70208","Synaptosome","VIM","Motor cortex"
"70214","Synaptosome","ST13","Motor cortex"
"70220","Synaptosome","DUT","Motor cortex"
"70228","Synaptosome","SRP14","Motor cortex"
"70238","Synaptosome","ALDH1A1","Motor cortex"
"70240","Synaptosome","NSFL1C","Motor cortex"
"70243","Synaptosome","BAIAP2","Motor cortex"
"70245","Synaptosome","TWF2","Motor cortex"
"70246","Synaptosome","CACNB3","Motor cortex"
"70252","Synaptosome","GRHPR","Motor cortex"
"70256","Synaptosome","NUMB","Motor cortex"
"70258","Synaptosome","BAG6","Motor cortex"
"70270","Synaptosome","MIF","Motor cortex"
"70277","Synaptosome","BRSK2","Motor cortex"
"70290","Synaptosome","NFASC","Motor cortex"
"70319","Synaptosome","ACP1","Motor cortex"
"70337","Synaptosome","RAB10","Motor cortex"
"70341","Synaptosome","ARHGEF12","Motor cortex"
"70345","Synaptosome","PPME1","Motor cortex"
"70346","Synaptosome","HSDL2","Motor cortex"
"70349","Synaptosome","HMOX2","Motor cortex"
"70358","Synaptosome","PLXNA4","Motor cortex"
"70386","Synaptosome","HSP90B1","Motor cortex"
"70399","Synaptosome","ERC2","Motor cortex"
"70402","Synaptosome","CA1","Motor cortex"
"70406","Synaptosome","DBN1","Motor cortex"
"70415","Synaptosome","AP3B1","Motor cortex"
"70426","Synaptosome","PRDX6","Motor cortex"
"70427","Synaptosome","RAP1A","Motor cortex"
"70430","Synaptosome","SRC","Motor cortex"
"70446","Synaptosome","EZR","Motor cortex"
"70448","Synaptosome","FABP3","Motor cortex"
"70451","Synaptosome","MTPN","Motor cortex"
"70455","Synaptosome","TXN","Motor cortex"
"70456","Synaptosome","ICA1","Motor cortex"
"70463","Synaptosome","SNAP29","Motor cortex"
"70492","Synaptosome","WASF3","Motor cortex"
"70501","Synaptosome","MECR","Motor cortex"
"70528","Synaptosome","SSBP1","Motor cortex"
"70530","Synaptosome","DNAJA4","Motor cortex"
"70537","Synaptosome","PPP1R12A","Motor cortex"
"70541","Synaptosome","NCAN","Motor cortex"
"70547","Synaptosome","GOT1","Motor cortex"
"70551","Synaptosome","SLC9A3R2","Motor cortex"
"70553","Synaptosome","ENO1","Motor cortex"
"70560","Synaptosome","PPIF","Motor cortex"
"70562","Synaptosome","SOD2","Motor cortex"
"70574","Synaptosome","FUS","Motor cortex"
"70580","Synaptosome","PGD","Motor cortex"
"70582","Synaptosome","BCAN","Motor cortex"
"70583","Synaptosome","CHCHD6","Motor cortex"
"70584","Synaptosome","PDAP1","Motor cortex"
"70607","Synaptosome","DTX3","Motor cortex"
"70613","Synaptosome","PARK7","Motor cortex"
"70615","Synaptosome","AHSA1","Motor cortex"
"70624","Synaptosome","PRDX3","Motor cortex"
"70634","Synaptosome","ENPP6","Motor cortex"
"70639","Synaptosome","WASF1","Motor cortex"
"70649","Synaptosome","IMMT","Motor cortex"
"70651","Synaptosome","SH3GLB2","Motor cortex"
"70657","Synaptosome","CRKL","Motor cortex"
"70659","Synaptosome","DNAJB2","Motor cortex"
"70664","Synaptosome","PRKAR1A","Motor cortex"
"70667","Synaptosome","EEF1D","Motor cortex"
"70669","Synaptosome","DDAH1","Motor cortex"
"70673","Synaptosome","CARHSP1","Motor cortex"
"70683","Synaptosome","HGS","Motor cortex"
"70684","Synaptosome","MAPT","Motor cortex"
"70690","Synaptosome","AIFM1","Motor cortex"
"70698","Synaptosome","GIT1","Motor cortex"
"70701","Synaptosome","CEP170","Motor cortex"
"70714","Synaptosome","USO1","Motor cortex"
"70722","Synaptosome","SOD1","Motor cortex"
"70723","Synaptosome","CA2","Motor cortex"
"70724","Synaptosome","CC2D1A","Motor cortex"
"70734","Synaptosome","MDH1","Motor cortex"
"70744","Synaptosome","SDHB","Motor cortex"
"70746","Synaptosome","MINK1","Motor cortex"
"70750","Synaptosome","VSNL1","Motor cortex"
"70756","Synaptosome","BLVRB","Motor cortex"
"70772","Synaptosome","ECHS1","Motor cortex"
"70781","Synaptosome","COPB2","Motor cortex"
"70796","Synaptosome","CRYZL1","Motor cortex"
"70798","Synaptosome","MAP2","Motor cortex"
"70801","Synaptosome","DNAJA2","Motor cortex"
"70830","Synaptosome","HIP1R","Motor cortex"
"70852","Synaptosome","COX6B1","Motor cortex"
"70854","Synaptosome","CORO1A","Motor cortex"
"70862","Synaptosome","ACAA1","Motor cortex"
"70869","Synaptosome","ATP6V1F","Motor cortex"
"70874","Synaptosome","DNAJB1","Motor cortex"
"70876","Synaptosome","SNX9","Motor cortex"
"70887","Synaptosome","FIS1","Motor cortex"
"70888","Synaptosome","ENO2","Motor cortex"
"70891","Synaptosome","YWHAQ","Motor cortex"
"70899","Synaptosome","NAP1L4","Motor cortex"
"70900","Synaptosome","IGSF8","Motor cortex"
"70904","Synaptosome","AHCY","Motor cortex"
"70917","Synaptosome","DNM3","Motor cortex"
"70936","Synaptosome","APPL2","Motor cortex"
"70937","Synaptosome","DBI","Motor cortex"
"70940","Synaptosome","IMPA1","Motor cortex"
"70941","Synaptosome","ASAH1","Motor cortex"
"70955","Synaptosome","GLOD4","Motor cortex"
"70956","Synaptosome","PRDX2","Motor cortex"
"70957","Synaptosome","ECI2","Motor cortex"
"70966","Synaptosome","P4HB","Motor cortex"
"70974","Synaptosome","GRPEL1","Motor cortex"
"70995","Synaptosome","TF","Motor cortex"
"70998","Synaptosome","CHGB","Motor cortex"
"71002","Synaptosome","ASS1","Motor cortex"
"71005","Synaptosome","ERP29","Motor cortex"
"71013","Synaptosome","GNPDA1","Motor cortex"
"71014","Synaptosome","PNPT1","Motor cortex"
"71021","Synaptosome","AKT1S1","Motor cortex"
"71034","Synaptosome","SUGT1","Motor cortex"
"71037","Synaptosome","NAPRT","Motor cortex"
"71040","Synaptosome","TAX1BP1","Motor cortex"
"71050","Synaptosome","MRI1","Motor cortex"
"71057","Synaptosome","PCYT2","Motor cortex"
"71063","Synaptosome","UFD1","Motor cortex"
"71064","Synaptosome","VASP","Motor cortex"
"71068","Synaptosome","TPD52L2","Motor cortex"
"71069","Synaptosome","RAD23B","Motor cortex"
"71078","Synaptosome","PPM1F","Motor cortex"
"71083","Synaptosome","GLO1","Motor cortex"
"71085","Synaptosome","PTGR1","Motor cortex"
"71089","Synaptosome","GMPR2","Motor cortex"
"71091","Synaptosome","DPP7","Motor cortex"
"71095","Synaptosome","ICAM1","Motor cortex"
"71097","Synaptosome","GLRX","Motor cortex"
"71098","Synaptosome","DCXR","Motor cortex"
"71099","Synaptosome","GSR","Motor cortex"
"71101","Synaptosome","ADGRG1","Motor cortex"
"71103","Synaptosome","DFFA","Motor cortex"
"71112","Synaptosome","DDHD2","Motor cortex"
"71114","Synaptosome","NUDC","Motor cortex"
"71118","Synaptosome","UROD","Motor cortex"
"71123","Synaptosome","TXNRD1","Motor cortex"
"71128","Synaptosome","SERPINB1","Motor cortex"
"71130","Synaptosome","SHMT1","Motor cortex"
"71131","Synaptosome","LZTFL1","Motor cortex"
"71133","Synaptosome","PSMD5","Motor cortex"
"71156","Synaptosome","PRCP","Motor cortex"
"71165","Synaptosome","EIF5","Motor cortex"
"71173","Synaptosome","SORD","Motor cortex"
"71179","Synaptosome","TMED8","Motor cortex"
"71185","Synaptosome","ANKMY2","Motor cortex"
"71188","Synaptosome","CIAPIN1","Motor cortex"
"71189","Synaptosome","TOR1AIP1","Motor cortex"
"71191","Synaptosome","PLIN3","Motor cortex"
"71211","Synaptosome","BNIP2","Motor cortex"
"71214","Synaptosome","LGALS1","Motor cortex"
"71215","Synaptosome","PTPRK","Motor cortex"
"71226","Synaptosome","SERPINB6","Motor cortex"
"71232","Synaptosome","DAG1","Motor cortex"
"71234","Synaptosome","PLXNB2","Motor cortex"
"71237","Synaptosome","NAGK","Motor cortex"
"71240","Synaptosome","STAMBP","Motor cortex"
"71242","Synaptosome","AKT3","Motor cortex"
"71251","Synaptosome","UBE2Z","Motor cortex"
"71253","Synaptosome","LHPP","Motor cortex"
"71255","Synaptosome","DDT","Motor cortex"
"71268","Synaptosome","SORT1","Motor cortex"
"71276","Synaptosome","PFKFB2","Motor cortex"
"71278","Synaptosome","LGALS3BP","Motor cortex"
"71282","Synaptosome","PFDN2","Motor cortex"
"71286","Synaptosome","CDC37","Motor cortex"
"71290","Synaptosome","INPP1","Motor cortex"
"71291","Synaptosome","PPM1A","Motor cortex"
"71298","Synaptosome","PDIA4","Motor cortex"
"71301","Synaptosome","MPI","Motor cortex"
"71302","Synaptosome","NCK2","Motor cortex"
"71309","Synaptosome","IGBP1","Motor cortex"
"71312","Synaptosome","SUOX","Motor cortex"
"71315","Synaptosome","SNX18","Motor cortex"
"71325","Synaptosome","MYDGF","Motor cortex"
"71337","Synaptosome","ACYP1","Motor cortex"
"71344","Synaptosome","TXNDC5","Motor cortex"
"71348","Synaptosome","GLRX5","Motor cortex"
"71349","Synaptosome","HS1BP3","Motor cortex"
"71354","Synaptosome","MAP2K6","Motor cortex"
"71356","Synaptosome","APLP1","Motor cortex"
"71363","Synaptosome","ERP44","Motor cortex"
"71381","Synaptosome","CSTB","Motor cortex"
"71382","Synaptosome","RANBP1","Motor cortex"
"71384","Synaptosome","AKR1B1","Motor cortex"
"71389","Synaptosome","HAGH","Motor cortex"
"71397","Synaptosome","GORASP2","Motor cortex"
"71403","Synaptosome","RTN4IP1","Motor cortex"
"71405","Synaptosome","EDIL3","Motor cortex"
"71414","Synaptosome","NT5C1A","Motor cortex"
"71420","Synaptosome","ATOX1","Motor cortex"
"71424","Synaptosome","LAMP1","Motor cortex"
"71437","Synaptosome","TRIM25","Motor cortex"
"71443","Synaptosome","SYAP1","Motor cortex"
"71445","Synaptosome","PTRHD1","Motor cortex"
"71446","Synaptosome","NIT1","Motor cortex"
"71451","Synaptosome","EDF1","Motor cortex"
"71453","Synaptosome","GGCT","Motor cortex"
"71458","Synaptosome","PON2","Motor cortex"
"71460","Synaptosome","COMT","Motor cortex"
"71465","Synaptosome","PTGDS","Motor cortex"
"71491","Synaptosome","DYNLT1","Motor cortex"
"71505","Synaptosome","SUMF2","Motor cortex"
"71507","Synaptosome","TMSB10","Motor cortex"
"71511","Synaptosome","LAMTOR5","Motor cortex"
"71518","Synaptosome","VPS4B","Motor cortex"
"71535","Synaptosome","SIAE","Motor cortex"
