"SUID","adjustedPValue_All_genes","description_All_genes","N_All_genes","name","nn_All_genes","nodeFillColor_All_genes","nodeFontSize_All_genes","nodeSize_All_genes","nodeType_All_genes","pValue_All_genes","selected","shared name","X_All_genes","xx_All_genes"
"1579391","8.4480E-6","hydrogen peroxide metabolic process","14261","42743","26","5.073245454693744","14","6.0","ellipse","3.8543E-7","false","42743","565","9"
"1579394","6.2784E-3","regulation of peptidase activity","14261","52547","103","2.202153933313622","14","6.928203230275509","ellipse","7.6051E-4","false","52547","565","12"
"1579399","1.2124E-2","production of small RNA involved in gene silencing by RNA","14261","70918","14","1.9163467470660185","14","4.0","ellipse","1.7763E-3","false","70918","565","4"
"1579400","2.5327E-2","production of siRNA involved in RNA interference","14261","30422","3","1.596410810579226","14","2.8284271247461903","ellipse","4.5771E-3","false","30422","565","2"
"1579402","2.8720E-1","neuron projection development","14261","31175","244","0.5418199273146859","14","7.211102550927978","ellipse","1.7197E-1","false","31175","565","13"
"1579404","1.0651E-7","positive regulation of programmed cell death","14261","43068","445","6.972621325382347","14","13.564659966250536","ellipse","2.4439E-9","false","43068","565","46"
"1579411","9.9335E-3","pteridine and derivative biosynthetic process","14261","42559","13","2.0028970850480396","14","4.0","ellipse","1.3095E-3","false","42559","565","4"
"1579415","9.9843E-2","tryptophan metabolic process","14261","6568","7","1.000682023230047","14","2.8284271247461903","ellipse","2.8823E-2","false","6568","565","2"
"1579422","6.8457E-3","regulation of cell morphogenesis","14261","22604","149","2.164579579492584","14","7.745966692414834","ellipse","8.4385E-4","false","22604","565","15"
"1579423","4.7743E-2","regulation of cell morphogenesis involved in differentiation","14261","10769","92","1.3210917226649388","14","6.0","ellipse","1.0585E-2","false","10769","565","9"
"1579425","1.9424E-2","positive regulation of adaptive immune response","14261","2821","26","1.7116653217631235","14","4.47213595499958","ellipse","3.1592E-3","false","2821","565","5"
"1579426","1.6919E-2","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","14261","2824","25","1.7716226462995297","14","4.47213595499958","ellipse","2.6363E-3","false","2824","565","5"
"1579429","2.5052E-2","generation of neurons","14261","48699","593","1.6011556160710776","14","12.165525060596439","ellipse","4.2583E-3","false","48699","565","37"
"1579436","1.7069E-3","oxidation reduction","14261","55114","645","2.767789371321869","14","13.416407864998739","ellipse","1.6031E-4","false","55114","565","45"
"1579440","1.0405E-6","induction of programmed cell death","14261","12502","316","5.982759152362521","14","11.832159566199232","ellipse","3.8033E-8","false","12502","565","35"
"1579443","4.7451E-3","regulation of T cell differentiation","14261","45580","48","2.323754853042047","14","5.656854249492381","ellipse","5.3721E-4","false","45580","565","8"
"1579447","3.6799E-3","hemopoiesis","14261","30097","233","2.434166924733364","14","9.16515138991168","ellipse","3.9273E-4","false","30097","565","21"
"1579449","3.3624E-7","cellular response to reactive oxygen species","14261","34614","37","6.473355581433065","14","6.928203230275509","ellipse","9.9579E-9","false","34614","565","12"
"1579451","3.9000E-2","defense response to Gram-negative bacterium","14261","50829","11","1.408935453365252","14","3.4641016151377544","ellipse","8.0435E-3","false","50829","565","3"
"1579453","3.9876E-2","nucleotide catabolic process","14261","9166","45","1.3992871275630558","14","4.898979485566356","ellipse","8.2455E-3","false","9166","565","6"
"1579456","2.5327E-2","endosome transport via multivesicular body sorting pathway","14261","32509","3","1.596410810579226","14","2.8284271247461903","ellipse","4.5771E-3","false","32509","565","2"
"1579458","2.3519E-2","regeneration","14261","31099","79","1.6285843024144055","14","6.0","ellipse","3.9344E-3","false","31099","565","9"
"1579459","4.1269E-3","organ regeneration","14261","31100","36","2.3843781737809957","14","5.291502622129181","ellipse","4.5255E-4","false","31100","565","7"
"1579462","3.2133E-1","ribonucleotide metabolic process","14261","9259","143","0.4930474681130291","14","5.656854249492381","ellipse","2.0696E-1","false","9259","565","8"
"1579465","3.3605E-1","cell morphogenesis involved in neuron differentiation","14261","48667","191","0.47359230912319983","14","6.324555320336759","ellipse","2.2676E-1","false","48667","565","10"
"1579469","1.0360E-4","leukocyte cell-cell adhesion","14261","7159","27","3.9846465320099007","14","5.656854249492381","ellipse","6.5786E-6","false","7159","565","8"
"1579473","4.7451E-3","DNA fragmentation involved in apoptotic nuclear change","14261","6309","18","2.323754853042047","14","4.47213595499958","ellipse","5.3473E-4","false","6309","565","5"
"1579476","2.2668E-2","pyruvate metabolic process","14261","6090","27","1.6445933315076993","14","4.47213595499958","ellipse","3.7529E-3","false","6090","565","5"
"1579481","4.7451E-3","cofactor biosynthetic process","14261","51188","99","2.323754853042047","14","6.928203230275509","ellipse","5.3047E-4","false","51188","565","12"
"1579484","1.1972E-1","regulation of phagocytosis","14261","50764","20","0.9218202676714334","14","3.4641016151377544","ellipse","4.2708E-2","false","50764","565","3"
"1579485","2.5327E-2","negative regulation of phagocytosis","14261","50765","3","1.596410810579226","14","2.8284271247461903","ellipse","4.5771E-3","false","50765","565","2"
"1579489","1.5737E-1","gene silencing by RNA","14261","31047","38","0.8030688137826507","14","4.0","ellipse","6.2245E-2","false","31047","565","4"
"1579495","6.2530E-2","gene silencing","14261","16458","66","1.203912281612942","14","5.291502622129181","ellipse","1.5249E-2","false","16458","565","7"
"1579497","2.6272E-2","regulated secretory pathway","14261","45055","18","1.5805044552525092","14","4.0","ellipse","4.7876E-3","false","45055","565","4"
"1579500","1.2735E-1","sex differentiation","14261","7548","175","0.8950146557952138","14","6.928203230275509","ellipse","4.5801E-2","false","7548","565","12"
"1579502","6.0636E-2","pyrimidine nucleotide metabolic process","14261","6220","37","1.2172701127407306","14","4.47213595499958","ellipse","1.4657E-2","false","6220","565","5"
"1579505","1.0560E-3","heterophilic cell-cell adhesion","14261","7157","20","2.9763333948581283","14","4.898979485566356","ellipse","9.0724E-5","false","7157","565","6"
"1579509","1.2004E-1","regulation of cell growth","14261","1558","212","0.9206646360267217","14","7.483314773547883","ellipse","4.2854E-2","false","1558","565","14"
"1579512","4.1247E-2","positive regulation of vesicle fusion","14261","31340","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","31340","565","2"
"1579515","4.3848E-3","regulation of endopeptidase activity","14261","52548","98","2.3580520703320094","14","6.928203230275509","ellipse","4.8317E-4","false","52548","565","12"
"1579519","5.4849E-3","regulation of platelet activation","14261","10543","11","2.260832599690232","14","4.0","ellipse","6.4390E-4","false","10543","565","4"
"1579522","2.9795E-1","regulation of calcium ion transport","14261","51924","77","0.5258564927807152","14","4.47213595499958","ellipse","1.8952E-1","false","51924","565","5"
"1579523","1.0168E-1","regulation of calcium ion transport into cytosol","14261","10522","30","0.9927472941185587","14","4.0","ellipse","2.9521E-2","false","10522","565","4"
"1579525","2.5658E-1","lens development in camera-type eye","14261","2088","34","0.5907844269458675","14","3.4641016151377544","ellipse","1.5047E-1","false","2088","565","3"
"1579526","3.1629E-2","lens fiber cell differentiation","14261","70306","10","1.4999113104755102","14","3.4641016151377544","ellipse","6.0254E-3","false","70306","565","3"
"1579529","7.8362E-2","nucleic acid phosphodiester bond hydrolysis","14261","90305","40","1.1058947616802492","14","4.47213595499958","ellipse","2.0092E-2","false","90305","565","5"
"1579532","4.1247E-2","regulation of phosphoinositide 3-kinase activity","14261","43551","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","43551","565","2"
"1579536","2.5052E-2","regulation of mitochondrial membrane permeability","14261","46902","9","1.6011556160710776","14","3.4641016151377544","ellipse","4.3447E-3","false","46902","565","3"
"1579539","6.1753E-7","positive regulation of cellular component movement","14261","51272","137","6.209344369132273","14","9.38083151964686","ellipse","2.0409E-8","false","51272","565","22"
"1579541","4.6846E-13","regulation of phosphorus metabolic process","14261","51174","541","12.329324196157485","14","16.0","ellipse","2.6248E-15","false","51174","565","64"
"1579542","4.6846E-13","regulation of phosphate metabolic process","14261","19220","541","12.329324196157485","14","16.0","ellipse","2.6248E-15","false","19220","565","64"
"1579545","9.9843E-2","regulation of mitosis","14261","7088","59","1.000682023230047","14","4.898979485566356","ellipse","2.8757E-2","false","7088","565","6"
"1579548","1.1060E-2","regulation of isotype switching to IgA isotypes","14261","48296","2","1.956236892466671","14","2.8284271247461903","ellipse","1.5670E-3","false","48296","565","2"
"1579552","7.4482E-2","embryonic development ending in birth or egg hatching","14261","9792","364","1.127948652025135","14","9.591663046625438","ellipse","1.8819E-2","false","9792","565","23"
"1579555","3.5919E-2","myeloid cell activation involved in immune response","14261","2275","20","1.444670526371538","14","4.0","ellipse","7.1197E-3","false","2275","565","4"
"1579557","1.1198E-1","regulation of lipid kinase activity","14261","43550","8","0.9508454739303223","14","2.8284271247461903","ellipse","3.7437E-2","false","43550","565","2"
"1579562","7.7063E-2","cellular biogenic amine catabolic process","14261","42402","15","1.1131532559994741","14","3.4641016151377544","ellipse","1.9718E-2","false","42402","565","3"
"1579564","4.6818E-2","response to ethanol","14261","45471","76","1.3295829655448483","14","5.656854249492381","ellipse","1.0231E-2","false","45471","565","8"
"1579566","2.0976E-2","organelle fission","14261","48285","241","1.678277765602945","14","8.717797887081348","ellipse","3.4419E-3","false","48285","565","19"
"1579571","7.8593E-2","AMP metabolic process","14261","46033","6","1.1046159695361053","14","2.8284271247461903","ellipse","2.1137E-2","false","46033","565","2"
"1579574","6.1474E-4","positive regulation of I-kappaB kinase/NF-kappaB cascade","14261","43123","115","3.2113087382402283","14","7.745966692414834","ellipse","4.7565E-5","false","43123","565","15"
"1579577","1.2124E-2","dsRNA fragmentation","14261","31050","14","1.9163467470660185","14","4.0","ellipse","1.7763E-3","false","31050","565","4"
"1579579","8.0362E-3","macromolecular complex subunit organization","14261","43933","723","2.0949518813237904","14","13.564659966250536","ellipse","1.0163E-3","false","43933","565","46"
"1579581","1.1060E-2","axon target recognition","14261","7412","2","1.956236892466671","14","2.8284271247461903","ellipse","1.5670E-3","false","7412","565","2"
"1579583","2.0861E-5","negative regulation of cell proliferation","14261","8285","379","4.6806648281117775","14","12.0","ellipse","1.1033E-6","false","8285","565","36"
"1579586","3.2833E-2","negative regulation of secretion","14261","51048","70","1.483692487042598","14","5.656854249492381","ellipse","6.2897E-3","false","51048","565","8"
"1579588","9.9070E-1","system process","14261","3008","1505","0.004059880747536592","14","13.564659966250536","ellipse","9.7880E-1","false","3008","565","46"
"1579593","3.5513E-4","protein complex biogenesis","14261","70271","506","3.449609333926469","14","12.649110640673518","ellipse","2.5299E-5","false","70271","565","40"
"1579595","3.9000E-2","positive regulation of T cell mediated immunity","14261","2711","11","1.408935453365252","14","3.4641016151377544","ellipse","8.0435E-3","false","2711","565","3"
"1579597","4.7602E-6","chemotaxis","14261","6935","168","5.322373475819585","14","9.591663046625438","ellipse","2.0321E-7","false","6935","565","23"
"1579599","1.6277E-2","B cell activation","14261","42113","74","1.7884260384398147","14","6.0","ellipse","2.5145E-3","false","42113","565","9"
"1579604","2.8982E-1","circulatory system process","14261","3013","181","0.5378771218339107","14","6.324555320336759","ellipse","1.8201E-1","false","3013","565","10"
"1579608","7.4403E-4","aging","14261","7568","145","3.1284067806415776","14","8.246211251235321","ellipse","6.0746E-5","false","7568","565","17"
"1579611","6.5474E-3","macromolecular complex assembly","14261","65003","675","2.1839291469280577","14","13.2664991614216","ellipse","8.0157E-4","false","65003","565","44"
"1579624","2.4356E-3","positive regulation of intracellular protein transport","14261","90316","43","2.6133931882176684","14","5.656854249492381","ellipse","2.4564E-4","false","90316","565","8"
"1579627","1.2124E-2","cellular response to dsRNA","14261","71359","14","1.9163467470660185","14","4.0","ellipse","1.7763E-3","false","71359","565","4"
"1579630","1.0000","regulation of transcription","14261","45449","2621","-0.0","14","16.61324772583615","ellipse","9.9998E-1","false","45449","565","69"
"1579634","1.9974E-5","signal transmission via phosphorylation event","14261","23014","362","4.699527352107984","14","11.832159566199232","ellipse","1.0339E-6","false","23014","565","35"
"1579637","9.9843E-2","mitochondrial transport","14261","6839","75","1.000682023230047","14","5.291502622129181","ellipse","2.8760E-2","false","6839","565","7"
"1579643","4.7451E-3","platelet-derived growth factor receptor signaling pathway","14261","48008","18","2.323754853042047","14","4.47213595499958","ellipse","5.3473E-4","false","48008","565","5"
"1579646","3.7943E-2","neurogenesis","14261","22008","636","1.4208646946938723","14","12.328828005937952","ellipse","7.6231E-3","false","22008","565","38"
"1579649","1.7970E-1","negative regulation of defense response","14261","31348","42","0.7454542337174945","14","4.0","ellipse","8.3616E-2","false","31348","565","4"
"1579651","1.1058E-6","positive regulation of molecular function","14261","44093","637","5.956317583820971","14","14.832396974191326","ellipse","4.1011E-8","false","44093","565","55"
"1579652","1.1541E-3","positive regulation of binding","14261","51099","109","2.937771489632605","14","7.483314773547883","ellipse","1.0007E-4","false","51099","565","14"
"1579656","1.6391E-1","sensory organ development","14261","7423","246","0.7854052757033532","14","7.745966692414834","ellipse","6.5204E-2","false","7423","565","15"
"1579662","4.2547E-11","signal transduction","14261","7165","1873","10.371131567737297","14","23.323807579381203","ellipse","4.2002E-13","false","7165","565","136"
"1579663","3.5216E-2","initiation of signal transduction","14261","23036","71","1.453266050058568","14","5.656854249492381","ellipse","6.8495E-3","false","23036","565","8"
"1579667","2.8053E-3","neuron apoptosis","14261","51402","16","2.5520262596321013","14","4.47213595499958","ellipse","2.9115E-4","false","51402","565","5"
"1579669","2.5327E-2","tube lumen cavitation","14261","60605","3","1.596410810579226","14","2.8284271247461903","ellipse","4.5771E-3","false","60605","565","2"
"1579676","1.7135E-1","epithelium development","14261","60429","337","0.7661251390364126","14","8.717797887081348","ellipse","7.8038E-2","false","60429","565","19"
"1579678","7.2903E-5","regulation of binding","14261","51098","200","4.137255180923021","14","9.591663046625438","ellipse","4.4543E-6","false","51098","565","23"
"1579680","2.5554E-1","regulation of metal ion transport","14261","10959","89","0.5925340055705763","14","4.898979485566356","ellipse","1.4119E-1","false","10959","565","6"
"1579682","4.7451E-3","neuron death","14261","70997","18","2.323754853042047","14","4.47213595499958","ellipse","5.3473E-4","false","70997","565","5"
"1579686","1.8785E-2","regulation of collagen biosynthetic process","14261","32965","16","1.7261843675774997","14","4.0","ellipse","3.0323E-3","false","32965","565","4"
"1579688","1.8661E-2","cell adhesion mediated by integrin","14261","33627","8","1.7290615280477322","14","3.4641016151377544","ellipse","2.9838E-3","false","33627","565","3"
"1579700","5.9321E-6","hemostasis","14261","7599","109","5.226794150081362","14","8.48528137423857","ellipse","2.5640E-7","false","7599","565","18"
"1579704","1.9974E-5","intracellular protein kinase cascade","14261","7243","362","4.699527352107984","14","11.832159566199232","ellipse","1.0339E-6","false","7243","565","35"
"1579706","7.8812E-4","regulation of JAK-STAT cascade","14261","46425","36","3.1034094819857025","14","5.656854249492381","ellipse","6.5434E-5","false","46425","565","8"
"1579708","2.5327E-2","cleavage of lamin","14261","6922","3","1.596410810579226","14","2.8284271247461903","ellipse","4.5771E-3","false","6922","565","2"
"1579727","9.5445E-1","RNA metabolic process","14261","16070","966","0.020247067278040144","14","10.954451150103322","ellipse","9.3713E-1","false","16070","565","30"
"1579728","9.9780E-1","RNA processing","14261","6396","568","9.582089001118265E-4","14","7.211102550927978","ellipse","9.9058E-1","false","6396","565","13"
"1579730","1.2336E-3","apoptotic mitochondrial changes","14261","8637","29","2.908823015902208","14","5.291502622129181","ellipse","1.0763E-4","false","8637","565","7"
"1579733","9.0316E-3","negative regulation of signaling process","14261","23057","123","2.0442349191140528","14","7.211102550927978","ellipse","1.1735E-3","false","23057","565","13"
"1579736","2.7791E-1","regulation of cell-substrate adhesion","14261","10810","54","0.5560926892190688","14","4.0","ellipse","1.6513E-1","false","10810","565","4"
"1579737","1.1336E-1","regulation of cell-matrix adhesion","14261","1952","33","0.9455363037058625","14","4.0","ellipse","4.0197E-2","false","1952","565","4"
"1579739","1.1972E-1","actin polymerization or depolymerization","14261","8154","20","0.9218202676714334","14","3.4641016151377544","ellipse","4.2708E-2","false","8154","565","3"
"1579743","8.3363E-3","phagocytosis","14261","6909","53","2.0790258309477245","14","5.656854249492381","ellipse","1.0609E-3","false","6909","565","8"
"1579745","7.2201E-2","regulation of microtubule polymerization or depolymerization","14261","31110","26","1.1414582779727538","14","4.0","ellipse","1.8224E-2","false","31110","565","4"
"1579746","3.1200E-2","negative regulation of microtubule polymerization or depolymerization","14261","31111","19","1.5058484107199308","14","4.0","ellipse","5.8770E-3","false","31111","565","4"
"1579748","4.9525E-2","response to organic nitrogen","14261","10243","77","1.3051757867974205","14","5.656854249492381","ellipse","1.1033E-2","false","10243","565","8"
"1579753","6.8688E-4","biological adhesion","14261","22610","710","3.163122097898071","14","14.142135623730951","ellipse","5.4613E-5","false","22610","565","50"
"1579756","6.2530E-2","response to monosaccharide stimulus","14261","34284","66","1.203912281612942","14","5.291502622129181","ellipse","1.5249E-2","false","34284","565","7"
"1579757","6.2530E-2","response to hexose stimulus","14261","9746","66","1.203912281612942","14","5.291502622129181","ellipse","1.5249E-2","false","9746","565","7"
"1579759","2.1521E-1","regulation of cellular amine metabolic process","14261","33238","14","0.6671329116547","14","2.8284271247461903","ellipse","1.0416E-1","false","33238","565","2"
"1579760","4.1247E-2","positive regulation of cellular amine metabolic process","14261","33240","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","33240","565","2"
"1579763","3.9000E-2","positive regulation of epithelial to mesenchymal transition","14261","10718","11","1.408935453365252","14","3.4641016151377544","ellipse","8.0435E-3","false","10718","565","3"
"1579765","9.0223E-14","regulation of cell proliferation","14261","42127","848","13.044683635514929","14","18.547236990991408","ellipse","3.6108E-16","false","42127","565","86"
"1579767","2.5327E-2","virion attachment, binding of host cell surface receptor","14261","46813","3","1.596410810579226","14","2.8284271247461903","ellipse","4.5771E-3","false","46813","565","2"
"1579770","1.7810E-2","regulation of cell size","14261","8361","219","1.749337789606296","14","8.48528137423857","ellipse","2.7941E-3","false","8361","565","18"
"1579773","1.8785E-2","regulation of bone remodeling","14261","46850","16","1.7261843675774997","14","4.0","ellipse","3.0323E-3","false","46850","565","4"
"1579777","4.7449E-1","cell part morphogenesis","14261","32990","245","0.3237699151419606","14","6.6332495807108","ellipse","3.7916E-1","false","32990","565","11"
"1579783","1.4640E-1","entry into cell of other organism involved in symbiotic interaction","14261","51806","10","0.8344507561466732","14","2.8284271247461903","ellipse","5.7108E-2","false","51806","565","2"
"1579787","1.8885E-3","cellular membrane fusion","14261","6944","52","2.7238820030806656","14","6.0","ellipse","1.8089E-4","false","6944","565","9"
"1579789","1.7048E-2","exocrine system development","14261","35272","36","1.7683207695213643","14","4.898979485566356","ellipse","2.6609E-3","false","35272","565","6"
"1579790","5.6187E-3","salivary gland development","14261","7431","28","2.2503622196311266","14","4.898979485566356","ellipse","6.7311E-4","false","7431","565","6"
"1579800","2.6394E-2","regulation of proteolysis","14261","30162","67","1.5784877272450863","14","5.656854249492381","ellipse","4.8169E-3","false","30162","565","8"
"1579802","7.8899E-3","regulation of cell development","14261","60284","250","2.1029296572870875","14","9.16515138991168","ellipse","9.8518E-4","false","60284","565","21"
"1579806","2.4356E-3","pigment biosynthetic process","14261","46148","43","2.6133931882176684","14","5.656854249492381","ellipse","2.4564E-4","false","46148","565","8"
"1579812","1.1060E-2","nuclear fragmentation involved in apoptotic nuclear change","14261","30264","2","1.956236892466671","14","2.8284271247461903","ellipse","1.5670E-3","false","30264","565","2"
"1579815","1.5272E-2","response to vitamin","14261","33273","102","1.8161080006432184","14","6.6332495807108","ellipse","2.3355E-3","false","33273","565","11"
"1579816","3.7026E-3","response to vitamin D","14261","33280","17","2.4314925388719177","14","4.47213595499958","ellipse","3.9911E-4","false","33280","565","5"
"1579824","2.0861E-5","posttranscriptional regulation of gene expression","14261","10608","241","4.6806648281117775","14","10.392304845413264","ellipse","1.1132E-6","false","10608","565","27"
"1579831","1.9386E-2","protein folding","14261","6457","170","1.7125207542605045","14","7.745966692414834","ellipse","3.1344E-3","false","6457","565","15"
"1579832","2.5052E-2","protein refolding","14261","42026","9","1.6011556160710776","14","3.4641016151377544","ellipse","4.3447E-3","false","42026","565","3"
"1579834","4.6269E-2","posttranscriptional gene silencing","14261","16441","22","1.3347112383919277","14","4.0","ellipse","1.0098E-2","false","16441","565","4"
"1579837","1.4640E-1","cell morphogenesis involved in differentiation","14261","904","241","0.8344507561466732","14","7.745966692414834","ellipse","5.6621E-2","false","904","565","15"
"1579840","1.6578E-3","regulation of adaptive immune response","14261","2819","51","2.7804809097670518","14","6.0","ellipse","1.5494E-4","false","2819","565","9"
"1579842","1.7342E-3","regulation of protein localization","14261","32880","172","2.7608962498164016","14","8.48528137423857","ellipse","1.6380E-4","false","32880","565","18"
"1579845","7.6705E-2","tissue remodeling","14261","48771","54","1.1151770387573106","14","4.898979485566356","ellipse","1.9422E-2","false","48771","565","6"
"1579846","2.5327E-2","connective tissue replacement involved in inflammatory response wound healing","14261","2248","3","1.596410810579226","14","2.8284271247461903","ellipse","4.5771E-3","false","2248","565","2"
"1579853","4.9156E-1","lipoprotein metabolic process","14261","42157","81","0.3084273843840559","14","4.0","ellipse","4.0054E-1","false","42157","565","4"
"1579856","4.1247E-2","regulation of mast cell chemotaxis","14261","60753","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","60753","565","2"
"1579857","4.1247E-2","positive regulation of mast cell chemotaxis","14261","60754","4","1.3846068573228327","14","2.8284271247461903","ellipse","8.9141E-3","false","60754","565","2"
"1579859","2.5327E-2","thiamin metabolic process","14261","6772","3","1.596410810579226","14","2.8284271247461903","ellipse","4.5771E-3","false","6772","565","2"
"1579861","2.1755E-5","localization","14261","51179","2980","4.662441217540325","14","25.69046515733026","ellipse","1.1725E-6","false","51179","565","165"
"1579864","3.1200E-2","glycolysis","14261","6096","42","1.5058484107199308","14","4.898979485566356","ellipse","5.8669E-3","false","6096","565","6"
"1579870","1.3015E-1","chemical homeostasis","14261","48878","529","0.8855678773879966","14","10.770329614269007","ellipse","4.8362E-2","false","48878","565","29"
"1579871","1.8332E-1","ion homeostasis","14261","50801","406","0.7367803749629342","14","9.38083151964686","ellipse","8.5499E-2","false","50801","565","22"
"1579873","1.6578E-3","regulation of cytokine production","14261","1817","202","2.7804809097670518","14","8.94427190999916","ellipse","1.5525E-4","false","1817","565","20"
"1579878","7.9367E-4","glucose metabolic process","14261","6006","146","3.100359848248067","14","8.246211251235321","ellipse","6.6280E-5","false","6006","565","17"
"1579882","3.1200E-2","cellular amide metabolic process","14261","43603","19","1.5058484107199308","14","4.0","ellipse","5.8770E-3","false","43603","565","4"
"1579886","7.8593E-2","virion attachment to host cell surface receptor","14261","19062","6","1.1046159695361053","14","2.8284271247461903","ellipse","2.1137E-2","false","19062","565","2"
"1579888","2.2009E-4","regulation of blood vessel endothelial cell migration","14261","43535","22","3.657396796042424","14","5.291502622129181","ellipse","1.4974E-5","false","43535","565","7"
"1579897","4.1906E-4","response to temperature stimulus","14261","9266","98","3.3777289508398236","14","7.483314773547883","ellipse","3.0358E-5","false","9266","565","14"
"1579912","8.7951E-3","tetrahydrobiopterin biosynthetic process","14261","6729","6","2.055758595242289","14","3.4641016151377544","ellipse","1.1311E-3","false","6729","565","3"
"1579916","1.2858E-2","chronic inflammatory response","14261","2544","7","1.8908149474015763","14","3.4641016151377544","ellipse","1.9212E-3","false","2544","565","3"
"1579919","2.9772E-5","positive regulation of behavior","14261","48520","47","4.526188010302385","14","6.6332495807108","ellipse","1.6284E-6","false","48520","565","11"
"1579924","9.0017E-7","cell redox homeostasis","14261","45454","66","6.045676862646372","14","7.745966692414834","ellipse","3.1943E-8","false","45454","565","15"
"1579945","2.0861E-5","positive regulation of MAP kinase activity","14261","43406","108","4.6806648281117775","14","8.246211251235321","ellipse","1.1080E-6","false","43406","565","17"
"1579947","4.4629E-1","nucleus organization","14261","6997","31","0.3503876407369457","14","2.8284271247461903","ellipse","3.4924E-1","false","6997","565","2"
"1579949","7.8593E-2","amino sugar metabolic process","14261","6040","27","1.1046159695361053","14","4.0","ellipse","2.0740E-2","false","6040","565","4"
"1579954","7.4403E-4","pigment metabolic process","14261","42440","56","3.1284067806415776","14","6.324555320336759","ellipse","6.0452E-5","false","42440","565","10"
"1579972","1.1060E-2","positive regulation of isotype switching to IgA isotypes","14261","48298","2","1.956236892466671","14","2.8284271247461903","ellipse","1.5670E-3","false","48298","565","2"
"1579974","3.2959E-3","nucleoside phosphate metabolic process","14261","6753","281","2.482031732603388","14","9.797958971132712","ellipse","3.4647E-4","false","6753","565","24"
"1579977","1.1198E-1","amine catabolic process","14261","9310","80","0.9508454739303223","14","5.291502622129181","ellipse","3.8979E-2","false","9310","565","7"
"1579981","1.0168E-1","chordate embryonic development","14261","43009","360","0.9927472941185587","14","9.38083151964686","ellipse","2.9545E-2","false","43009","565","22"
"1579985","3.9728E-6","homeostasis of number of cells","14261","48872","95","5.400904026376666","14","8.246211251235321","ellipse","1.6642E-7","false","48872","565","17"
"1579989","3.6996E-1","protein polymerization","14261","51258","45","0.4318507741722232","14","3.4641016151377544","ellipse","2.6345E-1","false","51258","565","3"
"1579993","2.5052E-2","deoxyribonucleoside triphosphate metabolic process","14261","9200","9","1.6011556160710776","14","3.4641016151377544","ellipse","4.3447E-3","false","9200","565","3"
"1579997","1.1060E-2","negative regulation of homotypic cell-cell adhesion","14261","34111","2","1.956236892466671","14","2.8284271247461903","ellipse","1.5670E-3","false","34111","565","2"
"1580007","1.1888E-2","integrin-mediated signaling pathway","14261","7229","57","1.9248764737630804","14","5.656854249492381","ellipse","1.7224E-3","false","7229","565","8"
"1580011","1.0000","gene expression","14261","10467","1262","-0.0","14","11.661903789690601","ellipse","9.9551E-1","false","10467","565","34"
"1580013","1.8165E-7","regulation of leukocyte proliferation","14261","70663","95","6.7407749304592315","14","8.717797887081348","ellipse","4.6041E-9","false","70663","565","19"
"1580014","9.0017E-7","positive regulation of leukocyte proliferation","14261","70665","66","6.045676862646372","14","7.745966692414834","ellipse","3.1943E-8","false","70665","565","15"
"1580032","2.8118E-2","regulation of protein binding","14261","43393","41","1.5510223355330124","14","4.898979485566356","ellipse","5.1989E-3","false","43393","565","6"
"1580036","3.1200E-2","regulation of tissue remodeling","14261","34103","19","1.5058484107199308","14","4.0","ellipse","5.8770E-3","false","34103","565","4"
"1580042","1.4640E-1","entry into host","14261","44409","10","0.8344507561466732","14","2.8284271247461903","ellipse","5.7108E-2","false","44409","565","2"
"1580045","5.4738E-1","regulation of primary metabolic process","14261","80090","3552","0.26171280223438453","14","23.83275057562597","ellipse","4.6632E-1","false","80090","565","142"
"1580049","6.0253E-2","tube morphogenesis","14261","35239","201","1.2200221468135048","14","7.745966692414834","ellipse","1.4060E-2","false","35239","565","15"
"1580060","3.5216E-2","signal initiation by diffusible mediator","14261","23038","71","1.453266050058568","14","5.656854249492381","ellipse","6.8495E-3","false","23038","565","8"
"1580061","3.5216E-2","signal initiation by protein/peptide mediator","14261","23049","71","1.453266050058568","14","5.656854249492381","ellipse","6.8495E-3","false","23049","565","8"
"1580076","5.5796E-2","exocytosis","14261","6887","111","1.253393296242714","14","6.324555320336759","ellipse","1.2624E-2","false","6887","565","10"
"1580081","1.9424E-2","regulation of neuron apoptosis","14261","43523","91","1.7116653217631235","14","6.324555320336759","ellipse","3.1665E-3","false","43523","565","10"
"1580083","2.1375E-3","positive regulation of T cell proliferation","14261","42102","42","2.6700850270311793","14","5.656854249492381","ellipse","2.0702E-4","false","42102","565","8"
"1580148","3.1229E-7","programmed cell death","14261","12501","576","6.505439135954461","14","14.560219778561036","ellipse","8.7502E-9","false","12501","565","53"
"1580150","4.8524E-3","protein oligomerization","14261","51259","190","2.3140468974014077","14","8.48528137423857","ellipse","5.5670E-4","false","51259","565","18"
"1580152","7.5099E-3","substrate-bound cell migration","14261","6929","12","2.1243656579995056","14","4.0","ellipse","9.3573E-4","false","6929","565","4"
