"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"NBEAL21",9.29934132108849e-50,0.515303587835635,0.685,0.206,1.99628960139807e-45,"CD16+ Mono","NBEAL2"
"HSPA1A1",9.53443906505233e-50,0.783712803583572,0.606,0.182,2.04675803409478e-45,"CD16+ Mono","HSPA1A"
"OAS3",1.02894140141334e-49,0.334562000745067,0.31,0.055,2.20882850641401e-45,"CD16+ Mono","OAS3"
"DOCK21",1.71303361877598e-49,0.74489213060772,0.744,0.272,3.6773692694264e-45,"CD16+ Mono","DOCK2"
"FLNA2",2.57283016830371e-49,0.808705924929673,0.995,0.653,5.52309452229758e-45,"CD16+ Mono","FLNA"
"ARHGEF401",4.3462103992506e-49,0.398130506603573,0.389,0.082,9.33000986407126e-45,"CD16+ Mono","ARHGEF40"
"CD551",4.78473197961013e-49,0.94221782280526,0.931,0.505,1.02713841406291e-44,"CD16+ Mono","CD55"
"FPR11",5.8407645435029e-49,0.295569971902057,0.498,0.117,1.25383692455377e-44,"CD16+ Mono","FPR1"
"FAM126A",6.66290791442982e-49,0.34530589712076,0.345,0.067,1.43032644199065e-44,"CD16+ Mono","FAM126A"
"DUSP11",6.98043709948228e-49,1.00793394008312,1,0.877,1.49849043214586e-44,"CD16+ Mono","DUSP1"
"IMPA21",7.61741804602956e-49,0.339905709985699,0.389,0.081,1.63523113194116e-44,"CD16+ Mono","IMPA2"
"HIGD2A1",7.91918773527603e-49,0.785025756474413,0.995,0.766,1.70001203113171e-44,"CD16+ Mono","HIGD2A"
"PTPRC1",8.1249367445061e-49,0.741851402791794,1,0.932,1.74418017094312e-44,"CD16+ Mono","PTPRC"
"PSEN1",8.73245230836434e-49,0.387811214660992,0.473,0.112,1.87459553703657e-44,"CD16+ Mono","PSEN1"
"CCSAP",1.88007706002025e-48,0.33297890112669,0.286,0.049,4.03596142474548e-44,"CD16+ Mono","CCSAP"
"NUMB1",1.88467085579027e-48,0.592272581940151,0.645,0.198,4.04582292612497e-44,"CD16+ Mono","NUMB"
"RAPGEF11",2.6300167744368e-48,0.675468600289558,0.67,0.22,5.64585700968348e-44,"CD16+ Mono","RAPGEF1"
"DNASE1L1",2.77072965761114e-48,0.305080459333688,0.325,0.061,5.94792535599382e-44,"CD16+ Mono","DNASE1L1"
"GRK21",2.99512348812926e-48,0.754349418789629,0.985,0.588,6.42963159196708e-44,"CD16+ Mono","GRK2"
"RABGAP1L1",3.0213592221065e-48,0.786579503552568,0.739,0.27,6.48595184209602e-44,"CD16+ Mono","RABGAP1L"
"GLA",4.73790859243923e-48,0.416981377022107,0.399,0.088,1.01708683753893e-43,"CD16+ Mono","GLA"
"SLC24A4",4.87848961817893e-48,0.2741984448749,0.251,0.039,1.04726536633447e-43,"CD16+ Mono","SLC24A4"
"TLR1",9.22010899942759e-48,0.319745599053432,0.31,0.057,1.97928079890712e-43,"CD16+ Mono","TLR1"
"VPS29",1.11948440467064e-47,0.81462137517151,0.892,0.409,2.40319717150647e-43,"CD16+ Mono","VPS29"
"TMEM1271",1.27146257034874e-47,0.485499634835677,0.576,0.161,2.72944869976763e-43,"CD16+ Mono","TMEM127"
"ZFP362",1.42667595363358e-47,1.03338941946792,1,0.86,3.0626452696652e-43,"CD16+ Mono","ZFP36"
"SEC11A1",1.50274967781368e-47,0.797860007984666,0.906,0.46,3.22595273336262e-43,"CD16+ Mono","SEC11A"
"ACAA11",1.64803491188569e-47,0.69076744930883,0.818,0.319,3.53783654534501e-43,"CD16+ Mono","ACAA1"
"ZYX1",1.72339207425409e-47,0.810946436593723,0.99,0.622,3.69960576580126e-43,"CD16+ Mono","ZYX"
"LIPA1",1.90504798206801e-47,0.612327397362344,0.621,0.188,4.0895665031054e-43,"CD16+ Mono","LIPA"
"DPYSL21",2.41301844197302e-47,0.348410569482299,0.404,0.088,5.18002668938347e-43,"CD16+ Mono","DPYSL2"
"CHP11",3.25303772232097e-47,0.427767939135787,0.468,0.115,6.98329607850642e-43,"CD16+ Mono","CHP1"
"SNN",3.31366982181937e-47,0.359097348697346,0.478,0.119,7.11345500649965e-43,"CD16+ Mono","SNN"
"MTHFD2",3.71865910637661e-47,0.474517421732509,0.453,0.111,7.98284550365868e-43,"CD16+ Mono","MTHFD2"
"GLUL1",4.28393683706239e-47,0.675246178520927,0.685,0.227,9.19632720812183e-43,"CD16+ Mono","GLUL"
"RENBP",4.65106639539421e-47,0.278407316356801,0.345,0.067,9.98444423099275e-43,"CD16+ Mono","RENBP"
"ENY21",6.30936294418018e-47,0.785763737046392,0.892,0.419,1.35443094322716e-42,"CD16+ Mono","ENY2"
"ITGA42",6.39862898770903e-47,0.796226239828728,0.956,0.488,1.3735936847915e-42,"CD16+ Mono","ITGA4"
"EIF4EBP11",8.94186495764751e-47,0.478676302943261,0.537,0.145,1.91955015045819e-42,"CD16+ Mono","EIF4EBP1"
"IL10RB1",9.05519885452885e-47,0.526379063251776,0.655,0.202,1.94387953810171e-42,"CD16+ Mono","IL10RB"
"FAM91A1",9.40957917000349e-47,0.386489699944811,0.424,0.096,2.01995436042465e-42,"CD16+ Mono","FAM91A1"
"ATP5F1B",1.24975316112262e-46,0.780279586372987,0.975,0.743,2.68284511098192e-42,"CD16+ Mono","ATP5F1B"
"MAST3",1.55387409725174e-46,0.40083103542301,0.433,0.101,3.3357015245703e-42,"CD16+ Mono","MAST3"
"HEG1",2.02956866070597e-46,0.372590643833032,0.34,0.068,4.3568750439375e-42,"CD16+ Mono","HEG1"
"REL2",2.25408275533548e-46,0.681797326387172,0.813,0.316,4.83883945087868e-42,"CD16+ Mono","REL"
"DYNC1LI1",2.75712059944658e-46,0.516164714086607,0.571,0.164,5.91871079083196e-42,"CD16+ Mono","DYNC1LI1"
"SGPP11",3.40993945317331e-46,0.392548479284542,0.369,0.079,7.32011702412714e-42,"CD16+ Mono","SGPP1"
"CSF2RB",3.60785057932778e-46,0.332093736477876,0.276,0.048,7.74497283864295e-42,"CD16+ Mono","CSF2RB"
"LY862",3.63314174518154e-46,0.419604043043054,0.562,0.15,7.7992653843812e-42,"CD16+ Mono","LY86"
"SOX41",5.06929724674811e-46,0.384752864781944,0.414,0.095,1.08822603995942e-41,"CD16+ Mono","SOX4"
"ATP10D",5.56989342509964e-46,0.269119269549354,0.261,0.043,1.19568902156614e-41,"CD16+ Mono","ATP10D"
"SIPA1L1",7.72551577342311e-46,0.399934037338692,0.438,0.104,1.65843647108074e-41,"CD16+ Mono","SIPA1L1"
"TMEM120A",9.26093878504128e-46,0.414325757782418,0.537,0.142,1.98804572898481e-41,"CD16+ Mono","TMEM120A"
"SH3BGRL32",1.20006437706002e-45,0.628682229079796,1,0.974,2.57617819823474e-41,"CD16+ Mono","SH3BGRL3"
"SSH21",1.31451285975725e-45,0.716882763247717,0.857,0.352,2.82186475604088e-41,"CD16+ Mono","SSH2"
"TIGAR",1.90080040483256e-45,0.30344569806163,0.325,0.063,4.08044822905406e-41,"CD16+ Mono","TIGAR"
"BCAP29",2.5264829803752e-45,0.402755501761555,0.453,0.11,5.42360101397145e-41,"CD16+ Mono","BCAP29"
"NEDD9",3.27363203205008e-45,0.454955252268142,0.478,0.123,7.02750588320191e-41,"CD16+ Mono","NEDD9"
"NAPRT1",6.34415675779553e-45,0.59842083481247,0.714,0.249,1.36190013119597e-40,"CD16+ Mono","NAPRT"
"WBP1L",7.21054374315533e-45,0.370412855146499,0.424,0.099,1.54788742534315e-40,"CD16+ Mono","WBP1L"
"CHCHD102",8.77590047112801e-45,0.790703627503282,0.956,0.542,1.88392255413705e-40,"CD16+ Mono","CHCHD10"
"DENND1A1",1.33145202784725e-44,0.335676559135712,0.409,0.094,2.85822806817969e-40,"CD16+ Mono","DENND1A"
"LAMTOR41",1.3351876850903e-44,0.689712559298471,0.985,0.706,2.86624740358335e-40,"CD16+ Mono","LAMTOR4"
"PITPNM1",1.80309283895162e-44,0.457949978668696,0.493,0.13,3.87069939737744e-40,"CD16+ Mono","PITPNM1"
"ACER3",1.91500713014663e-44,0.310547538176504,0.3,0.057,4.11094580628578e-40,"CD16+ Mono","ACER3"
"LY6E1",4.1794398802285e-44,0.971828629072713,0.961,0.651,8.97200359088653e-40,"CD16+ Mono","LY6E"
"IER51",4.88507447987007e-44,0.755662684678312,0.862,0.398,1.04867893859371e-39,"CD16+ Mono","IER5"
"SFT2D2",4.90142819540145e-44,0.500871164842766,0.537,0.153,1.05218959070683e-39,"CD16+ Mono","SFT2D2"
"TRAK11",5.54658754307298e-44,0.414491851786507,0.394,0.091,1.19068594787148e-39,"CD16+ Mono","TRAK1"
"SERP11",5.9755095739983e-44,0.676420105695696,1,0.826,1.28276264025022e-39,"CD16+ Mono","SERP1"
"ITPRID21",6.32978265751642e-44,0.34617559254767,0.399,0.092,1.35881444308905e-39,"CD16+ Mono","ITPRID2"
"PKN11",7.56105943647228e-44,0.794345303578904,0.892,0.46,1.62313262922751e-39,"CD16+ Mono","PKN1"
"MYO9B1",1.30426426703252e-43,0.630026151968378,0.847,0.344,2.7998641020387e-39,"CD16+ Mono","MYO9B"
"MFSD121",2.24590889359919e-43,0.509161999189019,0.626,0.195,4.82129262188939e-39,"CD16+ Mono","MFSD12"
"SEMA4A1",4.05253645008006e-43,0.329209065586061,0.33,0.068,8.69957999738686e-39,"CD16+ Mono","SEMA4A"
"MT-CO22",4.40825912535783e-43,0.484643674373876,1,0.999,9.46320986440566e-39,"CD16+ Mono","MT-CO2"
"SKIL",5.90432914439291e-43,0.30837686355574,0.325,0.066,1.26748233742683e-38,"CD16+ Mono","SKIL"
"PSMA41",6.06803320520316e-43,0.643898262250211,0.754,0.295,1.30262468816096e-38,"CD16+ Mono","PSMA4"
"MYO15B1",6.31922315075851e-43,0.316562606909022,0.443,0.108,1.35654763377333e-38,"CD16+ Mono","MYO15B"
"EVI2B2",6.31953581092171e-43,0.794861847389901,0.966,0.576,1.35661475253056e-38,"CD16+ Mono","EVI2B"
"IQGAP12",7.89907178175507e-43,0.75215191291543,0.901,0.44,1.69569373938936e-38,"CD16+ Mono","IQGAP1"
"MAP3K111",1.08129010218751e-42,0.506052083563975,0.685,0.226,2.32120546236593e-38,"CD16+ Mono","MAP3K11"
"SRGAP2",1.19025870386415e-42,0.273094842925561,0.271,0.049,2.55512835958517e-38,"CD16+ Mono","SRGAP2"
"PMAIP12",1.28368428939127e-42,0.524496066620836,0.562,0.168,2.75568506403624e-38,"CD16+ Mono","PMAIP1"
"ATP11A1",1.36592892394687e-42,0.310003055057445,0.35,0.074,2.93223962103675e-38,"CD16+ Mono","ATP11A"
"LAPTM4A2",1.54819253331122e-42,0.684331234713106,0.818,0.333,3.3235049112592e-38,"CD16+ Mono","LAPTM4A"
"TLN12",1.75748550963428e-42,0.655356458269932,0.946,0.512,3.77279414353191e-38,"CD16+ Mono","TLN1"
"COX8A1",2.83235167667563e-42,0.72570667480195,0.985,0.67,6.08020934431957e-38,"CD16+ Mono","COX8A"
"FCGR2B1",2.90323803594066e-42,0.308095685575579,0.31,0.062,6.23238109175381e-38,"CD16+ Mono","FCGR2B"
"RIPK2",3.29183000658457e-42,0.434013206016538,0.458,0.12,7.0665714751351e-38,"CD16+ Mono","RIPK2"
"DGLUCY",3.3084337833693e-42,0.417151441063239,0.576,0.168,7.10221480275887e-38,"CD16+ Mono","DGLUCY"
"GYG11",7.15477860533793e-42,0.421450506265629,0.527,0.148,1.53591632320789e-37,"CD16+ Mono","GYG1"
"CAPZB",7.41273641290602e-42,0.679492967494303,0.995,0.803,1.59129212575854e-37,"CD16+ Mono","CAPZB"
"MAPK7",7.48804574179003e-42,0.325887816752787,0.355,0.077,1.60745877939007e-37,"CD16+ Mono","MAPK7"
"ARID3A1",9.42278190205811e-42,0.359031967742766,0.36,0.081,2.02278859091482e-37,"CD16+ Mono","ARID3A"
"SNX271",1.34997282743606e-41,0.463749253352794,0.611,0.187,2.897986668657e-37,"CD16+ Mono","SNX27"
"MNT",1.54011803619123e-41,0.309606218292918,0.365,0.081,3.30617138829171e-37,"CD16+ Mono","MNT"
"HNMT1",1.67000035794266e-41,0.278588466212846,0.305,0.06,3.5849897683955e-37,"CD16+ Mono","HNMT"
"MBOAT1",2.09325957780031e-41,0.254110287598438,0.296,0.057,4.49360033566392e-37,"CD16+ Mono","MBOAT1"
"HEATR3",2.41295471978034e-41,0.308264033158643,0.35,0.076,5.17988989695247e-37,"CD16+ Mono","HEATR3"
"SAMHD11",3.0566409745273e-41,0.764543073961225,0.98,0.658,6.56169118001775e-37,"CD16+ Mono","SAMHD1"
"UBASH3B",5.63504243852138e-41,0.414555204512516,0.36,0.082,1.20967456027738e-36,"CD16+ Mono","UBASH3B"
"AL139246.5",5.6718436335289e-41,0.573165429857266,0.601,0.194,1.21757467280965e-36,"CD16+ Mono","AL139246.5"
"SH3TC11",5.86420858755667e-41,0.349128436781529,0.443,0.113,1.25886965749079e-36,"CD16+ Mono","SH3TC1"
"SUSD1",5.99006088753689e-41,0.293211964224611,0.286,0.055,1.28588637072755e-36,"CD16+ Mono","SUSD1"
"CTSD2",7.7925351729006e-41,0.580753519370004,0.951,0.513,1.67282352556657e-36,"CD16+ Mono","CTSD"
"NCOA2",8.661508913346e-41,0.410519041783592,0.507,0.142,1.85936611842799e-36,"CD16+ Mono","NCOA2"
"GUSB1",9.72273286247426e-41,0.491321975599651,0.621,0.198,2.08717906358735e-36,"CD16+ Mono","GUSB"
"SERF22",1.28668091747457e-40,0.536677289118336,1,0.984,2.76211792554266e-36,"CD16+ Mono","SERF2"
"AC020916.11",1.543795853402e-40,0.355293214519308,0.759,0.274,3.31406655849806e-36,"CD16+ Mono","AC020916.1"
"PARVG1",1.60438733382578e-40,0.675975044135827,0.798,0.342,3.44413828952379e-36,"CD16+ Mono","PARVG"
"EIF11",2.23894497522352e-40,0.480846204055189,1,0.995,4.80634317831233e-36,"CD16+ Mono","EIF1"
"COX5B1",2.28928565221274e-40,0.660499211528256,0.99,0.731,4.91440950960508e-36,"CD16+ Mono","COX5B"
"MED13L1",2.32123185865806e-40,0.461672772273474,0.7,0.233,4.98298843098126e-36,"CD16+ Mono","MED13L"
"AC004687.13",2.68338468238182e-40,0.726834851770676,0.857,0.38,5.76042189766905e-36,"CD16+ Mono","AC004687.1"
"RAC11",2.95667779964419e-40,0.617344535344849,0.98,0.593,6.34710023249619e-36,"CD16+ Mono","RAC1"
"GLIPR11",4.3517072052828e-40,0.707675212484496,0.872,0.395,9.34180985758059e-36,"CD16+ Mono","GLIPR1"
"TAF102",7.39714529295233e-40,0.709987637989777,0.98,0.696,1.58794518003808e-35,"CD16+ Mono","TAF10"
"DICER11",9.1324640690718e-40,0.410624114793108,0.562,0.167,1.96046606170764e-35,"CD16+ Mono","DICER1"
"AP2S11",9.35023201963145e-40,0.660053485228024,0.916,0.437,2.00721430765428e-35,"CD16+ Mono","AP2S1"
"FUCA2",1.09187100423583e-39,0.313283211961213,0.34,0.076,2.34391948479305e-35,"CD16+ Mono","FUCA2"
"SNX51",1.12898074763684e-39,0.582520155389368,0.734,0.28,2.42358297095201e-35,"CD16+ Mono","SNX5"
"MAPK12",1.26115849252418e-39,0.59210233342491,0.749,0.291,2.70732893590167e-35,"CD16+ Mono","MAPK1"
"SELPLG1",1.31043528933849e-39,0.763771701885646,0.961,0.604,2.81311143562294e-35,"CD16+ Mono","SELPLG"
"RAB8A1",1.35546420149951e-39,0.56800796686378,0.749,0.287,2.909775001359e-35,"CD16+ Mono","RAB8A"
"NCKAP1L1",1.36322681998368e-39,0.576847384829966,0.803,0.325,2.92643901445896e-35,"CD16+ Mono","NCKAP1L"
"ATP2B12",1.47169092173364e-39,0.64600511162898,0.768,0.299,3.15927890168559e-35,"CD16+ Mono","ATP2B1"
"NRROS",1.76283955958266e-39,0.31593973208878,0.394,0.095,3.7842876825561e-35,"CD16+ Mono","NRROS"
"SNX23",2.0486961294578e-39,0.573220981413344,0.798,0.311,4.39793598110706e-35,"CD16+ Mono","SNX2"
"HLA-DQB12",2.11988067718835e-39,0.306630331578606,0.764,0.277,4.55074784972024e-35,"CD16+ Mono","HLA-DQB1"
"SPTSSA",2.16543809110232e-39,0.302498561750766,0.414,0.102,4.64854595016935e-35,"CD16+ Mono","SPTSSA"
"HVCN12",2.19615973553585e-39,0.388768273235486,0.517,0.149,4.71449610427482e-35,"CD16+ Mono","HVCN1"
"BCL11A1",2.25094112504071e-39,0.300028689961297,0.33,0.072,4.83209531312488e-35,"CD16+ Mono","BCL11A"
"PHACTR12",4.31008724342174e-39,0.319039502297522,0.369,0.087,9.25246428545345e-35,"CD16+ Mono","PHACTR1"
"GRB22",4.479227293421e-39,0.718680629974506,0.936,0.554,9.61555723078687e-35,"CD16+ Mono","GRB2"
"NUDT31",4.67965956619812e-39,0.502449285087055,0.68,0.234,1.00458251907575e-34,"CD16+ Mono","NUDT3"
"FNIP2",6.09675479789488e-39,0.28381751359921,0.251,0.046,1.30879035246409e-34,"CD16+ Mono","FNIP2"
"EMP31",9.07021104929511e-39,0.772037318300193,1,0.874,1.94710220595218e-34,"CD16+ Mono","EMP3"
"POMP2",1.40845206952596e-38,0.601213065745306,0.862,0.369,3.02352405765138e-34,"CD16+ Mono","POMP"
"TACC11",2.03247043290179e-38,0.558948060907803,0.749,0.276,4.36310427831028e-34,"CD16+ Mono","TACC1"
"ACTR21",2.38850926525828e-38,0.732354066091027,0.921,0.591,5.12741283972995e-34,"CD16+ Mono","ACTR2"
"NBPF141",2.72833235843619e-38,0.371147637781554,0.399,0.101,5.85691107385497e-34,"CD16+ Mono","NBPF14"
"TAOK31",5.2286477747239e-38,0.579163083521941,0.783,0.32,1.12243381779998e-33,"CD16+ Mono","TAOK3"
"C4orf481",6.28461697897368e-38,0.517740909585204,0.783,0.316,1.34911872687628e-33,"CD16+ Mono","C4orf48"
"UQCRC11",7.44967776540564e-38,0.6447973772154,0.842,0.38,1.59922232589963e-33,"CD16+ Mono","UQCRC1"
"MAP3K13",8.00271869310534e-38,0.680765271574183,0.764,0.33,1.71794362184892e-33,"CD16+ Mono","MAP3K1"
"CNIH4",1.16811750626631e-37,0.537323368238576,0.601,0.203,2.5075978507019e-33,"CD16+ Mono","CNIH4"
"HCLS11",1.43069441465384e-37,0.669119199085236,0.985,0.775,3.0712716999374e-33,"CD16+ Mono","HCLS1"
"HDLBP1",1.44574939768709e-37,0.544962946186792,0.64,0.23,3.10359023201488e-33,"CD16+ Mono","HDLBP"
"GBP41",1.5152497820935e-37,0.537971307997288,0.562,0.182,3.25278670722011e-33,"CD16+ Mono","GBP4"
"MAP3K31",1.57576826492104e-37,0.465086380392328,0.66,0.228,3.382701734306e-33,"CD16+ Mono","MAP3K3"
"MAN1A1",1.91681498463632e-37,0.296841235739646,0.369,0.089,4.11482672751878e-33,"CD16+ Mono","MAN1A1"
"GK",2.29703669660053e-37,0.314079498995546,0.296,0.063,4.93104867659237e-33,"CD16+ Mono","GK"
"RTN31",2.58082022635365e-37,0.512087768166588,0.714,0.264,5.54024677991338e-33,"CD16+ Mono","RTN3"
"PTPRE1",2.80187676244549e-37,0.356172132891447,0.69,0.231,6.01478884594172e-33,"CD16+ Mono","PTPRE"
"GIMAP81",3.06077041648883e-37,0.494684729486978,0.527,0.164,6.57055585307658e-33,"CD16+ Mono","GIMAP8"
"LSP12",3.06104677855841e-37,0.670912918793255,0.99,0.884,6.57114911953134e-33,"CD16+ Mono","LSP1"
"CHMP1B1",3.09771606685579e-37,0.928297944665454,0.729,0.305,6.64986708071932e-33,"CD16+ Mono","CHMP1B"
"PABPC4",5.03327440705159e-37,0.659670705790445,0.808,0.346,1.08049301696176e-32,"CD16+ Mono","PABPC4"
"SNAP231",5.74143700490742e-37,0.562362944193921,0.704,0.276,1.23251428184348e-32,"CD16+ Mono","SNAP23"
"SNX30",5.98217944416674e-37,0.271817511027333,0.291,0.061,1.28419446127927e-32,"CD16+ Mono","SNX30"
"TUBA1B",6.45441933302347e-37,0.898485172379791,0.951,0.682,1.38557019822015e-32,"CD16+ Mono","TUBA1B"
"FES1",7.0840116708006e-37,0.337927916480046,0.409,0.107,1.52072478537077e-32,"CD16+ Mono","FES"
"ST3GAL5",1.25881581977169e-36,0.346087437874706,0.433,0.116,2.70229992030389e-32,"CD16+ Mono","ST3GAL5"
"COX6B11",1.32889104800986e-36,0.583347403525455,0.99,0.828,2.85273041276276e-32,"CD16+ Mono","COX6B1"
"CYSTM1",1.41298501547256e-36,0.263217060496578,0.276,0.056,3.03325493271494e-32,"CD16+ Mono","CYSTM1"
"AKIRIN21",1.47830568903901e-36,0.60178308750718,0.739,0.301,3.17347882266004e-32,"CD16+ Mono","AKIRIN2"
"VAMP31",1.79532043980336e-36,0.402466496072416,0.512,0.153,3.85401438812587e-32,"CD16+ Mono","VAMP3"
"ARRDC11",1.84081070082752e-36,0.551902488656861,0.768,0.306,3.95166833146643e-32,"CD16+ Mono","ARRDC1"
"STIMATE",2.75861210412946e-36,0.341496623929169,0.345,0.083,5.92191260393472e-32,"CD16+ Mono","STIMATE"
"CNPY32",2.86706657427608e-36,0.611168278307403,0.931,0.479,6.15473181499847e-32,"CD16+ Mono","CNPY3"
"TM9SF4",3.30660041765608e-36,0.389920006647111,0.448,0.126,7.0982791165823e-32,"CD16+ Mono","TM9SF4"
"MOB1A2",3.74911734472901e-36,0.620673607413464,0.897,0.435,8.04823020392976e-32,"CD16+ Mono","MOB1A"
"CD58",4.09152337889665e-36,0.392721773845,0.433,0.121,8.78327323747743e-32,"CD16+ Mono","CD58"
"AC011603.2",4.36949530439562e-36,0.28899668041587,0.3,0.065,9.37999556994609e-32,"CD16+ Mono","AC011603.2"
"PRCP",4.4811148242898e-36,0.405621193862463,0.507,0.153,9.61960919330291e-32,"CD16+ Mono","PRCP"
"RIN32",4.80354116887095e-36,0.590753841231687,0.833,0.365,1.03117618272153e-31,"CD16+ Mono","RIN3"
"RIOK31",6.45172514269384e-36,0.51248339221604,0.724,0.277,1.38499183638209e-31,"CD16+ Mono","RIOK3"
"UBC1",6.74188179769805e-36,0.626851800903436,1,0.98,1.44727976551184e-31,"CD16+ Mono","UBC"
"ANXA4",7.33054882778722e-36,0.361806015818876,0.365,0.092,1.57364891686108e-31,"CD16+ Mono","ANXA4"
"ME21",7.63629205114359e-36,0.440023683486891,0.571,0.186,1.639282814619e-31,"CD16+ Mono","ME2"
"SLC12A91",9.60252651305158e-36,0.349245854978259,0.493,0.144,2.06137436655678e-31,"CD16+ Mono","SLC12A9"
"FRAT11",1.21499691739738e-35,0.495044785258704,0.483,0.15,2.60823388257695e-31,"CD16+ Mono","FRAT1"
"HM131",1.35040303149465e-35,0.57254161073865,0.857,0.39,2.89891018770957e-31,"CD16+ Mono","HM13"
"LAP31",1.54023703539366e-35,0.522890999037789,0.542,0.18,3.30642684387957e-31,"CD16+ Mono","LAP3"
"SPTLC21",1.98369480406866e-35,0.369459683514739,0.488,0.144,4.2583976358942e-31,"CD16+ Mono","SPTLC2"
"LY961",1.98973181025697e-35,0.413142446840162,0.374,0.098,4.27135727707864e-31,"CD16+ Mono","LY96"
"RHBDF21",2.47567448241562e-35,0.303685196671707,0.424,0.114,5.31453041140161e-31,"CD16+ Mono","RHBDF2"
"SLC66A31",2.54599529899359e-35,0.478226589953784,0.616,0.214,5.46548810834954e-31,"CD16+ Mono","SLC66A3"
"RIPOR11",2.583991688429e-35,0.327529822479491,0.438,0.121,5.54705495755054e-31,"CD16+ Mono","RIPOR1"
"DDAH21",2.62886124533016e-35,0.373911012591916,0.443,0.125,5.64337643535025e-31,"CD16+ Mono","DDAH2"
"CLIC13",2.71641330318639e-35,0.64865681847819,0.99,0.713,5.83132443795023e-31,"CD16+ Mono","CLIC1"
"MSRB11",2.94538524349435e-35,0.270211833259117,0.429,0.115,6.32285850220933e-31,"CD16+ Mono","MSRB1"
"ADCY72",3.05806194297206e-35,0.392647262386285,0.591,0.192,6.56474157297811e-31,"CD16+ Mono","ADCY7"
"ITM2B1",3.53239869098521e-35,0.584308572212377,0.995,0.954,7.58300026993795e-31,"CD16+ Mono","ITM2B"
"SMS1",3.94444196105015e-35,0.435324456233765,0.611,0.205,8.46753355778635e-31,"CD16+ Mono","SMS"
"SDCBP1",3.94985707564624e-35,0.537724125142598,0.862,0.385,8.47915818428979e-31,"CD16+ Mono","SDCBP"
"NEU11",4.60357729129366e-35,0.520569503139142,0.498,0.154,9.8824993712201e-31,"CD16+ Mono","NEU1"
"TEP1",4.93729901311612e-35,0.258261916814895,0.286,0.061,1.05988997914564e-30,"CD16+ Mono","TEP1"
"RUNDC1",5.8315639514879e-35,0.262269626399409,0.266,0.055,1.25186183346591e-30,"CD16+ Mono","RUNDC1"
"DOK22",8.87407411638312e-35,0.628952078339496,0.847,0.387,1.90499749056396e-30,"CD16+ Mono","DOK2"
"COLGALT11",9.47361742830266e-35,0.320621745420899,0.419,0.114,2.03370145333373e-30,"CD16+ Mono","COLGALT1"
"ACSL4",1.05981198646013e-34,0.331427859082457,0.384,0.101,2.27509839133396e-30,"CD16+ Mono","ACSL4"
"STK102",1.09142643762679e-34,0.719916139656765,0.901,0.483,2.34296513365344e-30,"CD16+ Mono","STK10"
"BLVRB1",1.1384879902819e-34,0.340174480995874,0.631,0.212,2.44399216873815e-30,"CD16+ Mono","BLVRB"
"PTPN9",1.22162866726675e-34,0.282857301996753,0.34,0.082,2.62247026002152e-30,"CD16+ Mono","PTPN9"
"WAS1",1.38218301796001e-34,0.680455233117792,0.951,0.65,2.96713228465475e-30,"CD16+ Mono","WAS"
"ZDHHC71",1.43764370361318e-34,0.422075982999241,0.527,0.169,3.08618973854641e-30,"CD16+ Mono","ZDHHC7"
"ABHD51",1.50416136011249e-34,0.392571031153179,0.493,0.15,3.22898319175347e-30,"CD16+ Mono","ABHD5"
"MFSD11",1.515176311812e-34,0.390626343638207,0.626,0.216,3.25262898856682e-30,"CD16+ Mono","MFSD1"
"TET21",1.53396113051089e-34,0.344467893548749,0.488,0.146,3.29295435886773e-30,"CD16+ Mono","TET2"
"PGGT1B",1.6995201006152e-34,0.338012865066114,0.374,0.096,3.64835979999065e-30,"CD16+ Mono","PGGT1B"
"RAB11FIP11",1.80276463988043e-34,0.369014612392463,0.581,0.19,3.86999485243131e-30,"CD16+ Mono","RAB11FIP1"
"NBPF10",1.90706894273283e-34,0.262835242451731,0.286,0.062,4.09390489936457e-30,"CD16+ Mono","NBPF10"
"DIAPH21",2.02276126546275e-34,0.274678865982232,0.399,0.105,4.34226160856888e-30,"CD16+ Mono","DIAPH2"
"PPP1R9B1",2.22363308820498e-34,0.347658965625668,0.468,0.136,4.77347315044964e-30,"CD16+ Mono","PPP1R9B"
"PFKL",2.86009374452192e-34,0.571602743147114,0.803,0.342,6.13976324136521e-30,"CD16+ Mono","PFKL"
"CHSY1",4.96802244263208e-34,0.278430242687185,0.34,0.082,1.06648537775983e-29,"CD16+ Mono","CHSY1"
"ADRB21",5.0828641064013e-34,0.278961936076617,0.32,0.075,1.09113843772117e-29,"CD16+ Mono","ADRB2"
"TPP11",5.97861742427228e-34,0.537329551876907,0.69,0.271,1.28342980246853e-29,"CD16+ Mono","TPP1"
"NCOA41",7.57469707037099e-34,0.440497958065238,0.823,0.382,1.62606022009654e-29,"CD16+ Mono","NCOA4"
"FHL32",8.07835193702093e-34,0.312586696724197,0.399,0.107,1.73417981032028e-29,"CD16+ Mono","FHL3"
"UBE2A",8.52953418902409e-34,0.493229409722701,0.611,0.221,1.8310351043578e-29,"CD16+ Mono","UBE2A"
"ARPC42",9.39580626619815e-34,0.649682346746232,0.97,0.607,2.01699773116476e-29,"CD16+ Mono","ARPC4"
"ISOC2",9.45781527603711e-34,0.291884601672532,0.35,0.087,2.03030920530689e-29,"CD16+ Mono","ISOC2"
