Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
P20109_283_R1	0.00764132442870998	0	0.00448069329085271	0.212321676677986	0	0.0276079369219264	0.0428438560644298	0.00127650422812489	0	0	0.0911825714765301	0.0199412239069391	0.577691671893128	0	0	0.00280162894350506	0	0.000730590432898566	0	0.0114803217349692	0	0	9999	0.732048151343469	0.696984841700346
P20109_284_R1	0.04532330580129	0.0710260182053849	0	0.369788295654697	0.088154913891206	0.146800478483343	0.0180177093274459	0.0148999046303116	0.00281283362523212	0	0.0625484790784252	0.0192968365716142	0.158053141534337	0	0	0.00327808319671231	0	0	0	0	0	0	9999	0.746975671619037	0.689581824998159
P20109_285_R1	0.0203517597620505	0	0	0.219329421663698	0	0.014379193752406	0.0496980733794349	0	0	0.061193277346925	0.0636193719856867	0.00665433207783222	0.525173634894357	0	0	0.00943393169793346	0	0.00329475843614273	0	0.0268722450035332	0	0	9999	0.749219170591906	0.687397826244707
P20109_286_R1	0.00969098900047752	0	0.00130114153173454	0.173763509269948	0	0.0449452496879203	0.0762342186840546	0.000913083578865727	0	0.0656665471227239	0.0514885254421247	0.04033908256626	0.503548088377008	0	0	0.00280280930179555	0	0.00113266287421866	0	0.028174092562868	0	0	9999	0.715618732581324	0.715360930744889
P20109_287_R1	0.0225033463559178	0.00244093462484495	0	0.305694429672854	0	0	0.0481443849969986	0.0218125057916062	0	0.0643031823607107	0.0691840117616702	0.0138394094177266	0.399820416913635	0	0	0.00899740396545675	0	0.00269246731983165	0	0.0405675068187481	0	0	9999	0.734460777446945	0.705050453722253
P20109_288_R1	0.100547993162322	0	0	0.273897820851674	0.0462734953888189	0	0.0613499406488019	0	0	0.0630604121017153	0.0529163179999671	0	0.381701983181682	0	0	0.00426993619850828	0	0.00110951962638338	0	0.0148725808401267	0	0	9999	0.587255453649843	0.81199410306441
P20109_289_R1	0.0323792235481851	0.0166066050976836	0	0.347506116207411	0	0	0.0706042968118929	0	0	0	0.116521926945054	0.00603074967382097	0.403294398778076	0	0	0.00269568962851329	0	0.00042756908468842	0	0.00393342422467493	0	0	9999	0.650068642876516	0.766678893917197
P20109_290_R1	0.0168606798486963	0.0407399613195152	0	0.266292549753335	0.00762683126919503	0.00737566019150035	0.0507651136210638	0.00170191663785922	0	0.0213644500421698	0.0760143278981361	0.000410583536919596	0.493693571107968	0	0	0.00280969405269151	0	0.000707062476322863	0	0.0136375982446267	0	0	9999	0.690109673695071	0.737844069249192
P20109_291_R1	0.0565982218165515	0.00543029143145198	0	0.279991605096498	0.00902300970254916	0	0.0657329032648366	0.0092120668229793	0	0	0.0928038083292685	0	0.45244830142212	0	0	0.00247629930923194	0	0.000446185746872183	0	0.0248938872654284	0.000943419792212805	0	9999	0.65462815889561	0.766246670006199
P20109_292_R1	0.078874818509927	0.0152985228107242	0	0.287461235781658	0	0	0.0352154508652178	0.0158255586812473	0	0	0.0764588913014125	0	0.443728086601685	0	0	0.0183375140830257	0	0.000174557396177661	0	0.0229296761647282	0.00569568780419621	0	9999	0.62991627365177	0.784116219975529
P20109_293_R1	0.0305927473395273	0	0	0.337365554410645	0	0	0.0243123818074078	0.0158107098103579	0	0.0504384689962196	0.067543422844748	0	0.422818542076614	0	0	0.00721407734580035	0	0.00178882907799714	0	0.0421152662906826	0	0	9999	0.709677791925917	0.722895525511498
P20109_294_R1	0.045302318054157	0	0	0.0944621542453275	0.00547378854628511	0	0.0364797068677543	0.0219486503241599	0	0.0504107850218595	0.0276769367921808	0.00291208318265101	0.681299820310402	0	0	0.0263622108998924	0	0.00731239268185094	0	0	0.000359153073479609	0	9999	0.74452395080602	0.677463328221399
P20109_295_R1	0.0385467434944186	0.0119026584198574	0	0.181077028106031	0.126967779476393	0.0738592910171339	0.0233844880231346	0.00176016970254057	0	0.0171307327003866	0.0356163451207432	0.0317989520075079	0.453901082155934	0	0	0.00302301183363663	0	0.00103171794228148	0	0	0	0	9999	0.710128508378019	0.726426395347632
P20109_296_R1	0.115619134042647	0	0	0.175475562562753	0.00654191363713418	0.0354248085682116	0.0182080726759951	0	0.00728696158843329	0	0.0159434463381532	0.0385386132740242	0.574304289830204	0	0	0.0126571974824443	0	0	0	0	0	0	9999	0.747961813771614	0.688048236005312
P20109_301_R1	0.0608087663459701	0.0350547258651829	0	0.0975915035258565	0.0225080032791965	0.0385232222840996	0.024882371880943	0.0368770440947723	0	0.00544045378243078	0.119158106442073	0.00433555526732434	0.456203927402351	0	0	0.0196205817329196	0	0.0109163049790317	0	0.0680794331178483	0	0	9999	0.53703851407156	0.843468533204892
P20109_302_R1	0.0852272976004158	0.00753411359824528	0	0.170006879517026	0.0778733408446646	0.0221415730573701	0	0.0167835930009639	0.0159668770348716	0	0	0.0229191047100336	0.50769314559902	0	0	0.0229914386068393	0	0.0116420696517811	0	0.0392205667787687	0	0	9999	0.590842992488766	0.808999715004114
P20109_303_R1	0.12309008743187	0	0	0.256593467870895	0.121435025578031	0.0951585390429476	0	0	0	0	0.149882228122792	0	0.18218298851785	0	0	0.0216734338012483	0	0.00793650456044581	0	0.0420477250739207	0	0	9999	0.681310597686072	0.749301899896944
P20109_304_R1	0.00426956793695145	0.0181506996562307	0	0.233887976715226	0	0	0.00621563037441472	0.0555253682163179	0	0	0.0435635416115565	0.0604321282574607	0.477231174086413	0	0	0.0241927662063344	0	0.0136823933450328	0	0.0628487535940615	0	0	9999	0.560381423321035	0.827754873057532
P20109_305_R1	0.0727704631858998	0.0459555091752863	0	0.0758412646217328	0.0870854004307278	0.0677295236154717	0.0217982876393997	0.0259618517277847	0.0059500190805625	0	0.050851829497887	0	0.537943533070678	0	0	0.00435028847776787	0	0.00376202947680137	0	0	0	0	9999	0.540185210310274	0.841226090777442
P20109_306_R1	0.050818238170772	0.0240764924170423	0	0.254792261725123	0.00277774648990506	0.0214112961386016	0	0.0394176700844918	0	0.00578215529672017	0.0254608141973353	0.0544248756501082	0.429026483695232	0	0	0.0235528917851503	0	0.0103296192090964	0	0.0541845390451827	0.00394491609523835	0	9999	0.577256725599343	0.818221185194099
P20109_307_R1	0.19153183912572	0.0341216370561053	0	0.158619931514818	0.24130074919307	0.0469951252603355	0.0342977915640168	0	0	0.0190880982354241	0.0702619255965854	0	0.186059095027296	0	0	0.0172091126128074	0	0.000514694813820676	0	0	0	0	9999	0.684134619909433	0.754076871452902
P20109_308_R1	0.0223071323967717	0.0430778816545229	0	0.353742801136299	0	0	0.0238443413351697	0	0	0.0412119953997104	0.122728277336324	0	0.356563231125104	0	0	0.0209192859829071	0	0.0110759989910283	0	0.00452905464216357	0	0	9999	0.759237267178803	0.683713628426791
P20109_309_R1	0.00480101209738571	0.0259883494089197	0	0.250516767252255	0.156653520681575	0.189251306519396	0.0358792523664217	0.0074200059342894	0.0103840416153383	0	0.0815567342588511	0	0.226337781662916	0	0	0.00989560303750496	0	0	0.001315625165148	0	0	0	9999	0.737645513305559	0.703012766471798
P20109_310_R1	0.153694767893878	0	0	0.214769218919958	0	0	0.0253120755563628	0.00455812978731735	0	0.0411596351974169	0.0285169640437658	0.00897968845958859	0.508265237031967	0	0	0.0121642559391021	0	0.00258002717064301	0	0	0	0	9999	0.793785537560163	0.658064113825885
P20109_311_R1	0.127290198410784	0.064336148034347	0	0.302061945779096	0.255629740058222	0	0	0.0134614815535493	0.0139584876317113	0	0.105187615799032	0.0194578284752148	0.068000697522324	0	0	0.0294365279507279	0	0	0.00117932878499197	0	0	0	9999	0.711217121328423	0.718340027798562
P20109_402_R1	0.0230707017106732	0.0833459398986169	0	0.0560887322832288	0.103109295802159	0.197127685022555	0.0390485567477541	0	0	0.0159320078174858	0.0331121835884317	0	0.437262462947233	0	0	0.00223828308775066	0	0.000998617988629739	0	0.00866553310548282	0	0	9999	0.667251760897612	0.763828144850535
