"","log2FoldChange","pvalue"
"SFT2D1",-0.15494234052377,0.00119512881231851
"SRP19",-0.119983089198649,0.00120010707421873
"LOC112268269",0.133256003362935,0.00119811918807172
"COA6",-0.185430694875009,0.0012051140995345
"SYT17",0.310880791470321,0.00121035494162202
"ABCD3",-0.142339953574693,0.0012198737081496
"NCOA3",0.125220598712976,0.00121880144511273
"CD164",-0.198953810961247,0.00121578956184999
"LRRC14",0.137683025815798,0.00121070566625326
"PPID",-0.114100629007675,0.00121306275174761
"ABCC1",0.0863108557968898,0.0012231506719226
"RIPOR1",0.166481145532148,0.00122691422515339
"UPK3B",0.477557813819256,0.00122878556580778
"VTA1",-0.140576069494863,0.00125755830977435
"AHRR",-0.887788930626856,0.00126113329084878
"DDX54",0.144825580680958,0.00125730334730474
"LBR",-0.154963313414816,0.00124710391372045
"SCOC",-0.231304513403556,0.00126167805201878
"VPS39",0.0943590531630105,0.00125413125612317
"ACER2",0.283477603685888,0.00125337304028233
"PLEC",0.220842756494083,0.00125818443736688
"ATP8B5P",-0.742262124229282,0.00125022827710315
"FMNL1",0.137493953700873,0.0012610196661108
"MAPKAPK5-AS1",-0.137846841667956,0.00125078147671886
"LRIG2-DT",-0.464537606719198,0.00124457899556797
"LIPT1",-0.161813420296291,0.00126459448758358
"COX7A2L",-0.118576545828035,0.00127679590796472
"POM121",0.119328415295929,0.00127574159191659
"HEXB",-0.17698041106577,0.00128170546526879
"ATXN2L",0.116002124955751,0.00128684890371253
"PLEKHG2",0.278137508256006,0.00129056943540293
"C4orf3",-0.136317061259304,0.00131607509405612
"SLX1B",0.228209857584843,0.00131654087472043
"TXNRD3",-0.285411584418811,0.00132042598456966
"TEDC1",0.325255819711452,0.00132484803128633
"WIZ",0.123637335624184,0.001331546464599
"SCRN3",-0.124338815322122,0.00134106150492005
"FGD3",0.127970309292542,0.0013576995232984
"GPALPP1",-0.140075657459734,0.00136047645227169
"SDHC",-0.108703677430705,0.00135202290683558
"UEVLD",-0.149783083949739,0.0013588966052963
"ODF3B",0.315249127363056,0.00135413987603047
"SEPTIN10",-0.253618726525816,0.00134934142973809
"GIMAP1",-0.18684456473378,0.00135144505868633
"HIKESHI",-0.109300830444996,0.00136544660962781
"INIP",-0.135738824137913,0.00137304749132242
"NDUFC2",-0.162639114785535,0.00137519917029332
