"","log2FoldChange","pvalue"
"CHAD",1.09520926665862,7.76653008663015e-05
"RGS18",-0.635958366483594,7.72847846101177e-05
"ARMCX4",-0.420515009800852,7.81581636517275e-05
"FAM117B",-0.364112853361817,7.91863480222499e-05
"MDS2",-0.738023938929126,7.96270273998412e-05
"MAIP1",-0.272312304135702,7.99569077672426e-05
"TTL",0.200597211355315,8.04018679731045e-05
"RTL6",0.316555844627048,8.06954082134388e-05
"CCDC59",-0.425909673188923,8.10264047320654e-05
"PTCH1",0.41777223709982,8.12566429396456e-05
"PROSER2",-0.546458638190981,8.24637647379321e-05
"DNAJC14",0.19150131586453,8.37448063672146e-05
"GPRASP1",-0.559480588804005,8.44577378319136e-05
"MVB12B",0.409529579616605,8.49583224106247e-05
"CCNI2",-0.551281411216647,8.60049653206977e-05
"BCYRN1",-0.828652881561584,8.66975530826373e-05
"ZNF165",-1.13462298841486,8.70851725602432e-05
"METTL1",-0.289659101551618,8.77450352502626e-05
"ARHGAP11A",0.475352747885816,8.81115451670035e-05
"GADD45A",-0.637366118491894,8.85744918335829e-05
