"","Gene_name","LFC_1_Ctrl","FDR_1_Ctrl","LFC_2_Ctrl","FDR_2_Ctrl","LFC_2_1","FDR_2_1"
"MIR5009","MIR5009",NA,NA,NA,NA,NA,NA
"MIR500A","MIR500A",NA,NA,NA,NA,NA,NA
"MIR500B","MIR500B",NA,NA,NA,NA,NA,NA
"MIR501","MIR501",NA,NA,NA,NA,NA,NA
"MIR5011","MIR5011",NA,NA,NA,NA,NA,NA
"MIR502","MIR502",NA,NA,NA,NA,NA,NA
"MIR503","MIR503",NA,NA,NA,NA,NA,NA
"MIR504","MIR504",NA,NA,NA,NA,NA,NA
"MIR505","MIR505",NA,NA,NA,NA,NA,NA
"MIR506","MIR506",NA,NA,NA,NA,NA,NA
"MIR507","MIR507",NA,NA,NA,NA,NA,NA
"MIR508","MIR508",NA,NA,NA,NA,NA,NA
"MIR5088","MIR5088",NA,NA,NA,NA,NA,NA
"MIR5089","MIR5089",NA,NA,NA,NA,NA,NA
"MIR509-1","MIR509-1",NA,NA,NA,NA,NA,NA
"MIR509-2","MIR509-2",NA,NA,NA,NA,NA,NA
"MIR509-3","MIR509-3",NA,NA,NA,NA,NA,NA
"MIR5091","MIR5091",NA,NA,NA,NA,NA,NA
"MIR5092","MIR5092",NA,NA,NA,NA,NA,NA
"MIR5093","MIR5093",NA,NA,NA,NA,NA,NA
"MIR5094","MIR5094",NA,NA,NA,NA,NA,NA
"MIR510","MIR510",NA,NA,NA,NA,NA,NA
"MIR5100","MIR5100",NA,NA,NA,NA,NA,NA
"MIR511","MIR511",NA,NA,NA,NA,NA,NA
"MIR512-1","MIR512-1",NA,NA,NA,NA,NA,NA
"MIR512-2","MIR512-2",NA,NA,NA,NA,NA,NA
"MIR513A1","MIR513A1",NA,NA,NA,NA,NA,NA
"MIR513A2","MIR513A2",NA,NA,NA,NA,NA,NA
"MIR513B","MIR513B",NA,NA,NA,NA,NA,NA
"MIR513C","MIR513C",NA,NA,NA,NA,NA,NA
"MIR514A1","MIR514A1",NA,NA,NA,NA,NA,NA
"MIR514A2","MIR514A2",NA,NA,NA,NA,NA,NA
"MIR514A3","MIR514A3",NA,NA,NA,NA,NA,NA
"MIR514B","MIR514B",NA,NA,NA,NA,NA,NA
"MIR515-1","MIR515-1",NA,NA,NA,NA,NA,NA
"MIR515-2","MIR515-2",NA,NA,NA,NA,NA,NA
"MIR516A1","MIR516A1",NA,NA,NA,NA,NA,NA
"MIR516A2","MIR516A2",NA,NA,NA,NA,NA,NA
"MIR516B1","MIR516B1",NA,NA,NA,NA,NA,NA
"MIR516B2","MIR516B2",NA,NA,NA,NA,NA,NA
"MIR517A","MIR517A",NA,NA,NA,NA,NA,NA
"MIR517B","MIR517B",NA,NA,NA,NA,NA,NA
"MIR517C","MIR517C",NA,NA,NA,NA,NA,NA
"MIR5186","MIR5186",NA,NA,NA,NA,NA,NA
"MIR5188","MIR5188",NA,NA,NA,NA,NA,NA
"MIR5189","MIR5189",NA,NA,NA,NA,NA,NA
"MIR518A1","MIR518A1",NA,NA,NA,NA,NA,NA
"MIR518A2","MIR518A2",NA,NA,NA,NA,NA,NA
"MIR518B","MIR518B",NA,NA,NA,NA,NA,NA
"MIR518E","MIR518E",NA,NA,NA,NA,NA,NA
"MIR518F","MIR518F",NA,NA,NA,NA,NA,NA
"MIR5190","MIR5190",NA,NA,NA,NA,NA,NA
"MIR5191","MIR5191",NA,NA,NA,NA,NA,NA
"MIR5192","MIR5192",NA,NA,NA,NA,NA,NA
"MIR5194","MIR5194",NA,NA,NA,NA,NA,NA
"MIR5195","MIR5195",NA,NA,NA,NA,NA,NA
"MIR5197","MIR5197",NA,NA,NA,NA,NA,NA
"MIR519A1","MIR519A1",NA,NA,NA,NA,NA,NA
"MIR519B","MIR519B",NA,NA,NA,NA,NA,NA
"MIR519C","MIR519C",NA,NA,NA,NA,NA,NA
"MIR519D","MIR519D",NA,NA,NA,NA,NA,NA
"MIR519E","MIR519E",NA,NA,NA,NA,NA,NA
"MIR520A","MIR520A",NA,NA,NA,NA,NA,NA
"MIR520B","MIR520B",NA,NA,NA,NA,NA,NA
"MIR520C","MIR520C",NA,NA,NA,NA,NA,NA
"MIR520D","MIR520D",NA,NA,NA,NA,NA,NA
"MIR520E","MIR520E",NA,NA,NA,NA,NA,NA
"MIR520G","MIR520G",NA,NA,NA,NA,NA,NA
"MIR520H","MIR520H",NA,NA,NA,NA,NA,NA
"MIR521-1","MIR521-1",NA,NA,NA,NA,NA,NA
"MIR521-2","MIR521-2",NA,NA,NA,NA,NA,NA
"MIR525","MIR525",NA,NA,NA,NA,NA,NA
"MIR526A1","MIR526A1",NA,NA,NA,NA,NA,NA
"MIR526A2","MIR526A2",NA,NA,NA,NA,NA,NA
"MIR526B","MIR526B",NA,NA,NA,NA,NA,NA
"MIR527","MIR527",NA,NA,NA,NA,NA,NA
"MIR532","MIR532",NA,NA,NA,NA,NA,NA
"MIR539","MIR539",NA,NA,NA,NA,NA,NA
"MIR541","MIR541",NA,NA,NA,NA,NA,NA
"MIR542","MIR542",NA,NA,NA,NA,NA,NA
"MIR543","MIR543",NA,NA,NA,NA,NA,NA
"MIR544A","MIR544A",NA,NA,NA,NA,NA,NA
"MIR544B","MIR544B",NA,NA,NA,NA,NA,NA
"MIR545","MIR545",NA,NA,NA,NA,NA,NA
"MIR548A1","MIR548A1",NA,NA,NA,NA,NA,NA
"MIR548A2","MIR548A2",NA,NA,NA,NA,NA,NA
"MIR548A3","MIR548A3",NA,NA,NA,NA,NA,NA
"MIR548AA1","MIR548AA1",NA,NA,NA,NA,NA,NA
"MIR548AA2","MIR548AA2",NA,NA,NA,NA,NA,NA
"MIR548AB","MIR548AB",NA,NA,NA,NA,NA,NA
"MIR548AC","MIR548AC",NA,NA,NA,NA,NA,NA
"MIR548AD","MIR548AD",NA,NA,NA,NA,NA,NA
"MIR548AE1","MIR548AE1",NA,NA,NA,NA,NA,NA
"MIR548AE2","MIR548AE2",NA,NA,NA,NA,NA,NA
"MIR548AG1","MIR548AG1",NA,NA,NA,NA,NA,NA
"MIR548AG2","MIR548AG2",NA,NA,NA,NA,NA,NA
"MIR548AI","MIR548AI",NA,NA,NA,NA,NA,NA
"MIR548AJ1","MIR548AJ1",NA,NA,NA,NA,NA,NA
"MIR548AJ2","MIR548AJ2",NA,NA,NA,NA,NA,NA
"MIR548AK","MIR548AK",NA,NA,NA,NA,NA,NA
"MIR548AL","MIR548AL",NA,NA,NA,NA,NA,NA
"MIR548AM","MIR548AM",NA,NA,NA,NA,NA,NA
"MIR548AN","MIR548AN",NA,NA,NA,NA,NA,NA
"MIR548AO","MIR548AO",NA,NA,NA,NA,NA,NA
"MIR548AP","MIR548AP",NA,NA,NA,NA,NA,NA
"MIR548AQ","MIR548AQ",NA,NA,NA,NA,NA,NA
"MIR548AR","MIR548AR",NA,NA,NA,NA,NA,NA
"MIR548AS","MIR548AS",NA,NA,NA,NA,NA,NA
"MIR548AT","MIR548AT",NA,NA,NA,NA,NA,NA
"MIR548AV","MIR548AV",NA,NA,NA,NA,NA,NA
"MIR548AW","MIR548AW",NA,NA,NA,NA,NA,NA
"MIR548AX","MIR548AX",NA,NA,NA,NA,NA,NA
"MIR548AY","MIR548AY",NA,NA,NA,NA,NA,NA
"MIR548AZ","MIR548AZ",NA,NA,NA,NA,NA,NA
"MIR548B","MIR548B",NA,NA,NA,NA,NA,NA
"MIR548BA","MIR548BA",NA,NA,NA,NA,NA,NA
"MIR548BB","MIR548BB",NA,NA,NA,NA,NA,NA
"MIR548C","MIR548C",NA,NA,NA,NA,NA,NA
"MIR548D2","MIR548D2",NA,NA,NA,NA,NA,NA
"MIR548E","MIR548E",NA,NA,NA,NA,NA,NA
"MIR548F1","MIR548F1",NA,NA,NA,NA,NA,NA
"MIR548F2","MIR548F2",NA,NA,NA,NA,NA,NA
"MIR548F3","MIR548F3",NA,NA,NA,NA,NA,NA
"MIR548F4","MIR548F4",NA,NA,NA,NA,NA,NA
"MIR548F5","MIR548F5",NA,NA,NA,NA,NA,NA
"MIR548G","MIR548G",NA,NA,NA,NA,NA,NA
"MIR548H1","MIR548H1",NA,NA,NA,NA,NA,NA
"MIR548H2","MIR548H2",NA,NA,NA,NA,NA,NA
"MIR548H3","MIR548H3",NA,NA,NA,NA,NA,NA
"MIR548H4","MIR548H4",NA,NA,NA,NA,NA,NA
"MIR548H5","MIR548H5",NA,NA,NA,NA,NA,NA
"MIR548I1","MIR548I1",NA,NA,NA,NA,NA,NA
"MIR548I2","MIR548I2",NA,NA,NA,NA,NA,NA
"MIR548I3","MIR548I3",NA,NA,NA,NA,NA,NA
"MIR548I4","MIR548I4",NA,NA,NA,NA,NA,NA
"MIR548J","MIR548J",NA,NA,NA,NA,NA,NA
"MIR548K","MIR548K",NA,NA,NA,NA,NA,NA
"MIR548L","MIR548L",NA,NA,NA,NA,NA,NA
"MIR548M","MIR548M",NA,NA,NA,NA,NA,NA
"MIR548N","MIR548N",NA,NA,NA,NA,NA,NA
"MIR548O","MIR548O",NA,NA,NA,NA,NA,NA
"MIR548O2","MIR548O2",NA,NA,NA,NA,NA,NA
"MIR548P","MIR548P",NA,NA,NA,NA,NA,NA
"MIR548Q","MIR548Q",NA,NA,NA,NA,NA,NA
"MIR548S","MIR548S",NA,NA,NA,NA,NA,NA
"MIR548T","MIR548T",NA,NA,NA,NA,NA,NA
"MIR548U","MIR548U",NA,NA,NA,NA,NA,NA
"MIR548V","MIR548V",NA,NA,NA,NA,NA,NA
"MIR548W","MIR548W",NA,NA,NA,NA,NA,NA
"MIR548X","MIR548X",NA,NA,NA,NA,NA,NA
"MIR548X2","MIR548X2",NA,NA,NA,NA,NA,NA
"MIR548XHG","MIR548XHG",NA,NA,NA,NA,NA,NA
"MIR548Y","MIR548Y",NA,NA,NA,NA,NA,NA
"MIR548Z","MIR548Z",NA,NA,NA,NA,NA,NA
"MIR549A","MIR549A",NA,NA,NA,NA,NA,NA
"MIR550A1","MIR550A1",NA,NA,NA,NA,NA,NA
"MIR550A2","MIR550A2",NA,NA,NA,NA,NA,NA
"MIR550A3","MIR550A3",NA,NA,NA,NA,NA,NA
"MIR551A","MIR551A",NA,NA,NA,NA,NA,NA
"MIR551B","MIR551B",NA,NA,NA,NA,NA,NA
"MIR552","MIR552",NA,NA,NA,NA,NA,NA
"MIR553","MIR553",NA,NA,NA,NA,NA,NA
"MIR554","MIR554",NA,NA,NA,NA,NA,NA
"MIR556","MIR556",NA,NA,NA,NA,NA,NA
"MIR557","MIR557",NA,NA,NA,NA,NA,NA
"MIR5571","MIR5571",NA,NA,NA,NA,NA,NA
"MIR5579","MIR5579",NA,NA,NA,NA,NA,NA
"MIR558","MIR558",NA,NA,NA,NA,NA,NA
"MIR5580","MIR5580",NA,NA,NA,NA,NA,NA
"MIR5581","MIR5581",NA,NA,NA,NA,NA,NA
"MIR5582","MIR5582",NA,NA,NA,NA,NA,NA
"MIR5583-1","MIR5583-1",NA,NA,NA,NA,NA,NA
"MIR5584","MIR5584",NA,NA,NA,NA,NA,NA
"MIR5585","MIR5585",NA,NA,NA,NA,NA,NA
"MIR5586","MIR5586",NA,NA,NA,NA,NA,NA
"MIR5587","MIR5587",NA,NA,NA,NA,NA,NA
"MIR5588","MIR5588",NA,NA,NA,NA,NA,NA
"MIR5589","MIR5589",NA,NA,NA,NA,NA,NA
"MIR559","MIR559",NA,NA,NA,NA,NA,NA
"MIR5590","MIR5590",NA,NA,NA,NA,NA,NA
"MIR5591","MIR5591",NA,NA,NA,NA,NA,NA
"MIR561","MIR561",NA,NA,NA,NA,NA,NA
"MIR562","MIR562",NA,NA,NA,NA,NA,NA
"MIR563","MIR563",NA,NA,NA,NA,NA,NA
"MIR567","MIR567",NA,NA,NA,NA,NA,NA
"MIR5680","MIR5680",NA,NA,NA,NA,NA,NA
"MIR5681A","MIR5681A",NA,NA,NA,NA,NA,NA
"MIR5682","MIR5682",NA,NA,NA,NA,NA,NA
"MIR5684","MIR5684",NA,NA,NA,NA,NA,NA
"MIR5685","MIR5685",NA,NA,NA,NA,NA,NA
"MIR5687","MIR5687",NA,NA,NA,NA,NA,NA
"MIR5688","MIR5688",NA,NA,NA,NA,NA,NA
"MIR5689","MIR5689",NA,NA,NA,NA,NA,NA
"MIR5689HG","MIR5689HG",NA,NA,NA,NA,NA,NA
"MIR569","MIR569",NA,NA,NA,NA,NA,NA
"MIR5690","MIR5690",NA,NA,NA,NA,NA,NA
"MIR5691","MIR5691",NA,NA,NA,NA,NA,NA
"MIR5692A1","MIR5692A1",NA,NA,NA,NA,NA,NA
"MIR5692A2","MIR5692A2",NA,NA,NA,NA,NA,NA
"MIR5692B","MIR5692B",NA,NA,NA,NA,NA,NA
"MIR5692C1","MIR5692C1",NA,NA,NA,NA,NA,NA
"MIR5692C2","MIR5692C2",NA,NA,NA,NA,NA,NA
"MIR5693","MIR5693",NA,NA,NA,NA,NA,NA
"MIR5694","MIR5694",NA,NA,NA,NA,NA,NA
"MIR5695","MIR5695",NA,NA,NA,NA,NA,NA
"MIR5696","MIR5696",NA,NA,NA,NA,NA,NA
"MIR5697","MIR5697",NA,NA,NA,NA,NA,NA
"MIR5698","MIR5698",NA,NA,NA,NA,NA,NA
"MIR5699","MIR5699",NA,NA,NA,NA,NA,NA
"MIR570","MIR570",NA,NA,NA,NA,NA,NA
"MIR5700","MIR5700",NA,NA,NA,NA,NA,NA
"MIR5701-1","MIR5701-1",NA,NA,NA,NA,NA,NA
"MIR5701-2","MIR5701-2",NA,NA,NA,NA,NA,NA
"MIR5701-3","MIR5701-3",NA,NA,NA,NA,NA,NA
"MIR5702","MIR5702",NA,NA,NA,NA,NA,NA
"MIR5704","MIR5704",NA,NA,NA,NA,NA,NA
"MIR5705","MIR5705",NA,NA,NA,NA,NA,NA
"MIR5706","MIR5706",NA,NA,NA,NA,NA,NA
"MIR5707","MIR5707",NA,NA,NA,NA,NA,NA
"MIR5708","MIR5708",NA,NA,NA,NA,NA,NA
"MIR571","MIR571",NA,NA,NA,NA,NA,NA
"MIR572","MIR572",NA,NA,NA,NA,NA,NA
"MIR573","MIR573",NA,NA,NA,NA,NA,NA
"MIR5739","MIR5739",NA,NA,NA,NA,NA,NA
"MIR574","MIR574",NA,NA,NA,NA,NA,NA
"MIR575","MIR575",NA,NA,NA,NA,NA,NA
"MIR576","MIR576",NA,NA,NA,NA,NA,NA
"MIR577","MIR577",NA,NA,NA,NA,NA,NA
"MIR578","MIR578",NA,NA,NA,NA,NA,NA
"MIR5787","MIR5787",NA,NA,NA,NA,NA,NA
"MIR579","MIR579",NA,NA,NA,NA,NA,NA
"MIR580","MIR580",NA,NA,NA,NA,NA,NA
"MIR581","MIR581",NA,NA,NA,NA,NA,NA
"MIR582","MIR582",NA,NA,NA,NA,NA,NA
"MIR583","MIR583",NA,NA,NA,NA,NA,NA
"MIR584","MIR584",NA,NA,NA,NA,NA,NA
"MIR585","MIR585",NA,NA,NA,NA,NA,NA
"MIR586","MIR586",NA,NA,NA,NA,NA,NA
"MIR587","MIR587",NA,NA,NA,NA,NA,NA
"MIR588","MIR588",NA,NA,NA,NA,NA,NA
"MIR589","MIR589",NA,NA,NA,NA,NA,NA
"MIR590","MIR590",NA,NA,NA,NA,NA,NA
"MIR591","MIR591",NA,NA,NA,NA,NA,NA
"MIR592","MIR592",NA,NA,NA,NA,NA,NA
"MIR593","MIR593",NA,NA,NA,NA,NA,NA
"MIR595","MIR595",NA,NA,NA,NA,NA,NA
"MIR596","MIR596",NA,NA,NA,NA,NA,NA
"MIR597","MIR597",NA,NA,NA,NA,NA,NA
"MIR598","MIR598",NA,NA,NA,NA,NA,NA
"MIR599","MIR599",NA,NA,NA,NA,NA,NA
"MIR600HG","MIR600HG",NA,NA,-0.618009487526006,0.000722807375742965,-0.310106741822871,0.0302301692339453
"MIR601","MIR601",NA,NA,NA,NA,NA,NA
"MIR602","MIR602",NA,NA,NA,NA,NA,NA
"MIR603","MIR603",NA,NA,NA,NA,NA,NA
"MIR604","MIR604",NA,NA,NA,NA,NA,NA
"MIR605","MIR605",NA,NA,NA,NA,NA,NA
"MIR606","MIR606",NA,NA,NA,NA,NA,NA
"MIR6068","MIR6068",NA,NA,NA,NA,NA,NA
"MIR6069","MIR6069",NA,NA,NA,NA,NA,NA
"MIR607","MIR607",NA,NA,NA,NA,NA,NA
"MIR6070","MIR6070",NA,NA,NA,NA,NA,NA
"MIR6071","MIR6071",NA,NA,NA,NA,NA,NA
"MIR6072","MIR6072",NA,NA,NA,NA,NA,NA
"MIR6074","MIR6074",NA,NA,NA,NA,NA,NA
"MIR6075","MIR6075",NA,NA,NA,NA,NA,NA
"MIR6076","MIR6076",NA,NA,NA,NA,NA,NA
"MIR6077","MIR6077",NA,NA,NA,NA,NA,NA
"MIR6078","MIR6078",NA,NA,NA,NA,NA,NA
"MIR608","MIR608",NA,NA,NA,NA,NA,NA
"MIR6080","MIR6080",NA,NA,NA,NA,NA,NA
"MIR6081","MIR6081",NA,NA,NA,NA,NA,NA
"MIR6082","MIR6082",NA,NA,NA,NA,NA,NA
"MIR6083","MIR6083",NA,NA,NA,NA,NA,NA
"MIR6085","MIR6085",NA,NA,NA,NA,NA,NA
"MIR6088","MIR6088",NA,NA,NA,NA,NA,NA
"MIR6089","MIR6089",NA,NA,NA,NA,NA,NA
"MIR609","MIR609",NA,NA,NA,NA,NA,NA
"MIR6090","MIR6090",NA,NA,NA,NA,NA,NA
"MIR610","MIR610",NA,NA,NA,NA,NA,NA
"MIR6124","MIR6124",NA,NA,NA,NA,NA,NA
"MIR6126","MIR6126",NA,NA,NA,NA,NA,NA
"MIR6127","MIR6127",NA,NA,NA,NA,NA,NA
"MIR6128","MIR6128",NA,NA,NA,NA,NA,NA
"MIR6129","MIR6129",NA,NA,NA,NA,NA,NA
"MIR613","MIR613",NA,NA,NA,NA,NA,NA
"MIR6130","MIR6130",NA,NA,NA,NA,NA,NA
"MIR6131","MIR6131",NA,NA,NA,NA,NA,NA
"MIR6133","MIR6133",NA,NA,NA,NA,NA,NA
"MIR6134","MIR6134",NA,NA,NA,NA,NA,NA
"MIR615","MIR615",NA,NA,NA,NA,NA,NA
"MIR616","MIR616",NA,NA,NA,NA,NA,NA
"MIR6165","MIR6165",NA,NA,NA,NA,NA,NA
"MIR617","MIR617",NA,NA,NA,NA,NA,NA
"MIR618","MIR618",NA,NA,NA,NA,NA,NA
"MIR619","MIR619",NA,NA,NA,NA,NA,NA
"MIR620","MIR620",NA,NA,NA,NA,NA,NA
"MIR621","MIR621",NA,NA,NA,NA,NA,NA
"MIR623","MIR623",NA,NA,NA,NA,NA,NA
"MIR624","MIR624",NA,NA,NA,NA,NA,NA
"MIR625","MIR625",NA,NA,NA,NA,NA,NA
"MIR626","MIR626",NA,NA,NA,NA,NA,NA
"MIR627","MIR627",NA,NA,NA,NA,NA,NA
"MIR629","MIR629",NA,NA,NA,NA,NA,NA
"MIR633","MIR633",NA,NA,NA,NA,NA,NA
"MIR634","MIR634",NA,NA,NA,NA,NA,NA
"MIR635","MIR635",NA,NA,NA,NA,NA,NA
"MIR638","MIR638",NA,NA,NA,NA,NA,NA
"MIR640","MIR640",NA,NA,NA,NA,NA,NA
"MIR641","MIR641",NA,NA,NA,NA,NA,NA
"MIR642A","MIR642A",NA,NA,NA,NA,NA,NA
"MIR643","MIR643",NA,NA,NA,NA,NA,NA
"MIR644A","MIR644A",NA,NA,NA,NA,NA,NA
"MIR645","MIR645",NA,NA,NA,NA,NA,NA
"MIR646","MIR646",NA,NA,NA,NA,NA,NA
"MIR646HG","MIR646HG",NA,NA,NA,NA,NA,NA
"MIR647","MIR647",NA,NA,NA,NA,NA,NA
"MIR648","MIR648",NA,NA,NA,NA,NA,NA
"MIR649","MIR649",NA,NA,NA,NA,NA,NA
"MIR6499","MIR6499",NA,NA,NA,NA,NA,NA
"MIR6500","MIR6500",NA,NA,NA,NA,NA,NA
"MIR6503","MIR6503",NA,NA,NA,NA,NA,NA
"MIR6504","MIR6504",NA,NA,NA,NA,NA,NA
"MIR6505","MIR6505",NA,NA,NA,NA,NA,NA
"MIR6507","MIR6507",NA,NA,NA,NA,NA,NA
"MIR6508","MIR6508",NA,NA,NA,NA,NA,NA
"MIR6509","MIR6509",NA,NA,NA,NA,NA,NA
"MIR651","MIR651",NA,NA,NA,NA,NA,NA
"MIR6511A1","MIR6511A1",NA,NA,NA,NA,NA,NA
"MIR6511A2","MIR6511A2",NA,NA,NA,NA,NA,NA
"MIR6511A3","MIR6511A3",NA,NA,NA,NA,NA,NA
"MIR6511A4","MIR6511A4",NA,NA,NA,NA,NA,NA
"MIR6512","MIR6512",NA,NA,NA,NA,NA,NA
"MIR6514","MIR6514",NA,NA,NA,NA,NA,NA
"MIR6515","MIR6515",NA,NA,NA,NA,NA,NA
"MIR652","MIR652",NA,NA,NA,NA,NA,NA
"MIR653","MIR653",NA,NA,NA,NA,NA,NA
"MIR654","MIR654",NA,NA,NA,NA,NA,NA
"MIR655","MIR655",NA,NA,NA,NA,NA,NA
"MIR656","MIR656",NA,NA,NA,NA,NA,NA
"MIR657","MIR657",NA,NA,NA,NA,NA,NA
"MIR659","MIR659",NA,NA,NA,NA,NA,NA
"MIR660","MIR660",NA,NA,NA,NA,NA,NA
"MIR661","MIR661",NA,NA,NA,NA,NA,NA
"MIR662","MIR662",NA,NA,NA,NA,NA,NA
"MIR663AHG","MIR663AHG",-1.18527965399786,0.0490037160089756,-1.40111839544629,0.0131073602583475,NA,NA
"MIR663B","MIR663B",NA,NA,NA,NA,NA,NA
"MIR664A","MIR664A",NA,NA,NA,NA,NA,NA
"MIR668","MIR668",NA,NA,NA,NA,NA,NA
"MIR670","MIR670",NA,NA,NA,NA,NA,NA
"MIR670HG","MIR670HG",NA,NA,NA,NA,NA,NA
"MIR6715A","MIR6715A",NA,NA,NA,NA,NA,NA
"MIR6718","MIR6718",NA,NA,NA,NA,NA,NA
"MIR6719","MIR6719",NA,NA,NA,NA,NA,NA
"MIR6720","MIR6720",NA,NA,NA,NA,NA,NA
"MIR6722","MIR6722",NA,NA,NA,NA,NA,NA
"MIR6724-1","MIR6724-1",NA,NA,NA,NA,NA,NA
"MIR6724-2","MIR6724-2",NA,NA,NA,NA,NA,NA
"MIR6724-3","MIR6724-3",NA,NA,NA,NA,NA,NA
"MIR6724-4","MIR6724-4",NA,NA,NA,NA,NA,NA
"MIR6726","MIR6726",NA,NA,NA,NA,NA,NA
"MIR6728","MIR6728",NA,NA,NA,NA,NA,NA
"MIR6729","MIR6729",NA,NA,NA,NA,NA,NA
"MIR6730","MIR6730",NA,NA,NA,NA,NA,NA
"MIR6731","MIR6731",NA,NA,NA,NA,NA,NA
"MIR6735","MIR6735",NA,NA,NA,NA,NA,NA
"MIR6736","MIR6736",NA,NA,NA,NA,NA,NA
"MIR6737","MIR6737",NA,NA,NA,NA,NA,NA
"MIR6738","MIR6738",NA,NA,NA,NA,NA,NA
"MIR6739","MIR6739",NA,NA,NA,NA,NA,NA
"MIR6740","MIR6740",NA,NA,NA,NA,NA,NA
"MIR6744","MIR6744",NA,NA,NA,NA,NA,NA
"MIR6745","MIR6745",NA,NA,NA,NA,NA,NA
"MIR6746","MIR6746",NA,NA,NA,NA,NA,NA
"MIR6747","MIR6747",NA,NA,NA,NA,NA,NA
"MIR6749","MIR6749",NA,NA,NA,NA,NA,NA
"MIR6750","MIR6750",NA,NA,NA,NA,NA,NA
"MIR6752","MIR6752",NA,NA,NA,NA,NA,NA
"MIR6753","MIR6753",NA,NA,NA,NA,NA,NA
"MIR6754","MIR6754",NA,NA,NA,NA,NA,NA
"MIR6757","MIR6757",NA,NA,NA,NA,NA,NA
"MIR676","MIR676",NA,NA,NA,NA,NA,NA
"MIR6760","MIR6760",NA,NA,NA,NA,NA,NA
"MIR6761","MIR6761",NA,NA,NA,NA,NA,NA
"MIR6762","MIR6762",NA,NA,NA,NA,NA,NA
"MIR6763","MIR6763",NA,NA,NA,NA,NA,NA
"MIR6765","MIR6765",NA,NA,NA,NA,NA,NA
"MIR6766","MIR6766",NA,NA,NA,NA,NA,NA
"MIR6768","MIR6768",NA,NA,NA,NA,NA,NA
"MIR6769A","MIR6769A",NA,NA,NA,NA,NA,NA
"MIR6769B","MIR6769B",NA,NA,NA,NA,NA,NA
"MIR6770-1","MIR6770-1",NA,NA,NA,NA,NA,NA
"MIR6770-2","MIR6770-2",NA,NA,NA,NA,NA,NA
"MIR6770-3","MIR6770-3",NA,NA,NA,NA,NA,NA
"MIR6771","MIR6771",NA,NA,NA,NA,NA,NA
"MIR6772","MIR6772",NA,NA,NA,NA,NA,NA
"MIR6774","MIR6774",NA,NA,NA,NA,NA,NA
"MIR6775","MIR6775",NA,NA,NA,NA,NA,NA
"MIR6776","MIR6776",NA,NA,NA,NA,NA,NA
"MIR6777","MIR6777",NA,NA,NA,NA,NA,NA
"MIR6779","MIR6779",NA,NA,NA,NA,NA,NA
"MIR6780A","MIR6780A",NA,NA,NA,NA,NA,NA
"MIR6780B","MIR6780B",NA,NA,NA,NA,NA,NA
"MIR6781","MIR6781",NA,NA,NA,NA,NA,NA
"MIR6782","MIR6782",NA,NA,NA,NA,NA,NA
"MIR6783","MIR6783",NA,NA,NA,NA,NA,NA
"MIR6784","MIR6784",NA,NA,NA,NA,NA,NA
"MIR6786","MIR6786",NA,NA,NA,NA,NA,NA
"MIR6788","MIR6788",NA,NA,NA,NA,NA,NA
"MIR6790","MIR6790",NA,NA,NA,NA,NA,NA
"MIR6792","MIR6792",NA,NA,NA,NA,NA,NA
"MIR6793","MIR6793",NA,NA,NA,NA,NA,NA
"MIR6794","MIR6794",NA,NA,NA,NA,NA,NA
"MIR6795","MIR6795",NA,NA,NA,NA,NA,NA
"MIR6796","MIR6796",NA,NA,NA,NA,NA,NA
"MIR6797","MIR6797",NA,NA,NA,NA,NA,NA
"MIR6798","MIR6798",NA,NA,NA,NA,NA,NA
"MIR6799","MIR6799",NA,NA,NA,NA,NA,NA
"MIR6801","MIR6801",NA,NA,NA,NA,NA,NA
"MIR6802","MIR6802",NA,NA,NA,NA,NA,NA
"MIR6803","MIR6803",NA,NA,NA,NA,NA,NA
"MIR6804","MIR6804",NA,NA,NA,NA,NA,NA
"MIR6806","MIR6806",NA,NA,NA,NA,NA,NA
"MIR6807","MIR6807",NA,NA,NA,NA,NA,NA
"MIR6809","MIR6809",NA,NA,NA,NA,NA,NA
"MIR6810","MIR6810",NA,NA,NA,NA,NA,NA
"MIR6811","MIR6811",NA,NA,NA,NA,NA,NA
"MIR6812","MIR6812",NA,NA,NA,NA,NA,NA
"MIR6813","MIR6813",NA,NA,NA,NA,NA,NA
"MIR6814","MIR6814",NA,NA,NA,NA,NA,NA
"MIR6815","MIR6815",NA,NA,NA,NA,NA,NA
"MIR6816","MIR6816",NA,NA,NA,NA,NA,NA
"MIR6817","MIR6817",NA,NA,NA,NA,NA,NA
"MIR6818","MIR6818",NA,NA,NA,NA,NA,NA
"MIR6819","MIR6819",NA,NA,NA,NA,NA,NA
"MIR6821","MIR6821",NA,NA,NA,NA,NA,NA
"MIR6823","MIR6823",NA,NA,NA,NA,NA,NA
"MIR6825","MIR6825",NA,NA,NA,NA,NA,NA
"MIR6826","MIR6826",NA,NA,NA,NA,NA,NA
"MIR6827","MIR6827",NA,NA,NA,NA,NA,NA
"MIR6829","MIR6829",NA,NA,NA,NA,NA,NA
"MIR6832","MIR6832",NA,NA,NA,NA,NA,NA
"MIR6833","MIR6833",NA,NA,NA,NA,NA,NA
"MIR6835","MIR6835",NA,NA,NA,NA,NA,NA
"MIR6839","MIR6839",NA,NA,NA,NA,NA,NA
"MIR6842","MIR6842",NA,NA,NA,NA,NA,NA
