"","marker","slice"
"42394","MTDH",534
"42395","YARS1",534
"42396","GGACT",534
"42397","DCTN1",534
"42398","GADD45GIP1",534
"42399","NUDT5",534
"42400","BRAP",534
"42401","EEF1D",534
"42402","FYB1",534
"42403","SNX15",534
"42404","FKBP5",534
"42405","RBPMS2",534
"42406","F11R",534
"42407","NEXN",534
"42408","SNAP23",534
"42409","DNAJA2",534
"42410","HPSE",534
"42411","KYNU",534
"42412","ERBIN",534
"42413","CETN3",534
"42414","Condition",534
"42415","FKBP4",535
"42416","TAB2",535
"42417","ENO2",535
"42418","IPCEF1",535
"42419","FYB1",535
"42420","KIFBP",535
"42421","FKBP5",535
"42422","BCL2L1",535
"42423","DXO",535
"42424","ATOX1",535
"42425","VTA1",535
"42426","STAT5B",535
"42427","CMC1",535
"42428","USO1",535
"42429","NIT2",535
"42430","ERBIN",535
"42431","DECR1",535
"42432","EIF4G1",535
"42433","CETN3",535
"42434","SRP14",535
"42435","GGCT",535
"42436","CDC42BPB",535
"42437","CACYBP",535
"42438","NT5C",535
"42439","RBPMS2",535
"42440","DBI",535
"42441","IL7",535
"42442","UBE2L6",535
"42443","BRAP",535
"42444","PDLIM5",535
"42445","TTR",535
"42446","DNAJA2",535
"42447","PPP1R12A",535
"42448","LACTB2",535
"42449","TACC3",535
"42450","NUDT5",535
"42451","CD69",535
"42452","ACADSB",535
"42453","NUB1",535
"42454","VASH1",535
"42455","RBKS",535
"42456","STIP1",535
"42457","SYAP1",535
"42458","CC2D1A",535
"42459","MAVS",535
"42460","PRKAR2A",535
"42461","SIRT2",535
"42462","STAMBP",535
"42463","FADD",535
"42464","UBXN1",535
"42465","DRG2",535
"42466","NARS1",535
"42467","GOPC",535
"42468","HTRA2",535
"42469","KYNU",535
"42470","TJAP1",535
"42471","GRHPR",535
"42472","PTRHD1",535
"42473","SERPINB1",535
"42474","ARF6",535
"42475","PPIB",535
"42476","CRKL",535
"42477","GMPR2",535
"42478","PCYT2",535
"42479","NAGK",535
"42480","PDCD5",535
"42481","SRC",535
"42482","PDLIM7",535
"42483","EEF1D",535
"42484","RGCC",535
"42485","SNAP23",535
"42486","Condition",535
"42487","SRP14",536
"42488","CD40",536
"42489","EIF4G1",536
"42490","ARF6",536
"42491","CIRBP",536
"42492","IFNL1",536
"42493","PDCD5",536
"42494","DAAM1",536
"42495","TRIAP1",536
"42496","TMED8",536
"42497","CETN3",536
"42498","SERPINE1",536
"42499","CLEC1B",536
"42500","IRAK4",536
"42501","MTSS1",536
"42502","MAVS",536
"42503","CACYBP",536
"42504","DAG1",536
"42505","LATS1",536
"42506","DNAJA2",536
"42507","ACY1",536
"42508","YARS1",536
"42509","GRHPR",536
"42510","MSRA",536
"42511","SAMD9L",536
"42512","FXN",536
"42513","SYAP1",536
"42514","PLPBP",536
"42515","HHEX",536
"42516","KYNU",536
"42517","RGCC",536
"42518","ATOX1",536
"42519","NUDT5",536
"42520","NUB1",536
"42521","NARS1",536
"42522","VTA1",536
"42523","TBCA",536
"42524","FABP5",536
"42525","F11R",536
"42526","TACC3",536
"42527","ALDH1A1",536
"42528","EIF4E",536
"42529","FKBP14",536
"42530","CD69",536
"42531","TTR",536
"42532","TBCB",536
"42533","CC2D1A",536
"42534","CMC1",536
"42535","PARK7",536
"42536","SERPINB1",536
"42537","RILP",536
"42538","MAP2K1",536
"42539","DOK2",536
"42540","LZTFL1",536
"42541","SIRT2",536
"42542","SCRN1",536
"42543","AP3B1",536
"42544","DBNL",536
"42545","AXIN1",536
"42546","PPP1R9B",536
"42547","NT5C1A",536
"42548","NDUFB7",536
"42549","LACTB2",536
"42550","CDC37",536
"42551","FAM13A",536
"42552","ACADSB",536
"42553","DRG2",536
"42554","STAT5B",536
"42555","IST1",536
"42556","MESD",536
"42557","TYMP",536
"42558","NIT2",536
"42559","NUDC",536
"42560","MPI",536
"42561","ENO2",536
"42562","STAMBP",536
"42563","TJAP1",536
"42564","ARHGEF12",536
"42565","VPS37A",536
"42566","MGLL",536
"42567","NIT1",536
"42568","CASP3",536
"42569","ABHD14B",536
"42570","HBEGF",536
"42571","Condition",536
"42572","PDLIM5",537
"42573","DNAJB14",537
"42574","FAM13A",537
"42575","TBCB",537
"42576","NDUFB7",537
"42577","MTSS1",537
"42578","CLIP2",537
"42579","NIT1",537
"42580","TTR",537
"42581","ACOT13",537
"42582","TMED8",537
"42583","NFU1",537
"42584","NUDT5",537
"42585","SCLY",537
"42586","DBI",537
"42587","PRKAR2A",537
"42588","SCAMP3",537
"42589","DNAJB6",537
"42590","MAPK9",537
"42591","PPME1",537
"42592","STX4",537
"42593","MPI",537
"42594","CORO1A",537
"42595","CMC1",537
"42596","GCC1",537
"42597","STIP1",537
"42598","TRIAP1",537
"42599","SHMT1",537
"42600","SIRT2",537
"42601","STK4",537
"42602","SRP14",537
"42603","USO1",537
"42604","SNAP29",537
"42605","CRYBB1",537
"42606","TWF2",537
"42607","CLEC1B",537
"42608","VTA1",537
"42609","IPCEF1",537
"42610","EIF4G1",537
"42611","SRC",537
"42612","NAGK",537
"42613","FKBP14",537
"42614","GMPR2",537
"42615","GLOD4",537
"42616","ITGB1BP2",537
"42617","MAP2K1",537
"42618","ARF6",537
"42619","METAP1D",537
"42620","DTYMK",537
"42621","PDLIM7",537
"42622","STAT5B",537
"42623","METAP2",537
"42624","KYNU",537
"42625","ENO1",537
"42626","MARS1",537
"42627","LATS1",537
"42628","VASH1",537
"42629","CETN3",537
"42630","PPP1R9B",537
"42631","DAG1",537
"42632","AXIN1",537
"42633","F11R",537
"42634","SYAP1",537
"42635","PSTPIP2",537
"42636","SNX9",537
"42637","MGLL",537
"42638","DXO",537
"42639","FKBP5",537
"42640","CDC42BPB",537
"42641","SERPINE1",537
"42642","AK1",537
"42643","MAVS",537
"42644","Condition",537
"42645","SIRT2",538
"42646","HBEGF",538
"42647","SHMT1",538
"42648","VPS37A",538
"42649","PDLIM7",538
"42650","CDKN1A",538
"42651","YARS1",538
"42652","MINK1",538
"42653","UBXN1",538
"42654","NT5C1A",538
"42655","VASH1",538
"42656","UBE2L6",538
"42657","PPP1R12A",538
"42658","ATOX1",538
"42659","DNAJB6",538
"42660","COMMD1",538
"42661","DNAJB14",538
"42662","TMED8",538
"42663","ABL1",538
"42664","OTUD6B",538
"42665","TBCB",538
"42666","MTSS1",538
"42667","GGCT",538
"42668","NARS1",538
"42669","SNAP23",538
"42670","DCTN1",538
"42671","AP3B1",538
"42672","BRAP",538
"42673","FABP5",538
"42674","SERPINE1",538
"42675","CETN3",538
"42676","ACADSB",538
"42677","USP8",538
"42678","STAT5B",538
"42679","DRG2",538
"42680","HTRA2",538
"42681","GLOD4",538
"42682","SCLY",538
"42683","SCRN1",538
"42684","ACY1",538
"42685","METAP1D",538
"42686","IFNL1",538
"42687","MPI",538
"42688","MGLL",538
"42689","GPI",538
"42690","NT5C",538
"42691","PSTPIP2",538
"42692","SERPINB1",538
"42693","KYNU",538
"42694","CASP3",538
"42695","RBPMS2",538
"42696","MSRA",538
"42697","NEXN",538
"42698","NFU1",538
"42699","TRIAP1",538
"42700","EIF4E",538
"42701","STX4",538
"42702","DNAJA2",538
"42703","TXLNA",538
"42704","FKBP14",538
"42705","CD69",538
"42706","TBCA",538
"42707","BCL2L1",538
"42708","DIABLO",538
"42709","IPCEF1",538
"42710","DCTN2",538
"42711","DXO",538
"42712","DOK2",538
"42713","PLPBP",538
"42714","LZTFL1",538
"42715","DNPH1",538
"42716","LBR",538
"42717","DAAM1",538
"42718","FADD",538
"42719","CIRBP",538
"42720","KIFBP",538
"42721","CD40",538
"42722","STAMBP",538
"42723","SCAMP3",538
"42724","HHEX",538
"42725","ERP29",538
"42726","Condition",538
"42727","TXN",539
"42728","PEBP1",539
"42729","EBAG9",539
"42730","ABHD14B",539
"42731","NUB1",539
"42732","EEF1D",539
"42733","NEXN",539
"42734","GCC1",539
"42735","FADD",539
"42736","ACADSB",539
"42737","CIRBP",539
"42738","TJAP1",539
"42739","FABP5",539
"42740","CC2D1A",539
"42741","SERPINE1",539
"42742","DRG2",539
"42743","SCRN1",539
"42744","TXLNA",539
"42745","ACOT13",539
"42746","DTD1",539
"42747","TYMP",539
"42748","SAMD9L",539
"42749","UBE2L6",539
"42750","NAGK",539
"42751","MGMT",539
"42752","HARS1",539
"42753","METAP2",539
"42754","DNAJB6",539
"42755","FKBP14",539
"42756","HTRA2",539
"42757","DOK2",539
"42758","CD69",539
"42759","ERBIN",539
"42760","TAB2",539
"42761","RAB27B",539
"42762","CETN3",539
"42763","LACTB2",539
"42764","DAB2",539
"42765","DCTN2",539
"42766","MGLL",539
"42767","AP3B1",539
"42768","BCL2L1",539
"42769","TRIAP1",539
"42770","PDLIM5",539
"42771","ATOX1",539
"42772","SNX9",539
"42773","CASP3",539
"42774","STAMBP",539
"42775","TBC1D23",539
"42776","SNAP29",539
"42777","DNAJA2",539
"42778","IPCEF1",539
"42779","NT5C1A",539
"42780","PMVK",539
"42781","MTSS2",539
"42782","MINK1",539
"42783","MVK",539
"42784","ACY1",539
"42785","USP8",539
"42786","DECR1",539
"42787","CRYZL1",539
"42788","TOMM20",539
"42789","NT5C",539
"42790","LBR",539
"42791","MARS1",539
"42792","FKBP4",539
"42793","CORO1A",539
"42794","LZTFL1",539
"42795","EIF4E",539
"42796","SPART",539
"42797","TDRKH",539
"42798","DTYMK",539
"42799","HBEGF",539
"42800","KYNU",539
"42801","HHEX",539
"42802","RBKS",539
"42803","YARS1",539
"42804","ENO1",539
"42805","VPS37A",539
"42806","AK1",539
"42807","SHMT1",539
"42808","PSTPIP2",539
"42809","AKT2",539
"42810","Condition",539
"42811","DCTN2",540
"42812","STK4",540
"42813","USO1",540
"42814","SPART",540
"42815","SERPINB1",540
"42816","FKBP4",540
"42817","USP8",540
"42818","GGACT",540
"42819","ATOX1",540
"42820","GCC1",540
"42821","MESD",540
"42822","PARK7",540
"42823","NUDC",540
"42824","CETN3",540
"42825","ENO2",540
"42826","TBCA",540
"42827","CRYBB1",540
"42828","CASP3",540
"42829","HCLS1",540
"42830","DNAJA2",540
"42831","PTPN6",540
"42832","IL7",540
"42833","METAP1D",540
"42834","METAP2",540
"42835","AXIN1",540
"42836","MARS1",540
"42837","DECR1",540
"42838","IPCEF1",540
"42839","GGCT",540
"42840","PPIB",540
"42841","PRKAR2A",540
"42842","NIT2",540
"42843","HNRNPK",540
"42844","ARHGEF12",540
"42845","SRC",540
"42846","PRDX5",540
"42847","KYAT1",540
"42848","NT5C",540
"42849","MPI",540
"42850","CD69",540
"42851","HARS1",540
"42852","HPSE",540
"42853","YES1",540
"42854","VTI1A",540
"42855","DBI",540
"42856","DOK2",540
"42857","BRAP",540
"42858","STAT5B",540
"42859","FAM13A",540
"42860","HSPA1A",540
"42861","SNX9",540
"42862","EBAG9",540
"42863","GLOD4",540
"42864","PCYT2",540
"42865","GZMH",540
"42866","PTRHD1",540
"42867","NT5C1A",540
"42868","RILP",540
"42869","NUB1",540
"42870","ABL1",540
"42871","CDC42BPB",540
"42872","NUDT5",540
"42873","YARS1",540
"42874","MAPK9",540
"42875","CMC1",540
"42876","DAAM1",540
"42877","FKBP14",540
"42878","ABHD14B",540
"42879","CC2D1A",540
"42880","LACTB2",540
"42881","CD40",540
"42882","CDKN1A",540
"42883","GMPR2",540
"42884","Condition",540
"42885","RAB11FIP3",541
"42886","AXIN1",541
"42887","SERPINB1",541
"42888","KIFBP",541
"42889","NIT1",541
"42890","GOPC",541
"42891","NIT2",541
"42892","PCYT2",541
"42893","DAG1",541
"42894","NAGK",541
"42895","NUDT16",541
"42896","CD69",541
"42897","DTYMK",541
"42898","GRHPR",541
"42899","GADD45GIP1",541
"42900","RAB27B",541
"42901","NUDC",541
"42902","USO1",541
"42903","ACY1",541
"42904","HCLS1",541
"42905","RGCC",541
"42906","LZTFL1",541
"42907","DNAJA2",541
"42908","DRG2",541
"42909","STX4",541
"42910","APRT",541
"42911","SLC9A3R1",541
"42912","SHMT1",541
"42913","ABHD14B",541
"42914","ARHGEF12",541
"42915","FAM13A",541
"42916","CDC42BPB",541
"42917","NT5C",541
"42918","CD40",541
"42919","MSRA",541
"42920","UBXN1",541
"42921","NT5C1A",541
"42922","RBPMS2",541
"42923","MESD",541
"42924","PLPBP",541
"42925","RILP",541
"42926","CETN3",541
"42927","EIF2AK2",541
"42928","DCTN2",541
"42929","HBEGF",541
"42930","CACYBP",541
"42931","HSBP1",541
"42932","TJAP1",541
"42933","ATOX1",541
"42934","EIF4E",541
"42935","TXLNA",541
"42936","GZMH",541
"42937","CLIP2",541
"42938","TRIAP1",541
"42939","DXO",541
"42940","SCRN1",541
"42941","ENO1",541
"42942","MPIG6B",541
"42943","SAMD9L",541
"42944","STIP1",541
"42945","NEXN",541
"42946","CIAPIN1",541
"42947","ERBIN",541
"42948","HHEX",541
"42949","NCK2",541
"42950","PPME1",541
"42951","CLEC1B",541
"42952","NUB1",541
"42953","KYAT1",541
"42954","VTA1",541
"42955","DBI",541
"42956","DECR1",541
"42957","ENO2",541
"42958","TBCB",541
"42959","PDCD5",541
"42960","LACTB2",541
"42961","MTSS1",541
"42962","SNAP23",541
"42963","SRC",541
"42964","PRKAR2A",541
"42965","Condition",541
"42966","LBR",542
"42967","ACY1",542
"42968","SERPINE1",542
"42969","DIABLO",542
"42970","PDLIM7",542
"42971","PRDX5",542
"42972","STK4",542
"42973","CIAPIN1",542
"42974","MSRA",542
"42975","FKBP5",542
"42976","DTYMK",542
"42977","DNPH1",542
"42978","VASP",542
"42979","ERBIN",542
"42980","SAMD9L",542
"42981","ENO1",542
"42982","DNAJA2",542
"42983","ATOX1",542
"42984","GADD45GIP1",542
"42985","CRKL",542
"42986","MAPK9",542
"42987","PRKAR1A",542
"42988","MPIG6B",542
"42989","TBC1D23",542
"42990","SNAP23",542
"42991","TXLNA",542
"42992","CDC42BPB",542
"42993","MTDH",542
"42994","CDC37",542
"42995","USO1",542
"42996","METAP2",542
"42997","AXIN1",542
"42998","NAGK",542
"42999","CETN3",542
"43000","CMC1",542
"43001","SUOX",542
"43002","CC2D1A",542
"43003","NUB1",542
"43004","HTRA2",542
"43005","RILP",542
"43006","CD40",542
"43007","PDCD5",542
"43008","MTSS1",542
"43009","BCL2L1",542
"43010","GGACT",542
"43011","DECR1",542
"43012","ABL1",542
"43013","HSPA1A",542
"43014","MGLL",542
"43015","YARS1",542
"43016","GGCT",542
"43017","DXO",542
"43018","PRKAR2A",542
"43019","DCTN2",542
"43020","TJAP1",542
"43021","ARHGEF12",542
"43022","CIRBP",542
"43023","EBAG9",542
"43024","SH2D1A",542
"43025","RAB27B",542
"43026","HNRNPK",542
"43027","LATS1",542
"43028","IRAK4",542
"43029","IPCEF1",542
"43030","HBEGF",542
"43031","PCYT2",542
"43032","IFNL1",542
"43033","VPS37A",542
"43034","NIT1",542
"43035","GMPR2",542
"43036","GLOD4",542
"43037","SNX9",542
"43038","TACC3",542
"43039","MESD",542
"43040","STAMBP",542
"43041","ACADSB",542
"43042","TYMP",542
"43043","DBNL",542
"43044","DAB2",542
"43045","PARK7",542
"43046","NFU1",542
"43047","FABP5",542
"43048","KYAT1",542
"43049","SORD",542
"43050","CRYBB1",542
"43051","Condition",542
"43052","PPME1",543
"43053","AXIN1",543
"43054","FKBP14",543
"43055","TWF2",543
"43056","DAG1",543
"43057","SRC",543
"43058","GPI",543
"43059","LZTFL1",543
"43060","PEBP1",543
"43061","HHEX",543
"43062","PPP1R12A",543
"43063","USO1",543
"43064","ENO2",543
"43065","BCL2L1",543
"43066","USP8",543
"43067","EEF1D",543
"43068","SCLY",543
"43069","CRKL",543
"43070","DAAM1",543
"43071","FXN",543
"43072","MYDGF",543
"43073","TBCB",543
"43074","ATOX1",543
"43075","RAB11FIP3",543
"43076","HCLS1",543
"43077","JPT2",543
"43078","GRHPR",543
"43079","FYB1",543
"43080","CD69",543
"43081","METAP2",543
"43082","KIFBP",543
"43083","OTUD6B",543
"43084","FADD",543
"43085","MARS1",543
"43086","MAPK9",543
"43087","SAMD9L",543
"43088","NARS1",543
"43089","CLEC1B",543
"43090","MTDH",543
"43091","GLOD4",543
"43092","PRDX5",543
"43093","TOMM20",543
"43094","RBKS",543
"43095","VAV3",543
"43096","CRYBB1",543
"43097","AP3B1",543
"43098","STAT5B",543
"43099","GZMH",543
"43100","MSRA",543
"43101","RBPMS2",543
"43102","MINK1",543
"43103","SERPINB1",543
"43104","GMPR2",543
"43105","ACY1",543
"43106","DNAJA2",543
"43107","YES1",543
"43108","ABL1",543
"43109","CASP3",543
"43110","NUDT16",543
"43111","SYAP1",543
"43112","F11R",543
"43113","NIT2",543
"43114","VTA1",543
"43115","L3HYPDH",543
"43116","LATS1",543
"43117","Condition",543
"43118","VTI1A",544
"43119","TMED8",544
"43120","MTSS2",544
"43121","SULT1A1",544
"43122","COMMD1",544
"43123","TACC3",544
"43124","DECR1",544
"43125","LATS1",544
"43126","VTA1",544
"43127","NUDT16",544
"43128","SH2D1A",544
"43129","NT5C3A",544
"43130","CORO1A",544
"43131","GGCT",544
"43132","GGT1",544
"43133","ARHGEF12",544
"43134","TTR",544
"43135","MAVS",544
"43136","UBXN1",544
"43137","CDC37",544
"43138","DCTN1",544
"43139","ABHD14B",544
"43140","GIPC3",544
"43141","KYAT1",544
"43142","GPI",544
"43143","QDPR",544
"43144","NIT1",544
"43145","PPP1R9B",544
"43146","MESD",544
"43147","ARF6",544
"43148","USO1",544
"43149","METAP1D",544
"43150","DBNL",544
"43151","RILP",544
"43152","ATOX1",544
"43153","MPIG6B",544
"43154","MAPK9",544
"43155","WASF3",544
"43156","MTDH",544
"43157","METAP2",544
"43158","MAP4K5",544
"43159","PRDX5",544
"43160","IPCEF1",544
"43161","L3HYPDH",544
"43162","CAMSAP1",544
"43163","PRKAR1A",544
"43164","CHMP6",544
"43165","CACYBP",544
"43166","CD69",544
"43167","TRIAP1",544
"43168","VASH1",544
"43169","DOK2",544
"43170","GRAP2",544
"43171","ERBIN",544
"43172","CMC1",544
"43173","EEF1D",544
"43174","ACADSB",544
"43175","OTUD6B",544
"43176","NIT2",544
"43177","NEXN",544
"43178","PEBP1",544
"43179","GLOD4",544
"43180","FKBP4",544
"43181","VPS53",544
"43182","TYMP",544
"43183","HARS1",544
"43184","ENO1",544
"43185","CRYBB1",544
"43186","IMPACT",544
"43187","RWDD1",544
"43188","NCK2",544
"43189","MSRA",544
"43190","AK1",544
"43191","NT5C",544
"43192","STAMBP",544
"43193","GZMH",544
"43194","SNAP29",544
"43195","ATXN3",544
"43196","MGMT",544
"43197","F11R",544
"43198","DAG1",544
"43199","SKAP2",544
"43200","TXN",544
"43201","CDC26",544
"43202","CDC42BPB",544
"43203","SCAMP3",544
"43204","PLPBP",544
"43205","MTSS1",544
"43206","SUOX",544
"43207","MARS1",544
"43208","PTRHD1",544
"43209","NUB1",544
"43210","CD40",544
"43211","FYB1",544
"43212","SHMT1",544
"43213","EBAG9",544
"43214","Condition",544
"43215","MSRA",545
"43216","RGCC",545
"43217","PTRHD1",545
"43218","PARK7",545
"43219","SCRN1",545
"43220","DXO",545
"43221","METAP2",545
"43222","MTDH",545
"43223","NUDC",545
"43224","STIP1",545
"43225","TYMP",545
"43226","UBXN1",545
"43227","ITGB1BP2",545
"43228","TRIAP1",545
"43229","EEF1D",545
"43230","RILPL2",545
"43231","ENO2",545
"43232","VTA1",545
"43233","TMED8",545
"43234","SORD",545
"43235","FABP5",545
"43236","SH2D1A",545
"43237","FKBP5",545
"43238","PDLIM5",545
"43239","EBAG9",545
"43240","DBI",545
"43241","COMMD1",545
"43242","SCAMP3",545
"43243","SNX9",545
"43244","CASP3",545
"43245","YARS1",545
"43246","MINK1",545
"43247","ERBIN",545
"43248","IPCEF1",545
"43249","DNAJB6",545
"43250","CLIP2",545
"43251","HTRA2",545
"43252","FADD",545
"43253","LATS1",545
"43254","IRAK4",545
"43255","BCL2L1",545
"43256","GMPR2",545
"43257","VASP",545
"43258","CDKN1A",545
"43259","CD40",545
"43260","CMC1",545
"43261","FYB1",545
"43262","TXLNA",545
"43263","GCC1",545
"43264","CORO1A",545
"43265","NEXN",545
"43266","CRKL",545
"43267","DCTN2",545
"43268","ABL1",545
"43269","NT5C1A",545
"43270","HBEGF",545
"43271","SAMD9L",545
"43272","HHEX",545
"43273","EHBP1",545
"43274","SYAP1",545
"43275","CIAPIN1",545
"43276","USP8",545
"43277","DECR1",545
"43278","MARS1",545
"43279","TOMM20",545
"43280","HARS1",545
"43281","CACYBP",545
"43282","MAPK9",545
"43283","PPIB",545
"43284","RAB11FIP3",545
"43285","CC2D1A",545
"43286","ARF6",545
"43287","HSPA1A",545
"43288","NAGK",545
"43289","TTR",545
"43290","SERPINE2",545
"43291","KYAT1",545
"43292","EIF4E",545
"43293","DAG1",545
"43294","Condition",545
"43295","ARF6",546
"43296","CASP3",546
"43297","DXO",546
"43298","ARHGEF12",546
"43299","ACADSB",546
"43300","EBAG9",546
"43301","ENO1",546
"43302","CD69",546
"43303","SKAP2",546
"43304","LBR",546
"43305","YES1",546
"43306","TXN",546
"43307","RHOC",546
"43308","MESD",546
"43309","HTRA2",546
"43310","METAP1D",546
"43311","PTS",546
"43312","TOMM20",546
"43313","GLRX5",546
"43314","MAPK9",546
"43315","UBXN1",546
"43316","CDC26",546
"43317","PDE5A",546
"43318","RBPMS2",546
"43319","DECR1",546
"43320","HNRNPK",546
"43321","FADD",546
"43322","MYDGF",546
"43323","CLIP2",546
"43324","NARS1",546
"43325","CRKL",546
"43326","GLOD4",546
"43327","CD40",546
"43328","KIFBP",546
"43329","ITGB1BP2",546
"43330","PCYT2",546
"43331","UBE2L6",546
"43332","DCTN1",546
"43333","PSTPIP2",546
"43334","GGCT",546
"43335","PLPBP",546
"43336","NIT1",546
"43337","GOPC",546
"43338","NEXN",546
"43339","EIF4G1",546
"43340","QDPR",546
"43341","GCC1",546
"43342","APRT",546
"43343","HARS1",546
"43344","GOT1",546
"43345","AP3B1",546
"43346","SNAP23",546
"43347","TTR",546
"43348","DBNL",546
"43349","SORD",546
"43350","DAAM1",546
"43351","DNAJB6",546
"43352","PPME1",546
"43353","YARS1",546
"43354","SNX15",546
"43355","SERPINE1",546
"43356","PDLIM7",546
"43357","HBEGF",546
"43358","SYAP1",546
"43359","PPIB",546
"43360","USO1",546
"43361","PRDX5",546
"43362","NUB1",546
"43363","PRKAR2A",546
"43364","EIF4E",546
"43365","STIP1",546
"43366","SERPINE2",546
"43367","GADD45GIP1",546
"43368","MAP2K1",546
"43369","DRG2",546
"43370","PPP1R9B",546
"43371","TBCB",546
"43372","PPP1R12A",546
"43373","GGACT",546
"43374","TDRKH",546
"43375","IL7",546
"43376","CLEC1B",546
"43377","Condition",546
"43378","GADD45GIP1",547
"43379","IPCEF1",547
"43380","MAP4K5",547
"43381","MSRA",547
"43382","EIF4E",547
"43383","NIT2",547
"43384","LATS1",547
"43385","PSMG3",547
"43386","RAB11FIP3",547
"43387","RAB27B",547
"43388","DECR1",547
"43389","DNPH1",547
"43390","MGMT",547
"43391","TBCB",547
"43392","TBCA",547
"43393","HNRNPK",547
"43394","MESD",547
"43395","FKBP4",547
"43396","APRT",547
"43397","LACTB2",547
"43398","BCL2L1",547
"43399","MARS1",547
"43400","USP8",547
"43401","LARP1",547
"43402","IRAK4",547
"43403","SRP14",547
"43404","ACY1",547
"43405","CLEC1B",547
"43406","CDC42BPB",547
"43407","ABHD14B",547
"43408","TJAP1",547
"43409","PRDX5",547
"43410","HBEGF",547
"43411","AP3B1",547
"43412","PLPBP",547
"43413","OTUD6B",547
"43414","CETN3",547
"43415","F11R",547
"43416","RHOC",547
"43417","MPI",547
"43418","ENO1",547
"43419","FKBP5",547
"43420","SNAP23",547
"43421","YES1",547
"43422","GZMH",547
"43423","ERP29",547
"43424","HTRA2",547
"43425","TTR",547
"43426","STIP1",547
"43427","KYAT1",547
"43428","NSFL1C",547
"43429","DNAJB14",547
"43430","EIF2AK2",547
"43431","CDC26",547
"43432","TWF2",547
"43433","CRYBB1",547
"43434","SUOX",547
"43435","CC2D1A",547
"43436","PEBP1",547
"43437","UROD",547
"43438","PTS",547
"43439","SNX9",547
"43440","SCRN1",547
"43441","ITGB1BP2",547
"43442","SORD",547
"43443","NARS1",547
"43444","SH2D1A",547
"43445","DRG2",547
"43446","SERPINB1",547
"43447","ERBIN",547
"43448","TYMP",547
"43449","TRIAP1",547
"43450","SRC",547
"43451","FAM13A",547
"43452","SNAP29",547
"43453","HCLS1",547
"43454","METAP1D",547
"43455","GGACT",547
"43456","RWDD1",547
"43457","JPT2",547
"43458","PPP1R12A",547
"43459","GRHPR",547
"43460","MTSS2",547
"43461","EEF1D",547
"43462","CORO1A",547
"43463","Condition",547
"43464","VASH1",548
"43465","AP3B1",548
"43466","TWF2",548
"43467","UBXN1",548
"43468","GCC1",548
"43469","AHSA1",548
"43470","IST1",548
"43471","KIFBP",548
"43472","SKAP2",548
"43473","CACYBP",548
"43474","DXO",548
"43475","GPI",548
"43476","SOD1",548
"43477","RILP",548
"43478","PPP1R12A",548
"43479","EIF4E",548
"43480","FAM13A",548
"43481","TAB2",548
"43482","LBR",548
"43483","SRC",548
"43484","SNAP29",548
"43485","NARS1",548
"43486","GP5",548
"43487","PPP1R9B",548
"43488","EEF1D",548
"43489","CMC1",548
"43490","DECR1",548
"43491","TOMM20",548
"43492","RBKS",548
"43493","CC2D1A",548
"43494","PDLIM7",548
"43495","PPIB",548
"43496","GLOD4",548
"43497","BRAP",548
"43498","USO1",548
"43499","HNRNPK",548
"43500","ABHD14B",548
"43501","DNAJB6",548
"43502","HTRA2",548
"43503","SNX9",548
"43504","PPME1",548
"43505","METAP1D",548
"43506","ITGB1BP2",548
"43507","ABL1",548
"43508","ERBIN",548
"43509","SCLY",548
"43510","RILPL2",548
"43511","FKBP5",548
"43512","CDC37",548
"43513","SPART",548
"43514","IMPACT",548
"43515","COMMD1",548
"43516","PSTPIP2",548
"43517","TRIAP1",548
"43518","VTI1A",548
"43519","ERP29",548
"43520","ENO1",548
"43521","OTUD7B",548
"43522","DBI",548
"43523","MVK",548
"43524","AK1",548
"43525","PRDX5",548
"43526","LACTB2",548
"43527","CD40",548
"43528","NUDT5",548
"43529","EBAG9",548
"43530","MDH1",548
"43531","BCL2L1",548
"43532","NT5C3A",548
"43533","DCTN2",548
"43534","VASP",548
"43535","Condition",548
"43536","CETN3",549
"43537","PTS",549
"43538","UBXN1",549
"43539","MARS1",549
"43540","SCAMP3",549
"43541","DBI",549
"43542","PDLIM5",549
"43543","MSRA",549
"43544","NSFL1C",549
"43545","FADD",549
"43546","SCLY",549
"43547","SERPINB1",549
"43548","HARS1",549
"43549","COMMD1",549
"43550","HNRNPK",549
"43551","SYAP1",549
"43552","GZMH",549
"43553","ENO2",549
"43554","LATS1",549
"43555","EIF4E",549
"43556","PEBP1",549
"43557","MAP4K5",549
"43558","AP3B1",549
"43559","HTRA2",549
"43560","ERBIN",549
"43561","DTYMK",549
"43562","NFU1",549
"43563","USO1",549
"43564","ERP29",549
"43565","IST1",549
"43566","HPSE",549
"43567","NCK2",549
"43568","DNPH1",549
"43569","CDKN2D",549
"43570","DCTN1",549
"43571","MGMT",549
"43572","EBAG9",549
"43573","DCTN2",549
"43574","RGCC",549
"43575","EHBP1",549
"43576","METAP1D",549
"43577","FXN",549
"43578","SLC9A3R1",549
"43579","L3HYPDH",549
"43580","RILP",549
"43581","CIAPIN1",549
"43582","COX5B",549
"43583","PCYT2",549
"43584","GPI",549
"43585","FKBP5",549
"43586","ACY1",549
"43587","FAM13A",549
"43588","CDC42BPB",549
"43589","NIT2",549
"43590","MINK1",549
"43591","PDLIM7",549
"43592","DRG2",549
"43593","PLPBP",549
