Abundances..Normalized...F16..127C..Sample..5A	Abundances..Normalized...F16..127N..Sample..5B	Abundances..Normalized...F16..128C..Sample..2B	Abundances..Normalized...F16..129C..Sample..2A	Abundances..Normalized...F16..130C..Sample..1A	Abundances..Normalized...F16..130N..Sample..4B	Abundances..Normalized...F16..131N..Sample..1B	Abundances..Normalized...F16..132C..Sample..4A	Abundances..Normalized...F16..132N..Sample..6A	Abundances..Normalized...F16..133C..Sample..3A	Abundances..Normalized...F16..133N..Sample..6B	Abundances..Normalized...F16..134N..Sample..3B
1851476.37733001	1800474.5914668	1754335.29844598	1781191.48280269	1837194.37167571	1728641.88741993	1707997.71028701	1946235.02469647	1644981.96073379	1618534.44800361	1762730.01853731	1724927.31874303
849933.493211792	866604.592197563	888813.315523563	984426.117614078	1474550.48156185	988266.784049216	1648080.39106986	1099538.78234521	1344819.11319004	1670781.95794963	1239578.06209296	1400394.78198099
849933.493211792	866604.592197563	888813.315523563	984426.117614078	1474550.48156185	988266.784049216	1648080.39106986	1099538.78234521	1344819.11319004	1670781.95794963	1239578.06209296	1400394.78198099
849933.493211792	866604.592197563	888813.315523563	984426.117614078	1474550.48156185	988266.784049216	1648080.39106986	1099538.78234521	1344819.11319004	1670781.95794963	1239578.06209296	1400394.78198099
849933.493211792	866604.592197563	888813.315523563	984426.117614078	1474550.48156185	988266.784049216	1648080.39106986	1099538.78234521	1344819.11319004	1670781.95794963	1239578.06209296	1400394.78198099
1127982.82309317	1141257.11362364	1080562.70252012	1188941.59529542	1319869.70717686	1039746.47710798	1208487.57237682	1232096.10336793	1089579.07149636	1174546.58087694	1257757.91790228	1271478.26593212
1878668.98145158	1987206.95966002	1938378.11990685	1724273.62397457	1960078.32155776	2011431.93097692	1749051.33482638	1883149.50853537	1937253.71694659	1743523.20357538	1924835.42374187	1883528.80735485
1215711.0596427	1195530.59545138	929773.729366044	948559.618344733	1233140.1842721	1192059.44794291	1308502.04333949	1102006.72939852	1225479.50423593	1026798.71042534	1228885.47668732	1108343.78233663
390378.303644681	336402.295074847	337865.750805832	389187.946819884	307325.894039906	407487.009996797	315869.356822834	382985.609726132	386230.42278221	321614.862061287	393551.385453077	351912.684856661
1916423.49267502	1896600.53557093	1974157.44407098	2147419.02615385	2574993.19618325	1747434.7786242	2283919.52319867	2299713.7298542	1748390.13012481	2214320.2341863	1975774.11569248	2259012.63053584
1912108.71558782	2003896.23469554	1855721.96126453	1708257.72297982	1606980.23349809	1862184.96107037	1565054.39202016	1529163.65032766	1893031.64553769	1537124.32966623	1672676.62340797	1737697.13374513
2103807.84698634	2218783.45361067	2202243.38533146	2269358.4922631	2690729.91093303	1936356.40301756	2318663.63934253	2282475.44254938	2094761.1336774	2472852.27007947	2284884.64297568	2593248.8204666
1939686.6103702	1916252.33534437	1804144.90712107	1727665.64645355	1914551.27967042	1644628.15832179	1779711.94759911	1832819.31735402	1642307.13925468	1799320.24555747	1958724.90723634	2086682.05930365
1760822.25470819	1739475.29425738	1906994.55747947	1776968.65319742	1745643.87001856	1868062.08220491	1709383.15911864	1742534.19971442	1895827.0859518	1771129.34657979	1662889.86512579	1753266.8784882
999015.357185687	907426.553006483	908887.024585679	1049906.6380046	1201235.4681616	1028816.21529038	1076622.70134696	1206448.33525572	1000625.07454694	1087806.99878731	1080463.6429925	1115106.44160401
2846238.49876204	2711484.57191597	2810148.42554508	2982935.44941574	3074401.11104091	2710615.91637484	2960485.98151411	2961254.04884829	2627967.66926341	2657301.81270469	2648365.03206974	2772438.84561671
2950250.92455725	2815084.55421681	2585628.46621824	2498188.74642586	2581747.00985574	2751044.03125362	2573063.92301767	2540925.7007614	2780139.04070098	2418732.9707133	2656062.30833136	2642728.38639646
1606084.14994086	1497635.56706273	1580702.66472783	1820680.08409362	1859244.81331571	1719034.82508736	1879703.36040904	1739369.78361128	1758670.60605941	1699744.82766062	1654135.44845155	1711630.60325746
1544013.42185465	1322121.99372013	1203256.26549421	1437460.34286133	1573826.2946709	1322604.85587104	1527505.76336021	1523385.70960772	1443448.84040479	1308032.49047033	1427601.25183629	1354498.39133355
902362.783434836	865654.662365029	770299.517405488	723778.634142519	801377.476767941	775734.274611477	809859.858299722	810355.901388822	819284.747684377	709840.994880477	800002.060676137	757952.343820776
1960326.18025917	1798247.9966755	1547511.7909908	1836299.68089081	2030916.34814137	1758066.54469338	1865251.78189574	1918971.68144609	2000927.36624998	1863405.67246375	1822971.19614864	1866466.67810396
793080.24181824	823342.856781012	844384.157775596	895643.444049245	1302795.35040734	919202.8449478	1458203.98713276	993016.367920382	1255668.14830255	1492959.39893789	1102249.57550536	1255972.77512773
1312351.93814063	1280285.47757793	1160423.90388018	1196764.94953481	1135585.52979216	1294599.37103925	1096429.96931057	1178955.1818318	1147955.83288673	1047295.80270018	1126005.88784302	1174112.81384006
1192795.59663386	1080531.54535752	1147882.3767077	1055523.98579223	1063880.02051413	1145377.11551251	991607.495684585	970120.331483176	1190305.30701988	997318.40985272	1155964.81106896	1117395.81560897
1737834.63961462	1890847.60486092	2063715.90678076	1787334.27811646	1781079.34408624	1872949.04769548	1892789.95860471	1822567.73821162	1855162.59428076	1551618.69631556	1642144.58963374	1600437.95075012
1353407.99321782	1259605.59529979	1166865.70599303	1229915.50874532	1163166.03890207	1305602.24094858	1156484.63173438	1273414.21924089	1269699.7904336	1046329.45335553	1254276.35629907	1127341.49599231
1024982.49420221	939819.32413318	922234.151310637	979760.743606863	967994.09260483	926925.682109592	991206.826930859	932011.396228533	959727.627610968	892202.983775354	968093.072063818	927219.9214091
2352687.12480892	2302410.41131031	2014682.8306694	2187533.07478072	2409562.46363395	2210034.97638618	2223163.53426264	2287345.35332011	2382030.84674982	2302380.42167139	2353380.68125414	2370818.79570412
116182.7431168	120370.226573811	141986.149805794	127037.11387902	120361.01055947	119707.870682085	137608.256220221	153338.336495918	111752.946823893	140176.807501059	137250.153456243	127643.234696703
116182.7431168	120370.226573811	141986.149805794	127037.11387902	120361.01055947	119707.870682085	137608.256220221	153338.336495918	111752.946823893	140176.807501059	137250.153456243	127643.234696703
148500.052136126	230747.345536511	231133.128969439	144720.799253726	165395.891137489	195952.736086809	221605.449116636	160457.714364647	165511.272867025	172900.155323251	243594.465758241	217210.773420501
415208.661335563	397292.263416047	479922.889273996	459585.926275832	436236.272380935	380909.527964278	436810.47113176	458947.908844572	416763.404735155	373770.772147649	428330.557333934	414311.473246528
795569.1695789	853340.066815722	803057.595924585	734559.259034836	693325.098681154	849379.996197522	775184.249344898	757277.439911554	768648.240721997	548840.323514297	736036.781098174	697996.823928652
795569.1695789	853340.066815722	803057.595924585	734559.259034836	693325.098681154	849379.996197522	775184.249344898	757277.439911554	768648.240721997	548840.323514297	736036.781098174	697996.823928652
795569.1695789	853340.066815722	803057.595924585	734559.259034836	693325.098681154	849379.996197522	775184.249344898	757277.439911554	768648.240721997	548840.323514297	736036.781098174	697996.823928652
567098.656593644	639238.731605768	531732.906657322	475548.360744399	490990.939404941	536984.835831014	465731.77595723	481256.179987225	570405.760240156	494043.55195067	568177.32731491	509199.28024791
974219.875223764	993104.090543474	877998.610854108	745948.145123823	1007666.20062307	779163.464867605	1028132.56903018	767791.93145648	999234.06677259	1043979.81813146	1016942.9830125	1138210.85679081
252279.896430762	226691.509324465	237937.94981916	254697.758184644	291503.90547231	258501.017591094	286914.483285135	274152.516221786	258718.799517959	277153.242684478	260145.210259084	271173.460396608
2034644.02303347	1993430.66673065	2219578.69773957	2673866.28435403	3849990.33988638	2097139.15990269	3656995.77120902	2375049.85732093	2344740.54396586	3258903.41899848	2430162.49046002	3139933.16356937
1048693.02080688	1029985.22174899	1085936.75173447	1149935.18760964	1454547.34547984	911642.399317772	1326869.54867321	1108156.94043356	1206107.23955872	1283633.28026461	1183277.86667206	1284113.74869886
710607.807860313	677595.35657548	662702.277044185	588630.107974362	650364.022664787	634803.638971243	630349.383060163	595893.72431379	709685.183148191	586454.958941497	629242.540819565	600948.522304409
207002.84502305	213293.442617662	214427.059833095	267495.684243675	343111.815529849	200081.629563584	359559.610376682	268105.711387567	226556.562966202	354864.042692061	268599.38047265	312794.764205984
2222162.42107793	2341952.2144489	2338282.83726523	2544349.36994601	3424641.10141615	2476577.26380561	4098415.09362856	2737649.17006122	3168592.62911118	3386599.9647331	3201178.89624824	3174802.5034796
600242.804786018	634965.397700075	636719.93274144	586247.521032468	618833.732826819	472765.634966308	596987.899733449	495579.247573178	677130.936966111	717169.26149168	577439.539825192	725646.012732248
1150033.00004443	1240498.55363321	2236201.14586134	1858941.462126	1292219.48312899	686797.565028723	1447308.37516744	662302.535823634	1208762.73010987	1175126.32075449	1092968.58237655	1342002.67093455
172532.881972541	166761.78264118	164676.918978007	176815.256208387	180885.090916897	167087.045410944	174793.263814538	175028.401518194	168816.783770432	177650.62284196	143936.85695658	179275.777641224
677512.654831872	689392.868517257	723656.092506023	689182.786028309	635838.440469146	647936.276510115	664379.122872484	665965.48842287	614011.604102157	549553.632491719	662940.875865271	659342.968607135
1259064.09289154	1172860.12064916	1102307.10042321	1267298.3986597	1355588.04936108	1165646.51180353	1242101.38909356	1225486.21144712	1151475.41536424	1175411.353147	1227946.5374041	1254703.7522418
460382.629707143	562453.633470339	564543.562814613	571838.61664571	647632.817075824	532407.86742564	600455.717786365	507893.485102722	687509.664082226	1252495.24300815	782723.652507113	764553.578350195
1959471.10742116	1920270.57836606	1884386.28185047	2066829.33247176	2383416.80240632	1696812.61748507	2231012.76726279	2067173.91112249	2014676.53098199	2069324.33913835	2021437.87864729	2083617.52653505
937625.20716886	820121.554162161	868981.33125932	890009.222517148	890262.937370017	840121.204089397	837210.432930082	906051.321572532	761171.597535989	699023.742724442	833900.667078698	844028.78333298
100111.419262535	106106.178333203	104612.92700463	104600.145754112	89196.6555411472	92786.8995793415	91890.4669069295	117348.099885095	103922.534192715	88880.5931334323	98707.1709356743	93142.340147221
374023.925928656	408567.37502397	417601.539636133	544042.25492339	691092.512332594	405013.624125574	740243.926186298	469541.526652509	535609.037934713	911995.810141202	607764.395525716	662316.614045776
1276447.34888718	1331485.70729148	1338087.10091241	1413476.92140237	1519784.59150831	1171856.34302795	1489110.7957806	1369372.20021934	1252298.87517346	1410638.23436703	1357748.36068004	1472976.29030682
1852792.36382128	1920491.97731314	1942849.01413937	2241799.54724423	3071367.57306424	1572907.27871224	3017382.8131267	1937275.9102971	1641101.66289159	3306026.45818694	2466826.36844864	3197403.27183967
1016120.55290941	963838.600012844	1017127.19074259	1035293.23632153	1098452.64396369	946118.839605867	989592.964139239	1063603.8625328	1043193.51105228	892062.514684555	981730.577873396	978465.265472966
2015436.11429137	1903432.56390451	1811755.84153443	1957194.08344678	1853000.64058502	1908075.01442351	1858625.90291199	1959631.42508208	1859178.3143475	1653303.193834	1911253.44676649	1788271.5435097
307917.36342762	339473.129741278	342625.727604663	345812.807489314	502478.114154693	264590.181965583	344369.594192483	324038.926266793	353482.520416696	413051.312277035	358851.87013876	409986.844089945
427288.416382985	409524.952373952	437858.933460764	503224.526707391	575940.263959622	426444.614154349	516536.824060863	511478.802019226	410643.942407313	515148.669821911	418530.993947893	451498.508801741
205788.371552897	173786.99331512	207203.82000933	191000.42382972	223859.387309243	148184.546904648	204813.146042811	213014.616139599	158525.896278022	195669.625083426	170241.968616204	203593.838127302
640254.666447273	802702.172079735	819711.504052096	664187.640033751	745694.61960182	764857.674295289	924024.019377731	753788.255928843	666664.4830674	835210.822290888	861975.648253358	921922.416712978
1380477.84421044	1388007.23924937	1385777.25282688	1647619.09876471	2218018.56037715	1194753.18771436	2065972.38348975	1589911.87241266	1348804.5439929	2325822.70442381	1584703.19672288	2179762.3759145
1380477.84421044	1388007.23924937	1385777.25282688	1647619.09876471	2218018.56037715	1194753.18771436	2065972.38348975	1589911.87241266	1348804.5439929	2325822.70442381	1584703.19672288	2179762.3759145
355040.814562542	400736.780476825	370028.390490651	303224.953723391	348327.108347971	321438.102979386	348383.420307827	336656.069474287	332748.814131507	313416.812222353	316703.565889283	310506.092316657
2044296.85676929	2219144.37827657	2240290.18383571	1955113.33541115	2516953.85630318	1924209.98894019	3087760.42192634	1780842.96819398	2310133.94840562	2533379.06387411	2105026.58508095	2771098.5858549
2044296.85676929	2219144.37827657	2240290.18383571	1955113.33541115	2516953.85630318	1924209.98894019	3087760.42192634	1780842.96819398	2310133.94840562	2533379.06387411	2105026.58508095	2771098.5858549
2044296.85676929	2219144.37827657	2240290.18383571	1955113.33541115	2516953.85630318	1924209.98894019	3087760.42192634	1780842.96819398	2310133.94840562	2533379.06387411	2105026.58508095	2771098.5858549
2044296.85676929	2219144.37827657	2240290.18383571	1955113.33541115	2516953.85630318	1924209.98894019	3087760.42192634	1780842.96819398	2310133.94840562	2533379.06387411	2105026.58508095	2771098.5858549
440108.601637388	476554.896766835	417042.557550558	459502.750035819	485529.950464132	384685.152925017	465981.725524098	462853.481837793	418665.825346648	490104.824604898	475387.188775635	526846.696403825
440108.601637388	476554.896766835	417042.557550558	459502.750035819	485529.950464132	384685.152925017	465981.725524098	462853.481837793	418665.825346648	490104.824604898	475387.188775635	526846.696403825
1162451.61487926	1143468.43735736	1377656.19708863	1284608.43593268	1108053.0298835	1194522.95237246	1142779.82392445	1060995.30685076	1151273.5039756	853812.512869036	1143654.25382296	1047125.56313958
874838.62047016	1027946.83247721	849879.668723797	877173.811245503	1013327.17152146	825534.276091572	1021760.25798571	942884.936056034	858500.929172316	893895.586126995	905101.310099614	959290.15175334
1998783.08009213	2114110.25795248	2116904.49372478	2281655.57966117	3066671.44596594	2219780.95133282	3648296.75110702	2453277.56020416	2877644.63376687	3027112.33592827	2907705.7127333	2843120.28997243
877838.5439549	965312.778151258	827126.023603481	779261.604635854	859586.57697828	940802.619932546	826560.058555677	888339.00733002	915497.057551285	1009101.17818766	850824.563823978	1118765.4897746
590725.587391158	583618.754776269	603197.167646185	541531.285787909	555153.941182844	525757.135338227	589238.741900023	541995.643273184	605820.668708015	521074.873459336	561535.766917816	584386.269559441
390450.935756783	358246.007870466	315834.372682444	365390.466374835	435485.677093597	336845.988583742	357258.359961938	365783.365507364	393739.497993758	450493.217265956	413274.095425145	465643.137054908
1388030.14617157	1377592.80317884	1907585.58963645	2070620.1721476	2135393.20049889	1333294.43884942	1876587.77750167	1679063.50208961	1511861.72873937	1933896.98163135	1490757.86861229	2055255.10783021
284670.262256931	271460.610914537	287201.310369359	271851.764121032	282397.613267553	245772.547175452	284415.08327267	276722.393208716	263393.292924187	249711.91411062	272888.630839789	258802.628967001
211097.208093711	211036.135207818	206840.381006926	180360.708169713	157594.17787833	195245.555666449	172416.999949055	182426.227355087	213337.721000693	155231.796050511	190909.307877345	185507.476500702
281264.502094876	282750.970757913	277731.666908166	235791.71127564	269889.866747763	281086.467539265	234943.010123638	252820.858005057	230940.895441024	344831.545115278	336676.239704519	323535.285901924
225749.013100508	222621.151913699	227713.142601759	226336.253546799	222244.81858801	228403.510499762	210971.594800707	256461.045957792	214736.055157596	189603.394775368	230586.74023338	231299.738461043
594819.956345863	598885.495175923	620776.526436854	614417.836262897	638066.324753521	565886.062458765	655489.748976757	597171.599623354	591222.195088726	584751.785522677	609419.163435275	619968.142010219
384937.059945407	408670.210792855	448205.723047627	374425.29832487	350153.777473211	364186.937905507	394653.598946169	399701.204731793	405870.28932831	348432.164094799	397678.516797027	374182.441519952
1323627.96223223	1440877.98052305	1418973.71067136	1220537.64471866	1568439.17099453	1182151.23640789	1882334.77114237	1116171.55261675	1398870.09629796	1490700.21388586	1374335.32157709	1738023.21044665
1323627.96223223	1440877.98052305	1418973.71067136	1220537.64471866	1568439.17099453	1182151.23640789	1882334.77114237	1116171.55261675	1398870.09629796	1490700.21388586	1374335.32157709	1738023.21044665
456500.842323951	407768.66923897	415444.66426337	438729.669951273	588610.120614095	428511.08645901	472920.026544404	498613.730272203	454986.713154167	471580.7610931	452782.72937284	503918.898513564
1052542.83383916	1126275.60119688	1176354.75917056	1246653.40986607	1112983.14784612	1232638.46380225	1090469.18192852	1044577.78465221	1044809.95463647	900828.118409805	1041992.7203376	1043426.40135722
316728.627351953	326266.710878419	361340.093418714	298250.448044617	225809.566801852	254738.769295167	277481.799983446	242767.364519879	285934.026819245	209076.538552036	323055.772361481	260403.021452086
326615.194505232	309984.942340793	334012.016184372	356365.26227805	404927.749108155	272882.761456108	419897.452749484	342194.390959187	296460.351551349	375860.167677476	364084.724541726	350891.894152011
326615.194505232	309984.942340793	334012.016184372	356365.26227805	404927.749108155	272882.761456108	419897.452749484	342194.390959187	296460.351551349	375860.167677476	364084.724541726	350891.894152011
648336.060246279	627787.566071817	642555.918477141	618683.915454229	675541.261789363	610882.225807083	727259.142868564	615905.05770633	701437.055683967	634576.618318779	696310.040687293	670962.56278777
157243.843053526	158284.229721543	177315.371188251	144586.986905715	161412.773710744	139947.190465462	177765.957865525	150348.242916213	177264.829844192	140600.263672497	185055.441936258	173568.628322569
776730.676940612	651237.898816419	564286.356289268	589058.752400365	632321.96623668	620445.678221248	584121.79066792	639058.520018284	662606.030158934	647071.389851805	634684.407126281	717049.359565992
621765.987733331	558606.511666983	584184.835339792	599249.625559356	597371.95258421	563128.319067806	580689.78278494	569173.16134274	607352.275271658	531496.861769562	589225.353078065	578589.07899595
130094.877844321	139072.071983563	161948.354819609	140885.796117227	153706.109881673	124934.961466688	146207.356731483	140322.236761504	145128.76565821	129492.472787157	133313.36590889	132170.796856623
1079727.33812756	1048152.23628667	1014214.2372398	899688.322236822	797103.850301669	1045551.82272151	834194.365895608	816713.023751308	1035793.48299671	893009.664046774	842492.280672104	879801.797005888
963536.652230609	1006386.87189442	1135647.13187392	1231172.62816246	1614581.26692287	1028287.34830945	1626364.93783997	1176790.86999757	1076523.60923287	1348509.33402199	1205257.66794183	1470650.32786784
256783.052603466	259408.645182939	238882.605107409	251348.824221644	293147.402291073	283386.490862519	332388.53131967	293392.009398346	344291.274490991	303138.42780095	313181.482458731	280059.884385061
198926.364477088	199213.830479089	198733.556305227	222364.372706761	192145.221326493	187592.152282415	162113.208146379	178797.403034828	217028.896288305	154695.595267434	185585.624615986	185529.976372967
198926.364477088	199213.830479089	198733.556305227	222364.372706761	192145.221326493	187592.152282415	162113.208146379	178797.403034828	217028.896288305	154695.595267434	185585.624615986	185529.976372967
2578578.29111965	2751287.59990136	2656766.90844946	3164029.94618992	3688322.84594067	2575525.04754053	3098751.82423144	2998222.00709143	2853849.42992265	4577929.15769902	3230429.3887091	3511703.72046527
670080.583167216	685497.949222771	660171.911414161	748903.894674062	828082.365055535	617025.61465598	762573.811649433	751908.720212843	604342.739416313	758836.642073811	677706.740888072	730293.253296998
684951.502350537	701095.923151421	649205.043011215	695995.671193517	874772.576949307	606062.380999506	821700.112763239	656477.137020507	823596.291363173	1164847.90522558	767153.114611192	1005983.8018198
386915.803312477	319076.091694951	324696.313522603	380843.627110054	484988.180149709	336243.942851892	389665.13406381	452094.142621914	350288.770314037	445895.204468213	376846.903449901	451219.275998943
750687.60390784	703352.249378217	736877.300713218	645225.954395659	706510.218190773	618266.961836348	686558.215871053	679011.114103272	849833.505692683	817603.298779259	687571.813322872	741689.686834497
187240.847104445	202859.110435498	226057.994595575	211425.963019837	217128.134905438	176341.131019827	202797.711821796	208181.697243345	185655.133943004	235269.978770071	168892.698482919	280660.430197476
197615.885899083	197511.065391945	192703.28455582	183172.614402269	212201.520776109	186159.819393386	204980.353823497	206363.547785307	202834.006833479	202165.521453909	191572.71648388	198395.919054101
135317.015719047	110525.591683744	105893.658330007	135458.357215959	128735.194791406	145678.409859881	107846.736187525	153493.099852656	114002.69128343	102137.807316333	113826.608371351	108235.407827587
883498.477173362	912920.580782624	948462.283574353	890092.193048087	927654.580718218	895742.388641912	943359.377771607	900521.056947198	895185.553130504	937901.900885506	896825.130326933	928805.56384555
724581.925392035	791471.193603066	753288.444827722	654977.570649092	655949.081127777	721345.199386361	733031.975357372	569566.73332208	805792.442586984	603786.217374544	701050.713306985	713186.406059706
654662.154225998	684350.994118129	691817.532827449	716164.217594137	822173.750952625	624818.494832797	759711.959421078	779961.460065764	611032.919836259	780873.252594391	697089.404934552	771906.171798291
409448.079169347	443936.562750872	413213.082676017	402295.517639806	440293.716984121	368150.752569754	444711.593255712	407262.662312278	421849.182409998	411007.87875656	424325.299279202	443360.593660339
288155.390814822	277065.816381723	241448.664829433	267201.256819389	180473.531449903	261737.714230472	200261.451907928	234039.920382936	236187.96385426	209193.232529472	215643.261827164	202189.108577747
769426.549986603	807882.621197335	723966.59221466	738556.257830267	778990.615759973	697913.800666666	800204.484019801	785446.679760366	685882.412314006	725210.756926262	762518.653544029	750695.567655358
51959.5588230476	48393.1848951585	45809.0047509376	53098.4456116264	68215.0097305062	48834.7357515	46013.8157588955	56481.8577573647	42046.9391464663	55882.0924936721	55299.9450479368	56836.2231048805
318602.576112324	390043.042385491	380871.274983188	291382.535124528	315953.837030598	340969.911390832	381464.661375506	284007.460889809	256141.377863686	318044.198006224	350422.325963551	422050.180430347
1497127.83899114	1449040.36456157	1289913.97313801	1368834.14943517	1219844.17179652	1233649.67925821	1299996.46863237	1213334.07883583	1261494.04236837	1069381.19803018	1300192.09598766	1242810.01904941
949188.487332429	971796.778115514	925119.446082218	942480.598133028	1069858.94188111	883992.921911864	1008339.55602659	924740.09891049	910185.36556433	1018557.13849019	971238.553231783	1043172.83266474
1065110.77675028	1109874.7547126	1033778.40067464	1174989.00198137	1305672.13224857	1075855.69095518	1155756.76767672	1221578.40694419	1081405.41234088	1191618.4085876	1112593.59623609	1189948.3211912
910562.752186415	1017559.90548448	1206721.10951906	1090287.31355014	1205796.04832037	944236.060730426	1483786.26763569	870251.479267971	1091091.76996069	978733.708913822	1045541.99328875	1129660.16950204
910562.752186415	1017559.90548448	1206721.10951906	1090287.31355014	1205796.04832037	944236.060730426	1483786.26763569	870251.479267971	1091091.76996069	978733.708913822	1045541.99328875	1129660.16950204
404653.416843604	405063.84377199	436126.071294486	482774.947125161	546504.472999586	388089.161624338	499773.099553073	453551.614824809	404030.560129094	436326.552779404	455798.402998404	459063.641770416
1499716.41593887	1574209.38321093	1863808.4339964	1646447.98197001	1376610.69906837	1565773.99219385	1510000.26193837	1376994.59613754	1583155.31521724	1218397.49953701	1572067.36206631	1475931.8554383
51080.3727779315	42292.7741200354	45051.2493154238	43520.2500868861	64253.128111635	40332.3905105403	50453.5796578577	50481.9755489357	51355.5233226513	58030.6710084068	54787.3356210457	58343.1374265648
308685.194322626	329340.853879148	324891.725904615	347413.872382657	332161.670934132	297837.559112828	333380.121413432	336526.417695477	308659.742608836	287957.649348652	323366.828891202	330567.420541874
405782.840796149	400509.10152194	367078.185578394	359999.65336299	426859.331695089	391847.906198268	382473.827786273	365784.023947899	407261.107596351	449217.553935691	386686.938956761	472749.813555289
496105.184824211	463143.8953922	470555.540692458	476793.681124777	572899.480167767	463380.329805351	498361.922993346	521906.739549769	507101.115978345	601317.863645741	485033.475951557	538098.76830834
405519.849352164	390586.257420214	415170.886091972	437478.656052552	361149.119785118	390941.965385103	346889.832381309	399116.140839536	405256.124059342	366359.728280785	405103.504385037	405948.027313973
385140.938099345	409861.909509398	383486.700308134	324426.652233277	449990.130245183	348614.561359874	413480.888934705	345811.735130597	452832.559027422	522581.441028373	434272.322543903	512937.120199014
1353407.99321782	1259605.59529979	1166865.70599303	1229915.50874532	1163166.03890207	1305602.24094858	1156484.63173438	1273414.21924089	1269699.7904336	1046329.45335553	1254276.35629907	1127341.49599231
904587.824631972	860124.040232949	956332.952135697	852311.416161122	958161.567200452	848962.679708238	818497.054452866	970986.880256167	879341.815551898	806244.578280585	936121.771341803	857558.806822926
246807.455341963	259370.848423903	244104.249344393	206821.157329308	211310.82885377	221631.615079651	241754.733404427	230392.621702809	251208.032688324	219256.089065385	254849.489097807	260986.77595585
294948.872766756	237226.595666747	235361.693773103	344623.677014409	348181.13833812	264194.836177966	332349.530729047	344800.235095515	247335.902987541	319238.963682022	296255.779032414	328364.494925265
405187.491987137	491059.518913761	396898.276446213	414637.955015568	472244.825162393	404573.73004995	434210.039748876	435596.1935455	400882.740759422	437690.173708903	448775.301958267	444899.5838146
125403.481488734	138670.023915624	122503.348455008	123236.735195296	132855.615169874	115986.31930992	120678.639293292	136917.603721145	143800.50200776	129874.138558328	139851.321657413	142626.070566337
848827.211357791	838458.501466904	812435.019471139	930045.605919156	1007748.20242893	757167.95447635	906487.521141758	931926.625966558	792329.60404705	893205.956628154	810933.737676436	883939.168367545
848827.211357791	838458.501466904	812435.019471139	930045.605919156	1007748.20242893	757167.95447635	906487.521141758	931926.625966558	792329.60404705	893205.956628154	810933.737676436	883939.168367545
529419.633152057	504977.569761672	432305.622297662	429874.574170009	415060.193025166	388295.669006212	458858.235822233	414519.268737606	423050.267663782	395491.493761331	467877.571040242	423188.896306059
285344.261735178	274240.920437358	263988.934303389	264364.155957736	254875.499893604	263423.289799232	247264.895506066	292080.688439506	259283.058126397	240679.978608604	262505.925797828	251697.390327724
168044.543087721	170609.521863416	157382.353393938	157085.544921116	169469.123117861	132698.847018421	154297.6861662	169461.538070852	187833.861248851	133988.189336433	178605.890124503	173880.647307331
168044.543087721	170609.521863416	157382.353393938	157085.544921116	169469.123117861	132698.847018421	154297.6861662	169461.538070852	187833.861248851	133988.189336433	178605.890124503	173880.647307331
1528010.05285933	1979572.21443742	1744395.4553914	1634718.86357287	1825851.27593527	1924401.42544433	1896138.01934352	1710280.89568641	1670599.60848598	2570673.1202855	1702442.93612987	2589514.47723681
104694.090788518	127376.086660813	142887.094415778	118687.061060082	126620.263512777	110704.54894363	119816.390563092	143124.347208956	104043.768562551	124857.991809431	116832.668665834	135937.249653874
1281501.23681927	1404756.50808259	1312317.26228228	1058420.99780996	935816.077373981	1204243.89788074	968676.282028229	952005.759102288	1236027.08217369	946102.509376371	1102378.76156046	1133480.24369608
1281501.23681927	1404756.50808259	1312317.26228228	1058420.99780996	935816.077373981	1204243.89788074	968676.282028229	952005.759102288	1236027.08217369	946102.509376371	1102378.76156046	1133480.24369608
116739.810054765	131452.167852462	146696.302110257	128617.662324774	108956.130998369	124893.132208691	121031.104228432	127229.600978982	146232.893155282	117646.525108762	130819.077478052	128106.917654454
284123.585405833	249908.704475587	251871.309449563	265172.940049954	241201.813109791	277654.440538671	239522.315452202	243661.11865418	266037.299738744	237442.701648487	270818.724582882	270475.500914485
346415.134879654	294694.505778254	315130.547555192	432285.977035572	422215.368255032	334091.534340634	427267.070370318	441670.973996297	321706.36699394	373258.80360751	344918.906827606	370766.649369391
560184.315412294	561238.407302371	578765.959772649	606986.36142257	812059.107344157	614714.725973758	841994.769255171	682099.781314212	691560.004807871	879441.995395629	708577.135465584	791023.286153791
753326.088732435	749672.121617778	750156.65668254	722164.868594592	763948.4052647	660949.690936227	746940.584778662	708422.855153501	663807.683154701	664580.869494151	682524.823245777	706631.643442504
694104.721741371	729984.79069222	702606.031030669	642141.826678435	617294.720699044	614944.14211501	638549.250984217	620398.837785134	624624.177825341	540611.00818325	615075.45410881	567241.579622665
694104.721741371	729984.79069222	702606.031030669	642141.826678435	617294.720699044	614944.14211501	638549.250984217	620398.837785134	624624.177825341	540611.00818325	615075.45410881	567241.579622665
983567.501416677	1040743.73230127	1015914.60756785	1034929.6253826	1110486.33896252	981049.532714738	1136327.11327921	919004.007547119	1057489.12781217	1043519.27018735	1043890.61014888	1126119.80393786
283929.483822517	337997.467175811	278169.295407138	228848.747239808	249690.756083821	318072.361184265	303786.342835065	223146.035202247	273586.976335834	260320.686391693	300706.376695659	331980.222900476
173519.9199422	213984.594393856	211463.951296003	187868.019948039	201301.21710556	170137.818526419	194649.027088184	180900.552214308	183606.953256339	190666.459464021	180344.077666301	211347.380617919
