Abundances..Normalized...F16..127C..Sample..5A	Abundances..Normalized...F16..127N..Sample..5B	Abundances..Normalized...F16..128C..Sample..2B	Abundances..Normalized...F16..129C..Sample..2A	Abundances..Normalized...F16..130C..Sample..1A	Abundances..Normalized...F16..130N..Sample..4B	Abundances..Normalized...F16..131N..Sample..1B	Abundances..Normalized...F16..132C..Sample..4A	Abundances..Normalized...F16..132N..Sample..6A	Abundances..Normalized...F16..133C..Sample..3A	Abundances..Normalized...F16..133N..Sample..6B	Abundances..Normalized...F16..134N..Sample..3B
28631.1479179685	30527.823939839	24203.6499854563	30429.0046739535	40733.729772918	24613.1942497747	34263.5784553272	30962.4861684669	26626.7340024037	36144.8508339178	30231.6438248302	29558.066573495
662365.326072687	991073.772556243	887168.317070551	761816.929328902	862869.257031915	972338.197103529	905383.29093323	816854.237460493	811004.268391552	1156187.81919808	844217.461696753	1229350.18535658
277305.832582333	267856.394856904	282729.577284101	291842.959389845	357646.799737366	245399.767920419	330618.505942858	289014.823211281	289540.983395794	337028.406165162	276227.363000919	318228.664057649
148534.476911134	149899.396827421	141435.937182545	134886.72129188	148627.619834528	135243.789892179	135985.653771128	143487.393888256	155401.792033902	165058.953199829	185202.691838447	171379.133174558
148534.476911134	149899.396827421	141435.937182545	134886.72129188	148627.619834528	135243.789892179	135985.653771128	143487.393888256	155401.792033902	165058.953199829	185202.691838447	171379.133174558
275983.324485653	272053.032352128	290489.915932866	267161.887524609	271902.424141703	271443.517267783	265927.585580338	267770.032460656	244464.054419399	251208.932350328	263515.307500002	289106.297500416
625470.406497572	668271.705063574	686808.911459916	580314.084558102	823217.103813676	624594.268926632	732600.639536651	603210.521140318	684134.152543985	803792.864204928	718753.643880902	838168.077054144
625470.406497572	668271.705063574	686808.911459916	580314.084558102	823217.103813676	624594.268926632	732600.639536651	603210.521140318	684134.152543985	803792.864204928	718753.643880902	838168.077054144
137089.228496921	168222.151271794	179493.389312165	98507.2553821474	139810.408988365	126383.717703847	160497.318639615	80970.5687755938	154042.31136685	214001.054931737	151106.989855794	205701.397014059
137089.228496921	168222.151271794	179493.389312165	98507.2553821474	139810.408988365	126383.717703847	160497.318639615	80970.5687755938	154042.31136685	214001.054931737	151106.989855794	205701.397014059
528804.561759443	525903.228913322	564274.834743297	598303.551079523	743831.122919614	473024.245120834	666394.543938112	650781.256804658	540542.676206242	674661.928115122	591199.002818631	656393.289033931
528804.561759443	525903.228913322	564274.834743297	598303.551079523	743831.122919614	473024.245120834	666394.543938112	650781.256804658	540542.676206242	674661.928115122	591199.002818631	656393.289033931
528804.561759443	525903.228913322	564274.834743297	598303.551079523	743831.122919614	473024.245120834	666394.543938112	650781.256804658	540542.676206242	674661.928115122	591199.002818631	656393.289033931
177466.645358625	159661.058766985	116839.421499735	126922.990345623	126032.543059837	156150.773415901	151303.486435771	123895.54028553	201799.597443543	129267.753216003	164329.931022226	148427.656555225
366840.30832324	382471.369249684	426043.469136382	438293.051057246	414767.612993342	389394.36232589	461619.365406041	416062.194077437	345399.46756243	351477.817741409	386999.65046464	378007.749723018
498511.852091721	518866.738028326	460497.737906739	468123.512838252	435209.351317816	471465.84795531	484117.753782046	470453.369715944	474674.703503828	437460.445050543	464161.362416158	467617.47274372
37410.7682539345	49528.2513425356	50771.0053249476	44514.1232430368	73964.8606908567	43180.208595883	53746.8061639318	57527.745803237	43157.0479858988	51571.0754993834	37007.4785164556	48325.6755547463
389273.808818614	359200.682049398	366487.505895575	454057.961421813	440929.522443676	380697.187727003	441915.482471695	408799.273846524	473155.504313836	488338.244749604	374364.749291924	422572.483357427
389273.808818614	359200.682049398	366487.505895575	454057.961421813	440929.522443676	380697.187727003	441915.482471695	408799.273846524	473155.504313836	488338.244749604	374364.749291924	422572.483357427
339836.283251934	346843.882854507	357720.115573338	442021.86747886	514879.169734223	324786.44260868	477801.229739966	456268.768003702	359405.646650144	489271.9791466	381983.390540225	463959.340369162
201538.303093318	228003.193892208	216748.738224765	263254.8390098	267743.58131469	194265.155288101	246337.689934398	251302.593955262	192152.184488557	239735.181939607	227618.998941555	254290.042973823
154105.155774016	145988.106949633	140765.77425279	174935.948545439	200481.255043016	140963.990364453	179949.968454974	184962.13588209	153855.448343186	159647.581838061	151428.674409841	173602.488123215
86269.9995931707	81934.5820327224	56158.3942699794	74685.3894466563	167485.995965625	80764.2578372455	124174.357399234	101446.220994264	159214.635645301	804212.546420261	155578.58316065	313416.66867334
203599.206968104	202657.854772866	204290.082311594	205240.508047586	244696.681116408	173109.321865958	232559.211219746	227846.590224767	171591.259612505	223675.189435691	198299.421551464	245183.285521855
68566.380248436	83249.3110677448	70886.8827437401	59791.6698430788	78109.6170860071	70013.0843134901	69713.9727673934	69029.2758204094	64643.2703109832	90682.737260664	86638.7349960522	108204.663461467
248380.712662469	281491.089112313	245045.980109301	229111.018643061	222680.033450545	278080.336160572	239254.191912219	225645.682379745	257825.904430498	206402.121936395	244570.014849723	255718.40695206
494900.039490407	404212.374841687	349540.946855219	403602.160605606	362225.581029138	372122.138468731	367813.822942266	436037.888175116	447422.922886079	362826.359724598	405563.586186978	373110.843037859
262593.425112203	255982.290146812	267613.420816828	249171.973941261	258594.259998733	258164.066803973	246869.39221982	272978.119976035	234419.124246484	263778.976319703	251044.722035953	269223.369593774
713712.67202965	586229.394598483	545196.88321831	539019.963435218	726576.588669002	683920.384542656	1222525.18321417	610423.855830827	809528.2826813	832296.603426088	793549.7034488	728605.391675293
713712.67202965	586229.394598483	545196.88321831	539019.963435218	726576.588669002	683920.384542656	1222525.18321417	610423.855830827	809528.2826813	832296.603426088	793549.7034488	728605.391675293
272741.216518366	223480.712228564	223117.801575817	390644.29327085	511331.869774025	258849.154292452	355711.734269525	506082.706859191	256487.856310578	435195.659457741	311581.041714125	357345.393509296
