"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"5045","CTSC2",6.03424677352236e-21,0.432171324748589,0.831,0.364,1.29537175487204e-16,"DC","CTSC"
"5047","TNFRSF1A3",9.5952849371376e-21,0.295169815997279,0.625,0.217,2.05981981745533e-16,"DC","TNFRSF1A"
"5056","DECR11",2.12024807482172e-20,0.458319040457243,0.713,0.298,4.55153654221979e-16,"DC","DECR1"
"5063","SWAP702",3.25530879943201e-20,0.289585164521996,0.368,0.104,6.9881713997407e-16,"DC","SWAP70"
"5087","TXN1",3.38660891049583e-19,0.496076642513691,0.875,0.405,7.2700333481614e-15,"DC","TXN"
"5089","MTPN3",3.9039054140471e-19,0.456595022352539,0.949,0.531,8.3805137523349e-15,"DC","MTPN"
"5090","PTPN63",4.02587177637552e-19,0.483282956053799,0.978,0.601,8.64233894234532e-15,"DC","PTPN6"
"5100","COX5B2",1.50509360601327e-18,0.495857382459522,0.985,0.732,3.2309844440287e-14,"DC","COX5B"
"5101","APEX1",1.63477632126927e-18,0.519612737340368,0.919,0.489,3.50937432886875e-14,"DC","APEX1"
"5102","SNX24",1.64900267022385e-18,0.299427982419053,0.794,0.314,3.53991403216953e-14,"DC","SNX2"
"5103","ATP6V1F1",1.7204165366531e-18,0.467499779466419,0.941,0.499,3.69321817923322e-14,"DC","ATP6V1F"
"5111","MYDGF1",4.56567998656743e-18,0.391595343492951,0.809,0.344,9.8011452271643e-14,"DC","MYDGF"
"5113","VSIR2",5.33706970020577e-18,0.463768900124978,0.956,0.604,1.14570875254317e-13,"DC","VSIR"
"5120","PTEN2",1.58895948459387e-17,0.356086989233427,0.831,0.351,3.41101932557766e-13,"DC","PTEN"
"5131","SDHB1",6.70161427043817e-17,0.252994852827916,0.706,0.27,1.43863553543496e-12,"DC","SDHB"
"5135","MTDH1",1.04874463037209e-16,0.471915072262648,0.993,0.617,2.25134009801977e-12,"DC","MTDH"
"5137","PFDN2",1.24751985148243e-16,0.353536141360848,0.713,0.304,2.67805086517734e-12,"DC","PFDN2"
"5149","NDUFS61",3.86235124145275e-16,0.39349430916804,0.846,0.396,8.29130941002661e-12,"DC","NDUFS6"
"5154","S100A42",9.95060859955064e-16,0.669784740827097,0.963,0.821,2.13609714806554e-11,"DC","S100A4"
"5158","DBNL3",1.30898004798296e-15,0.370473207372945,0.875,0.417,2.80998746900503e-11,"DC","DBNL"
"5161","ARF62",2.01056672750608e-15,0.482123353839146,0.963,0.568,4.31608359393731e-11,"DC","ARF6"
"5174","RNASET23",5.96094397077518e-15,0.447269932566664,0.963,0.674,1.27963584220631e-10,"DC","RNASET2"
"5175","ECHS1",6.35658899619515e-15,0.275626678249347,0.64,0.259,1.36456895981321e-10,"DC","ECHS1"
"5183","AK2",2.05901928554592e-14,0.28653440398745,0.596,0.246,4.42009670028143e-10,"DC","AK2"
"5185","GRSF1",2.64234662781064e-14,0.372777181754456,0.787,0.351,5.67232550592109e-10,"DC","GRSF1"
"5197","RAB102",8.52729458575976e-14,0.262285421917882,0.757,0.335,1.83055432872505e-09,"DC","RAB10"
"5198","BST23",1.14651772918139e-13,0.360796478001533,0.934,0.516,2.4612296092337e-09,"DC","BST2"
"5232","GLRX2",3.78794782844768e-12,0.302579795668776,0.787,0.386,8.13158760332863e-08,"DC","GLRX"
"5245","C1QBP",2.86197879984658e-11,0.32201474925507,0.919,0.507,6.14380988963065e-07,"DC","C1QBP"
"5255","PARK71",1.70983620762035e-10,0.349801380316454,0.956,0.65,3.6705053868986e-06,"DC","PARK7"
"5256","CLNS1A",1.85115209988907e-10,0.286835852428771,0.801,0.404,3.97386821283187e-06,"DC","CLNS1A"
"5258","HCLS12",2.16824765431504e-10,0.32826136725733,0.971,0.776,4.6545772395181e-06,"DC","HCLS1"
"5260","PRDX53",2.60236692054673e-10,0.284819630304028,0.919,0.52,5.58650106833767e-06,"DC","PRDX5"
"5264","ENSA1",3.82915475900304e-10,0.260153573669519,0.809,0.405,8.22004652115182e-06,"DC","ENSA"
"5269","COX6B12",9.1676429597361e-10,0.297573444006618,0.993,0.829,1.96801791416655e-05,"DC","COX6B1"
"5271","CORO1A1",1.56783707037296e-09,0.297532394777472,0.985,0.968,3.36567583896964e-05,"DC","CORO1A"
"5274","M6PR1",2.02427274274849e-09,0.254995773271145,0.904,0.477,4.34550629685818e-05,"DC","M6PR"
"5276","PPIB1",3.02688924813583e-09,0.289085671068619,0.978,0.798,6.49782314897318e-05,"DC","PPIB"
"5289","RGS101",2.37433988746936e-08,0.306940150951472,0.882,0.608,0.000509699543643046,"DC","RGS10"
"5302","WAS2",6.47990328572793e-07,0.264170227778339,0.963,0.651,0.0139104083834721,"DC","WAS"
