"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp"
"PPIB","PPIB",1.39180844155844,1.58195073130746e-23,1.59831573887271e-21,"group2-group1"
"IRAK4","IRAK4",1.37146574675325,2.18887285456435e-23,2.09634625288919e-21,"group2-group1"
"RAB27B","RAB27B",1.99399077922078,2.21797726414898e-23,2.09634625288919e-21,"group2-group1"
"MANF","MANF",2.32265301948052,2.80160819243895e-23,2.56522250120191e-21,"group2-group1"
"KIFBP","KIFBP",1.94328642857143,3.07942756244662e-23,2.7287213348482e-21,"group2-group1"
"PRDX5","PRDX5",1.35646685064935,3.24743131545425e-23,2.7287213348482e-21,"group2-group1"
"ATP5IF1","ATP5IF1",1.87801451298701,3.2595647344603e-23,2.7287213348482e-21,"group2-group1"
"PPP1R9B","PPP1R9B",1.64837126623377,4.11804767869565e-23,3.35163324960507e-21,"group2-group1"
"TBCB","TBCB",1.5456251948052,4.85396206318933e-23,3.76669142778487e-21,"group2-group1"
"ITGB1BP2","ITGB1BP2",2.16329311688312,4.88512881419199e-23,3.76669142778487e-21,"group2-group1"
"DBNL","DBNL",1.54994967532468,6.72581091611164e-23,5.05298102159157e-21,"group2-group1"
"BCL2L1","BCL2L1",1.55352347402597,7.08706173750271e-23,5.19127272272074e-21,"group2-group1"
"PTPN6","PTPN6",1.92887636363636,8.00182764899326e-23,5.6927822275172e-21,"group2-group1"
"FXN","FXN",1.28239646103896,8.16030216913728e-23,5.6927822275172e-21,"group2-group1"
"PPP1R12A","PPP1R12A",1.63646873376623,8.79115706506867e-23,5.99025353503517e-21,"group2-group1"
"GLOD4","GLOD4",0.622657954545455,9.60627612596475e-23,6.39690660206289e-21,"group2-group1"
"CIRBP","CIRBP",1.8698462012987,1.02171681706818e-22,6.6525117200217e-21,"group2-group1"
"MGMT","MGMT",1.99926292207792,1.15811302647558e-22,7.3766764512466e-21,"group2-group1"
"LAT","LAT",1.99353561688312,1.54962868148825e-22,9.6604511420438e-21,"group2-group1"
"CLIP2","CLIP2",1.99081993506494,1.9763198927427e-22,1.20637860119502e-20,"group2-group1"
"GRAP2","GRAP2",2.11021525974026,2.02496715344024e-22,1.21084770603672e-20,"group2-group1"
"TACC3","TACC3",1.53971821428571,2.14599990401741e-22,1.2575559437542e-20,"group2-group1"
"CDKN2D","CDKN2D",1.94833045454545,2.21548340985751e-22,1.27281693938873e-20,"group2-group1"
"VTA1","VTA1",1.28700347402597,2.39568969123717e-22,1.34987899910094e-20,"group2-group1"
"APRT","APRT",1.08196603896104,2.65172474018791e-22,1.46595348844351e-20,"group2-group1"
"DAPP1","DAPP1",2.64068467532468,2.78179998939117e-22,1.5093840683178e-20,"group2-group1"
"SRC","SRC",1.74710470779221,3.22276923308512e-22,1.7168570641708e-20,"group2-group1"
"TMED8","TMED8",1.31808737012987,3.48890754676134e-22,1.82544627000192e-20,"group2-group1"
"PDLIM7","PDLIM7",1.73507623376623,3.67642613860637e-22,1.88981203265205e-20,"group2-group1"
"HPSE","HPSE",2.3683675,3.98122150564248e-22,1.99489310498806e-20,"group2-group1"
"DTD1","DTD1",2.01911461038961,4.0170202455391e-22,1.99489310498806e-20,"group2-group1"
"GIPC3","GIPC3",1.74648983766234,4.13859568884071e-22,2.02101422805055e-20,"group2-group1"
"RAB11FIP3","RAB11FIP3",1.42100935064935,4.48519384018272e-22,2.15436359864514e-20,"group2-group1"
"TBCA","TBCA",1.31775425324675,6.18238978971035e-22,2.92167775545989e-20,"group2-group1"
"NCK2","NCK2",1.46300678571429,6.32045471020815e-22,2.93951306363649e-20,"group2-group1"
"FKBP4","FKBP4",0.775879318181818,8.26943639193279e-22,3.70609368006313e-20,"group2-group1"
"DAB2","DAB2",1.73651607142857,8.32410116061092e-22,3.70609368006313e-20,"group2-group1"
"TWF2","TWF2",1.25245006493506,8.34819736806029e-22,3.70609368006313e-20,"group2-group1"
"ENO1","ENO1",1.08754165584416,9.22628581028348e-22,4.03477872001949e-20,"group2-group1"
"RGCC","RGCC",1.37377785714286,9.83140680220313e-22,4.23617969565517e-20,"group2-group1"
"NT5C3A","NT5C3A",1.52860516233766,1.15706927311223e-21,4.91335213075194e-20,"group2-group1"
"DIABLO","DIABLO",1.87899237012987,1.40363129783078e-21,5.87519957520598e-20,"group2-group1"
"RBPMS2","RBPMS2",1.62015834415584,1.50378405402396e-21,6.14005069746452e-20,"group2-group1"
"ERP29","ERP29",1.57466035714286,1.52696752770364e-21,6.14005069746452e-20,"group2-group1"
"PRKG1","PRKG1",2.19494801948052,1.52977372325908e-21,6.14005069746452e-20,"group2-group1"
"PMVK","PMVK",2.59023081168831,2.41441290925444e-21,9.55977003258853e-20,"group2-group1"
"FADD","FADD",1.24077045454545,2.67585804936064e-21,1.04536854461689e-19,"group2-group1"
"CDKN1A","CDKN1A",1.57334785714286,2.8255369914659e-21,1.07842292052253e-19,"group2-group1"
"NEXN","NEXN",1.37028944805195,2.83408071263601e-21,1.07842292052253e-19,"group2-group1"
"MTIF3","MTIF3",1.78010863636364,3.44587688937645e-21,1.28986238695633e-19,"group2-group1"
"LZTFL1","LZTFL1",1.14856626623377,3.47778595800513e-21,1.28986238695633e-19,"group2-group1"
"ANXA11","ANXA11",1.82644373376623,4.58745978409358e-21,1.68015714592427e-19,"group2-group1"
"MESD","MESD",1.49246701298701,4.95373637804267e-21,1.79087365733961e-19,"group2-group1"
"LACTB2","LACTB2",0.861447110389611,5.01200136183782e-21,1.79087365733961e-19,"group2-group1"
"NARS1","NARS1",0.841507337662338,6.47326346467797e-21,2.2851399941574e-19,"group2-group1"
"MTDH","MTDH",2.00460558441558,6.93984747863195e-21,2.42068489433233e-19,"group2-group1"
"RHOC","RHOC",1.75499230519481,7.68665991612573e-21,2.6496368887351e-19,"group2-group1"
"CXCL3","CXCL3",2.38343555194805,8.20980181436772e-21,2.79706038559272e-19,"group2-group1"
"NFU1","NFU1",1.71978720779221,1.06857283382638e-20,3.55958901746087e-19,"group2-group1"
"MAP4K5","MAP4K5",1.17482912337662,1.06909158203603e-20,3.55958901746087e-19,"group2-group1"
"APPL2","APPL2",1.65291707792208,1.2534524625579e-20,4.12653451156701e-19,"group2-group1"
"HSPA1A","HSPA1A",0.804150357142857,1.2910916201888e-20,4.20322049683686e-19,"group2-group1"
"PLA2G4A","PLA2G4A",1.09709746753247,1.3170526881427e-20,4.24062019369024e-19,"group2-group1"
"ATOX1","ATOX1",1.05298675324675,1.66176117836039e-20,5.29234810064776e-19,"group2-group1"
"PPBP","PPBP",2.00615873376623,1.68756113399919e-20,5.31672486302969e-19,"group2-group1"
"MSRA","MSRA",0.963256818181818,1.74369955765516e-20,5.43514862120171e-19,"group2-group1"
"YES1","YES1",0.917053668831169,1.95805212926097e-20,6.03904498814173e-19,"group2-group1"
"MINK1","MINK1",1.80032538961039,1.99185755534303e-20,6.07931524703654e-19,"group2-group1"
"PRKAR1A","PRKAR1A",1.65023175324675,2.41164006778716e-20,7.27683887008026e-19,"group2-group1"
"GOPC","GOPC",1.43095178571429,2.43389149920773e-20,7.27683887008026e-19,"group2-group1"
"DBI","DBI",0.928877012987013,2.57055774897495e-20,7.57918855247168e-19,"group2-group1"
"PTRHD1","PTRHD1",0.991585746753247,2.58675377217463e-20,7.57918855247168e-19,"group2-group1"
"CA13","CA13",1.96109655844156,3.15012471396571e-20,9.13848060586092e-19,"group2-group1"
"FKBP14","FKBP14",1.20512587662338,3.37896877829846e-20,9.70625345138675e-19,"group2-group1"
"AKT2","AKT2",1.90954954545455,4.110487051413e-20,1.16929388938253e-18,"group2-group1"
"PCYT2","PCYT2",1.19450792207792,4.61788929579778e-20,1.30100150352764e-18,"group2-group1"
"CCL5","CCL5",2.18932301948052,4.69368888554424e-20,1.30976270806139e-18,"group2-group1"
"MYDGF","MYDGF",1.22769246753247,5.08750340099703e-20,1.40626273253974e-18,"group2-group1"
"NUDT5","NUDT5",0.788792954545455,6.27294274137022e-20,1.7177310497397e-18,"group2-group1"
"PDGFB","PDGFB",2.13122457792208,6.40109087554887e-20,1.73659224679243e-18,"group2-group1"
"HARS1","HARS1",0.875301558441558,6.50608609850662e-20,1.74888369436921e-18,"group2-group1"
"CRADD","CRADD",1.1758511038961,7.88137040359245e-20,2.09931048022963e-18,"group2-group1"
"PDGFA","PDGFA",1.35913269480519,8.09377364158129e-20,2.13646457385885e-18,"group2-group1"
"CRYBB1","CRYBB1",0.795172467532467,8.29672953050512e-20,2.17048370753393e-18,"group2-group1"
"PARK7","PARK7",0.858421006493507,8.8052822197851e-20,2.28313954902392e-18,"group2-group1"
"PSTPIP2","PSTPIP2",1.80433847402597,9.89481477418139e-20,2.54314099020627e-18,"group2-group1"
"ACOT13","ACOT13",1.89057558441558,1.14111706325651e-19,2.90736782203615e-18,"group2-group1"
"VASP","VASP",1.02888964285714,1.52509448125199e-19,3.85217830178304e-18,"group2-group1"
"DUT","DUT",1.18771863636364,1.61657728308825e-19,4.04835165764836e-18,"group2-group1"
"ARF6","ARF6",1.96582873376623,1.6856672351995e-19,4.18559745689367e-18,"group2-group1"
"FKBP1B","FKBP1B",2.28699457792208,1.79814049492867e-19,4.42735432784958e-18,"group2-group1"
"ABHD14B","ABHD14B",0.871535487012987,2.1115578271186e-19,5.15572036121457e-18,"group2-group1"
"LYN","LYN",0.956945194805195,2.1606918997582e-19,5.23208864982771e-18,"group2-group1"
"SCRN1","SCRN1",0.939895909090909,2.21208852512208e-19,5.31263883492434e-18,"group2-group1"
"ZFYVE19","ZFYVE19",1.31300266233766,2.6596508251514e-19,6.33559098999479e-18,"group2-group1"
"DCTD","DCTD",1.22703769480519,2.80154933680399e-19,6.61978996519008e-18,"group2-group1"
"TPD52L2","TPD52L2",2.08960470779221,3.601691036393e-19,8.44236378930519e-18,"group2-group1"
"ANXA3","ANXA3",1.11379266233766,4.30794518490752e-19,1.00176820569675e-17,"group2-group1"
"CETN3","CETN3",1.16459866883117,4.48298929148132e-19,1.03426445858585e-17,"group2-group1"
"ERBIN","ERBIN",1.17062659090909,5.06871516645837e-19,1.16026058107211e-17,"group2-group1"
"OTUD6B","OTUD6B",0.815738863636364,5.77904275035169e-19,1.31260428360701e-17,"group2-group1"
"MPI","MPI",1.03886272727273,6.27931963846979e-19,1.41526204159357e-17,"group2-group1"
"SLC9A3R1","SLC9A3R1",0.98207788961039,6.34039435983748e-19,1.418118738498e-17,"group2-group1"
"CD40LG","CD40LG",1.07573717532468,6.92792477936455e-19,1.53197870061457e-17,"group2-group1"
"ENO2","ENO2",0.86818672077922,6.95403300961563e-19,1.53197870061457e-17,"group2-group1"
"SULT1A1","SULT1A1",1.37500064935065,7.13518108385663e-19,1.56015526684328e-17,"group2-group1"
"HSPB1","HSPB1",1.48447896103896,7.45875321784418e-19,1.61882569839137e-17,"group2-group1"
"KYAT1","KYAT1",1.03484266233766,8.39399184824547e-19,1.80841147907053e-17,"group2-group1"
"GMPR2","GMPR2",1.0528999025974,8.54310559949159e-19,1.82710214646061e-17,"group2-group1"
"CLEC1B","CLEC1B",0.862462337662338,1.09111710606972e-18,2.31664718897412e-17,"group2-group1"
"CDC37","CDC37",0.830170551948052,1.34060965068952e-18,2.82588940756855e-17,"group2-group1"
"DCTN2","DCTN2",1.27814866883117,1.36401631638624e-18,2.85469129072262e-17,"group2-group1"
"SERPINB9","SERPINB9",0.555266298701299,1.45829441505377e-18,3.03035647950889e-17,"group2-group1"
"CHMP1A","CHMP1A",1.18255746753247,1.61919326258851e-18,3.33016131998415e-17,"group2-group1"
"PLPBP","PLPBP",0.915771915584416,1.62530057596496e-18,3.33016131998415e-17,"group2-group1"
"USP8","USP8",1.06199545454545,2.10015419718522e-18,4.27323041510603e-17,"group2-group1"
"TBCC","TBCC",1.01067948051948,2.68478969658335e-18,5.42512676619946e-17,"group2-group1"
"EGF","EGF",1.26760032467532,2.95360024502194e-18,5.92743062870842e-17,"group2-group1"
"STK4","STK4",0.958452272727273,2.97625572830186e-18,5.93226481899622e-17,"group2-group1"
"PDLIM5","PDLIM5",1.01267081168831,3.12274880330854e-18,6.18219864438786e-17,"group2-group1"
"PPP1R2","PPP1R2",0.844486623376623,3.40108408201219e-18,6.68803782570182e-17,"group2-group1"
"HHEX","HHEX",0.914748279220779,3.51457496725109e-18,6.86513643603047e-17,"group2-group1"
"UFD1","UFD1",2.21305233766234,3.98065463581327e-18,7.72405171055158e-17,"group2-group1"
"SCAMP3","SCAMP3",0.766156136363636,4.29700489500666e-18,8.28304233050626e-17,"group2-group1"
"PEBP1","PEBP1",0.858016688311688,4.59570834701529e-18,8.80093167108157e-17,"group2-group1"
"MITD1","MITD1",1.31463743506494,5.47080514633373e-18,1.04087396615311e-16,"group2-group1"
"HPCAL1","HPCAL1",1.03684925324675,5.85768023855819e-18,1.10729052251455e-16,"group2-group1"
"YWHAQ","YWHAQ",0.828678831168832,6.55669434331167e-18,1.23148169396815e-16,"group2-group1"
"VASH1","VASH1",1.219275,6.70791976234347e-18,1.2518601849469e-16,"group2-group1"
"MIF","MIF",1.04777201298701,6.7919548213104e-18,1.2595207358506e-16,"group2-group1"
"ANGPT1","ANGPT1",1.16843587662338,6.88552107737693e-18,1.26884130545374e-16,"group2-group1"
"DXO","DXO",0.785555162337662,7.03052532052893e-18,1.28746494932186e-16,"group2-group1"
"NIT2","NIT2",1.23156662337662,7.60994092552626e-18,1.38491471501813e-16,"group2-group1"
"CMC1","CMC1",0.756927207792208,9.22062815843908e-18,1.66768151260657e-16,"group2-group1"
"SUGT1","SUGT1",0.997683311688312,1.01871207678635e-17,1.83118183127853e-16,"group2-group1"
"TOMM20","TOMM20",0.608572207792208,1.11875610549515e-17,1.98930366109668e-16,"group2-group1"
"SARG","SARG",1.34926068181818,1.12025632792134e-17,1.98930366109668e-16,"group2-group1"
"FABP5","FABP5",0.812088344155844,1.1687780772147e-17,2.06296371460184e-16,"group2-group1"
"LATS1","LATS1",1.3813012012987,1.25276796144153e-17,2.19797013594233e-16,"group2-group1"
"MECR","MECR",1.30150535714286,1.31509421562582e-17,2.29358693558551e-16,"group2-group1"
"EHD3","EHD3",1.55647438311688,1.59674006565913e-17,2.76831265821376e-16,"group2-group1"
"METAP2","METAP2",1.01813792207792,1.89226880996476e-17,3.26138094893925e-16,"group2-group1"
"FHIT","FHIT",1.1760975,1.9527151274989e-17,3.33910030175571e-16,"group2-group1"
"NIT1","NIT1",0.871613928571429,1.96015444335148e-17,3.33910030175571e-16,"group2-group1"
"PF4","PF4",1.31961626623377,2.16784593815452e-17,3.67155410334841e-16,"group2-group1"
"YTHDF3","YTHDF3",1.37503366883117,2.45011633820043e-17,4.12577061547544e-16,"group2-group1"
"RTN4IP1","RTN4IP1",1.23009194805195,2.61919947625265e-17,4.38528826595444e-16,"group2-group1"
"NUMB","NUMB",0.985213668831169,3.3560787228004e-17,5.58710832829839e-16,"group2-group1"
"WASF3","WASF3",2.32214477272727,3.94660571366248e-17,6.53308177459382e-16,"group2-group1"
"GLRX5","GLRX5",1.04021204545455,4.11622671214403e-17,6.7755866666191e-16,"group2-group1"
"COX5B","COX5B",1.01125977272727,4.40258279959697e-17,7.20646234794365e-16,"group2-group1"
"NUDC","NUDC",0.772223863636364,5.15709774638059e-17,8.39460910938618e-16,"group2-group1"
"NUDT16","NUDT16",1.20618396103896,5.90396249127019e-17,9.55724314885175e-16,"group2-group1"
"DNAJC6","DNAJC6",1.1942725974026,6.00003975048693e-17,9.65940465325644e-16,"group2-group1"
"SNX9","SNX9",0.665865454545455,7.56450342765526e-17,1.21114727011092e-15,"group2-group1"
"PDE5A","PDE5A",0.797781525974026,8.28940354576706e-17,1.31999741245095e-15,"group2-group1"
"RAD23B","RAD23B",0.834720064935065,8.4038845888358e-17,1.33099361325886e-15,"group2-group1"
"SERPINH1","SERPINH1",1.72936220779221,8.51802319124984e-17,1.34181763173989e-15,"group2-group1"
"UBXN1","UBXN1",0.863605909090909,9.16140158406286e-17,1.43544955301092e-15,"group2-group1"
"RGS10","RGS10",1.0585099025974,9.93089327365509e-17,1.54774028147922e-15,"group2-group1"
"NUB1","NUB1",0.806996818181818,1.05503370367828e-16,1.63558135014675e-15,"group2-group1"
"PLXNA4","PLXNA4",0.620099545454545,1.09822279018462e-16,1.69357514486365e-15,"group2-group1"
"GMFG","GMFG",0.921264383116883,1.16549689831537e-16,1.78790885448378e-15,"group2-group1"
"IPCEF1","IPCEF1",1.08368103896104,1.18728606294154e-16,1.81184800230142e-15,"group2-group1"
"BDNF","BDNF",2.04490711038961,1.20857062376235e-16,1.83477301949413e-15,"group2-group1"
"GADD45GIP1","GADD45GIP1",0.7217125,1.45514950374067e-16,2.19772579688669e-15,"group2-group1"
"NDUFB7","NDUFB7",0.741724967532468,1.54844804816484e-16,2.32664245185794e-15,"group2-group1"
"TRIAP1","TRIAP1",0.787706006493507,1.57250084866847e-16,2.35072830948909e-15,"group2-group1"
"AXIN1","AXIN1",0.768852727272727,1.63316310067912e-16,2.4290192309593e-15,"group2-group1"
"PLCB2","PLCB2",1.49037720779221,1.64450206200231e-16,2.43353082912463e-15,"group2-group1"
"TYMP","TYMP",0.993290487012987,1.66512371054063e-16,2.4516645587357e-15,"group2-group1"
"DOK1","DOK1",1.19175837662338,2.09487096504047e-16,3.06898596378429e-15,"group2-group1"
"SAMD9L","SAMD9L",0.787906363636363,2.18649174265057e-16,3.18727403281899e-15,"group2-group1"
"EIF4B","EIF4B",1.16478581168831,2.26404030498299e-16,3.2839792542575e-15,"group2-group1"
"CRYZL1","CRYZL1",1.02877357142857,2.29660087631831e-16,3.3147983091688e-15,"group2-group1"
"TIA1","TIA1",1.36489418831169,2.46092052810994e-16,3.53455742517752e-15,"group2-group1"
"VPS53","VPS53",0.467974383116883,2.69942394262984e-16,3.85820104970996e-15,"group2-group1"
"TMEM106A","TMEM106A",1.05756,2.91171418440374e-16,4.14141871859367e-15,"group2-group1"
"SF3B4","SF3B4",1.19606633116883,2.95286119706567e-16,4.17965377169198e-15,"group2-group1"
"GGCT","GGCT",0.758068506493506,2.99152698284974e-16,4.2140259902643e-15,"group2-group1"
"DTYMK","DTYMK",1.02539262987013,3.01041536070415e-16,4.22034306548477e-15,"group2-group1"
"OTUD7B","OTUD7B",0.667838636363636,3.31186142133646e-16,4.62083522119802e-15,"group2-group1"
"NSFL1C","NSFL1C",0.974188474025973,3.50354814206205e-16,4.86511661433261e-15,"group2-group1"
"IGBP1","IGBP1",1.0585374025974,3.56567559232302e-16,4.92803277618229e-15,"group2-group1"
"BRAP","BRAP",0.856516266233766,4.06269737022491e-16,5.58859309613098e-15,"group2-group1"
"AP3B1","AP3B1",0.90793448051948,4.1286539347611e-16,5.65278319105141e-15,"group2-group1"
"CCN2","CCN2",0.608456233766234,4.45821737918728e-16,6.07561717256686e-15,"group2-group1"
"PDIA4","PDIA4",0.668690357142857,4.95293601750177e-16,6.71856598670379e-15,"group2-group1"
"DAAM1","DAAM1",0.925576720779221,6.12801481069326e-16,8.27423197941532e-15,"group2-group1"
"SUSD1","SUSD1",0.746138084415584,6.32571488874653e-16,8.50199294680152e-15,"group2-group1"
"STIP1","STIP1",0.788683376623376,6.63746771409936e-16,8.88026502388635e-15,"group2-group1"
"PDAP1","PDAP1",1.45029188311688,6.74698528836698e-16,8.98575767950694e-15,"group2-group1"
"IL7","IL7",0.881026201298702,7.95876632829297e-16,1.05516675755196e-14,"group2-group1"
"DAG1","DAG1",0.442760681818182,8.01134277483372e-16,1.05735289775959e-14,"group2-group1"
"GPI","GPI",0.800842305194805,8.2683096728001e-16,1.08637432023786e-14,"group2-group1"
"SEC31A","SEC31A",0.835592857142857,9.28179942055468e-16,1.2140925134922e-14,"group2-group1"
"CC2D1A","CC2D1A",0.761089383116883,9.78295194066514e-16,1.27395774160662e-14,"group2-group1"
"USO1","USO1",1.58003353896104,1.07215493921907e-15,1.39000618226189e-14,"group2-group1"
"MTSS1","MTSS1",1.2529412987013,1.1721861810477e-15,1.51299802223338e-14,"group2-group1"
"TNFAIP8L2","TNFAIP8L2",0.878003506493507,1.39512574620443e-15,1.79285896332411e-14,"group2-group1"
"DARS1","DARS1",0.855150811688312,1.47195247973265e-15,1.88332784524745e-14,"group2-group1"
"DNM1","DNM1",1.56008613636364,1.74587664440295e-15,2.22409502960898e-14,"group2-group1"
"CHMP6","CHMP6",0.57758012987013,1.86415330131183e-15,2.36448881941284e-14,"group2-group1"
"NUDT2","NUDT2",0.994011233766233,1.98914209328674e-15,2.51214928160782e-14,"group2-group1"
"GMPR","GMPR",0.805313506493507,2.08835039064679e-15,2.62612302343137e-14,"group2-group1"
"TXLNA","TXLNA",0.764348084415584,2.52928762627929e-15,3.16364025784932e-14,"group2-group1"
"PDCD5","PDCD5",0.778351168831168,2.54228489680007e-15,3.16364025784932e-14,"group2-group1"
"GGACT","GGACT",0.756907207792208,2.54818805751686e-15,3.16364025784932e-14,"group2-group1"
"QDPR","QDPR",0.67338922077922,2.67452335613718e-15,3.30647824197551e-14,"group2-group1"
"SERPINE1","SERPINE1",1.38978477272727,2.78538653135783e-15,3.42906829280606e-14,"group2-group1"
"TARS1","TARS1",0.544930909090909,2.82458464577085e-15,3.46277531887389e-14,"group2-group1"
"SYAP1","SYAP1",0.652982727272727,2.91012170377513e-15,3.55277358002547e-14,"group2-group1"
"HNRNPK","HNRNPK",1.1854900974026,2.96011443853382e-15,3.59881132983572e-14,"group2-group1"
"METAP1D","METAP1D",1.07396266233766,2.97767337528179e-15,3.60519958246928e-14,"group2-group1"
"HBEGF","HBEGF",0.688647305194805,3.01611429935999e-15,3.63671394943406e-14,"group2-group1"
"FLI1","FLI1",1.02152594155844,3.28823743210451e-15,3.9485801951091e-14,"group2-group1"
"HSBP1","HSBP1",1.04321808441558,3.44616409990656e-15,4.12133094396988e-14,"group2-group1"
"DRG2","DRG2",0.580628279220779,3.65681630220484e-15,4.35547632742284e-14,"group2-group1"
"ABL1","ABL1",0.703524415584416,4.14044146912835e-15,4.91153583180003e-14,"group2-group1"
"ARHGAP1","ARHGAP1",0.675166461038961,4.25456624488706e-15,5.02656415222544e-14,"group2-group1"
"SPART","SPART",0.68439198051948,4.36570129548981e-15,5.13715052039564e-14,"group2-group1"
"LAT2","LAT2",0.801062272727273,5.50749693081899e-15,6.45478640291985e-14,"group2-group1"
"CNPY4","CNPY4",0.727686266233766,6.26036623443012e-15,7.30719076235664e-14,"group2-group1"
"ELAC1","ELAC1",1.2593950974026,6.30757875145099e-15,7.30719076235664e-14,"group2-group1"
"MED18","MED18",0.718614902597402,6.30962205759805e-15,7.30719076235664e-14,"group2-group1"
"PPP2R5A","PPP2R5A",1.48145431818182,7.62933549454937e-15,8.80076889725578e-14,"group2-group1"
"STAMBP","STAMBP",0.630917435064935,7.83983322850879e-15,9.00812210177677e-14,"group2-group1"
"ACYP1","ACYP1",0.855452045454545,8.31802725500898e-15,9.5202421317095e-14,"group2-group1"
"TMSB10","TMSB10",0.825324318181818,8.57043407061801e-15,9.77096180035438e-14,"group2-group1"
"MAX","MAX",1.45201392857143,8.96941494416161e-15,1.01861960412378e-13,"group2-group1"
"SDC4","SDC4",1.0324550974026,9.19080601966371e-15,1.03973210956041e-13,"group2-group1"
"ANXA4","ANXA4",0.764153863636364,1.09356568382843e-14,1.23236440523743e-13,"group2-group1"
"SOD1","SOD1",0.690300746753247,1.2001210179682e-14,1.34726229220185e-13,"group2-group1"
"UROD","UROD",0.835411038961039,1.2884089011902e-14,1.44085422919362e-13,"group2-group1"
"PGD","PGD",0.679456363636364,1.46440679252938e-14,1.63144939243767e-13,"group2-group1"
"SPARC","SPARC",0.963720064935065,1.49680887714815e-14,1.66123106441063e-13,"group2-group1"
"FIS1","FIS1",0.997996201298701,1.80099907025626e-14,1.99129331164183e-13,"group2-group1"
"F11R","F11R",0.435759805194805,2.19929352810796e-14,2.4225300892317e-13,"group2-group1"
"MAP2K6","MAP2K6",0.853117922077922,2.24120292143673e-14,2.45944740067776e-13,"group2-group1"
"PRTFDC1","PRTFDC1",1.75942097402597,2.38768504234964e-14,2.61041685600166e-13,"group2-group1"
"STXBP1","STXBP1",1.22052324675325,2.62953909839274e-14,2.86414481720845e-13,"group2-group1"
"DFFA","DFFA",0.684276818181818,3.00488172020337e-14,3.26085312599848e-13,"group2-group1"
"NFE2","NFE2",0.665535454545454,3.18756649596507e-14,3.44633573179987e-13,"group2-group1"
"CORO1A","CORO1A",1.19425795454545,3.25419547275619e-14,3.50543850557928e-13,"group2-group1"
"SERPINE2","SERPINE2",0.644837727272727,3.32983259924034e-14,3.56714328438268e-13,"group2-group1"
"STXBP3","STXBP3",0.742485746753247,3.33582682566844e-14,3.56714328438268e-13,"group2-group1"
"SPRY2","SPRY2",1.2736387987013,3.72707323112042e-14,3.97102711533921e-13,"group2-group1"
"GYS1","GYS1",0.884119025974026,4.27244014196513e-14,4.53559768694124e-13,"group2-group1"
