"","BIOCHEMICAL","logFC","P.Value","adj.P.Val","Comp","Gene_name","synaptic_prot"
"Q96GZ6","Q96GZ6",-0.383486535432096,7.04076162631153e-05,0.00185118330047725,"Control vs hc-like","SLC41A3",NA
"Q8WXI9","Q8WXI9",-0.377527397694177,7.18469096418594e-05,0.00188105516593982,"Control vs hc-like","GATAD2B",NA
"P62841","P62841",-0.339465553252406,7.22544634959968e-05,0.00188377708400277,"Control vs hc-like","RPS15",NA
"Q86XD5","Q86XD5",-0.448514829433041,7.2950738242055e-05,0.00189397209536381,"Control vs hc-like","FAM131B","yes"
"P49913","P49913",0.935544647054027,7.49055890105484e-05,0.00193662158254355,"Control vs hc-like","CAMP",NA
"O75381","O75381",-0.353597229100448,7.61311484880697e-05,0.0019562355065551,"Control vs hc-like","PEX14","yes"
"P01889","P01889",0.898681992336389,7.62947610936879e-05,0.0019562355065551,"Control vs hc-like","HLA-B",NA
"Q68CQ7","Q68CQ7",-0.414277728749541,7.69475302655009e-05,0.00196230534781206,"Control vs hc-like","GLT8D1",NA
"Q9UP65","Q9UP65",0.645356374340755,7.71639814449866e-05,0.00196230534781206,"Control vs hc-like","PLA2G4C",NA
"Q13185","Q13185",-0.483200412064125,7.80088880304298e-05,0.00197536043922539,"Control vs hc-like","CBX3",NA
"P21283","P21283",0.28256962952134,7.88182434927042e-05,0.00197536043922539,"Control vs hc-like","ATP6V1C1","yes"
"P98170","P98170",-0.445636448003608,7.8886756423544e-05,0.00197536043922539,"Control vs hc-like","XIAP",NA
"O95218","O95218",-0.433695262035631,7.89507476112646e-05,0.00197536043922539,"Control vs hc-like","ZRANB2",NA
"P37275","P37275",-0.57461011785945,8.09960321344601e-05,0.00201839509796918,"Control vs hc-like","ZEB1",NA
"P07357","P07357",1.01672656416435,8.17242709053632e-05,0.00202454451995379,"Control vs hc-like","C8A",NA
"P53999","P53999",-0.301376570594321,8.18953544735537e-05,0.00202454451995379,"Control vs hc-like","SUB1","yes"
"A0A075B6K4","A0A075B6K4",1.18520179257023,8.41474633129749e-05,0.0020719643248294,"Control vs hc-like",NA,"yes"
"O95347","O95347",0.310675733221224,8.65357925506173e-05,0.00212235016907739,"Control vs hc-like","SMC2",NA
"Q5JSZ5","Q5JSZ5",-0.640012010960652,8.74394393263873e-05,0.00213606976779619,"Control vs hc-like","PRRC2B",NA
"Q6WCQ1","Q6WCQ1",-0.483159810748376,8.82518807294785e-05,0.00214746243108398,"Control vs hc-like","MPRIP","yes"
"P55345","P55345",0.612326805528962,9.35870411989302e-05,0.00226583304400715,"Control vs hc-like","PRMT2",NA
"P26373","P26373",-0.334907457518113,9.38467513795066e-05,0.00226583304400715,"Control vs hc-like","RPL13","yes"
"Q15796","Q15796",-0.388236933463261,9.43446067479013e-05,0.00226902435996406,"Control vs hc-like","SMAD2",NA
"P61927","P61927",-0.699543886958494,9.58373374433334e-05,0.00229602578701113,"Control vs hc-like","RPL37",NA
"Q13136","Q13136",0.274119719355483,9.83676330843792e-05,0.00234758139726374,"Control vs hc-like","PPFIA1","yes"
"Q99439","Q99439",0.661917865426336,9.99769085212775e-05,0.0023768456604388,"Control vs hc-like","CNN2",NA
"P25490","P25490",-0.547459829259296,0.000101205488814685,0.00239687045074474,"Control vs hc-like","YY1",NA
"P12111","P12111",0.523773987522052,0.000102754777252956,0.00241790606342432,"Control vs hc-like","COL6A3","yes"
"Q96KB5","Q96KB5",-0.505261273885385,0.00010287303799259,0.00241790606342432,"Control vs hc-like","PBK",NA
"Q7Z6K5","Q7Z6K5",-0.309965648648152,0.000104464784449506,0.00244605278305352,"Control vs hc-like","ARPIN",NA
"Q96H35","Q96H35",0.43446632054818,0.000105645555174536,0.00245837613501387,"Control vs hc-like","RBM18",NA
"Q9NRA2","Q9NRA2",0.412770594176198,0.000106113238946435,0.00245837613501387,"Control vs hc-like","SLC17A5",NA
"Q8TD16","Q8TD16",-0.348392997207267,0.000106179662237505,0.00245837613501387,"Control vs hc-like","BICD2",NA
"P01709","P01709",1.5879004632723,0.000106998967307892,0.00246057245566548,"Control vs hc-like",NA,"yes"
"Q02487","Q02487",-1.17708874293523,0.000107067616926621,0.00246057245566548,"Control vs hc-like","DSC2",NA
"Q5BKZ1","Q5BKZ1",-0.361993611007936,0.000109443917451894,0.0024933455350416,"Control vs hc-like","ZNF326",NA
"P61586","P61586",-0.334282250556569,0.000109636389052942,0.0024933455350416,"Control vs hc-like","RHOA","yes"
"Q9NYF8","Q9NYF8",-0.35611468812797,0.000109699166972822,0.0024933455350416,"Control vs hc-like","BCLAF1",NA
"P05556","P05556",-0.426861374019978,0.000110177289466432,0.00249507328882924,"Control vs hc-like","ITGB1","yes"
"P57105","P57105",-0.40057241934311,0.000110735050087044,0.00249858540287312,"Control vs hc-like","SYNJ2BP","yes"
"Q9BYH1","Q9BYH1",-0.741862281904908,0.000111373296753928,0.00250388154477581,"Control vs hc-like","SEZ6L",NA
"P62979","P62979",-0.689206559532217,0.000113126858087299,0.00252539236346715,"Control vs hc-like","RPS27A",NA
"Q15645","Q15645",0.318040537421121,0.000113511189245887,0.00252539236346715,"Control vs hc-like","TRIP13",NA
"Q9NWB6","Q9NWB6",-0.742630345828182,0.000113551082902069,0.00252539236346715,"Control vs hc-like","ARGLU1",NA
"Q9NZD8","Q9NZD8",0.382642898029221,0.000116005869385994,0.0025707729269289,"Control vs hc-like","SPG21",NA
"O60262","O60262",-0.524658479856313,0.000118652396378301,0.00262006448230377,"Control vs hc-like","GNG7","yes"
"P63218","P63218",-0.422376336811901,0.00011947896747208,0.00262896096866757,"Control vs hc-like","GNG5",NA
"P09486","P09486",-0.362670614649016,0.000122292286812653,0.00268135561721736,"Control vs hc-like","SPARC",NA
"O95817","O95817",0.34261509176827,0.000122867056714792,0.00268447213702566,"Control vs hc-like","BAG3","yes"
"P21246","P21246",-1.83953972218274,0.000124032856583923,0.00269712814843229,"Control vs hc-like","PTN",NA
"Q9Y2W1","Q9Y2W1",-0.367965321944581,0.000124315656801231,0.00269712814843229,"Control vs hc-like","THRAP3",NA
"Q96JM3","Q96JM3",-0.380898690957853,0.00012529199967717,0.00270280702872033,"Control vs hc-like","CHAMP1",NA
"Q04637","Q04637",0.281398343379653,0.000125448577642458,0.00270280702872033,"Control vs hc-like","EIF4G1","yes"
"Q9UBF6","Q9UBF6",-0.40553545731435,0.000128642879730052,0.0027535876145047,"Control vs hc-like","RNF7",NA
"Q13418","Q13418",-0.262371780934313,0.000128693055311259,0.0027535876145047,"Control vs hc-like","ILK","yes"
"P48681","P48681",-0.479544968639935,0.000129809107710218,0.00276792272626084,"Control vs hc-like","NES",NA
"P13497","P13497",-0.755426448967958,0.000132538557940334,0.0028084608057967,"Control vs hc-like","BMP1",NA
"Q16643","Q16643",-0.31508318979596,0.000132615473988466,0.0028084608057967,"Control vs hc-like","DBN1","yes"
"Q99614","Q99614",0.316591669814656,0.000134645373896199,0.00283389662408959,"Control vs hc-like","TTC1","yes"
"O14981","O14981",0.266803380333393,0.000135131244935694,0.00283389662408959,"Control vs hc-like","BTAF1",NA
"Q15843","Q15843",-0.325240115826976,0.000135186688272445,0.00283389662408959,"Control vs hc-like","NEDD8","yes"
"Q6PFW1","Q6PFW1",-0.676520033515617,0.00013987664336366,0.0029223386265034,"Control vs hc-like","PPIP5K1",NA
"O15460","O15460",-0.359893110286951,0.000141818004336014,0.00295295542585559,"Control vs hc-like","P4HA2",NA
"Q8IUF1","Q8IUF1",0.344952452026572,0.000142666006506647,0.00296067749288877,"Control vs hc-like","CBWD2",NA
"Q92567","Q92567",-0.453512964036364,0.000146887394353968,0.00303812093988789,"Control vs hc-like","FAM168A",NA
"Q9BX66","Q9BX66",0.346441369420486,0.000150411401571564,0.00309225149009813,"Control vs hc-like","SORBS1","yes"
"Q9BQI5","Q9BQI5",0.329297031095841,0.000150621627924459,0.00309225149009813,"Control vs hc-like","SGIP1","yes"
"Q9UHQ4","Q9UHQ4",-0.436263929849293,0.000150999548992705,0.00309225149009813,"Control vs hc-like","BCAP29",NA
"P01717","P01717",0.732371686062733,0.000151937069635125,0.0030945096412084,"Control vs hc-like",NA,"yes"
"Q96EP5","Q96EP5",-0.273854908500432,0.000152107242637963,0.0030945096412084,"Control vs hc-like","DAZAP1",NA
"Q92974","Q92974",-0.365939860405152,0.000152916633259905,0.00310080950777029,"Control vs hc-like","ARHGEF2","yes"
"O43175","O43175",-0.245677167904656,0.000156625050882481,0.00316566267337392,"Control vs hc-like","PHGDH","yes"
"A0A075B6I9","A0A075B6I9",1.03880322473544,0.000159867026209316,0.00322069771957405,"Control vs hc-like",NA,"yes"
"Q8NEB9","Q8NEB9",0.250166096369963,0.000163263817547732,0.0032784853976818,"Control vs hc-like","PIK3C3","yes"
"Q86U06","Q86U06",1.17133090703177,0.00016593656345092,0.00332140766520309,"Control vs hc-like","RBM23",NA
"P51003","P51003",0.308127150593648,0.000166792042745576,0.00332779622262475,"Control vs hc-like","PAPOLA",NA
"Q9HCB6","Q9HCB6",-0.4295456803397,0.000168339627624282,0.00334486811976451,"Control vs hc-like","SPON1",NA
"P62913","P62913",-0.284912237350554,0.000169044020211751,0.00334486811976451,"Control vs hc-like","RPL11","yes"
"P43004","P43004",-0.441345107699636,0.000169708957008097,0.00334486811976451,"Control vs hc-like","SLC1A2","yes"
"Q8NC51","Q8NC51",-0.324793584077721,0.000169803941615765,0.00334486811976451,"Control vs hc-like","SERBP1",NA
"Q9UPA5","Q9UPA5",-0.544231419917587,0.000173090683205111,0.00339882180154341,"Control vs hc-like","BSN","yes"
"P47914","P47914",-0.540363179762839,0.00017771646700338,0.00347864567115449,"Control vs hc-like","RPL29","yes"
"Q6ICB0","Q6ICB0",0.490894219467307,0.000180484867816272,0.00352172517232695,"Control vs hc-like","DESI1",NA
"Q8N612","Q8N612",-0.39426045352902,0.00018306879705108,0.00355339903537483,"Control vs hc-like","FHIP1B",NA
"A0A1B0GX68","A0A1B0GX68",-0.492159045384373,0.000183796236519626,0.00355339903537483,"Control vs hc-like",NA,"yes"
"O75864","O75864",-0.341257231521304,0.000183826122539133,0.00355339903537483,"Control vs hc-like","PPP1R37",NA
"P07358","P07358",0.674685602694641,0.000185686045654142,0.00357820469963959,"Control vs hc-like","C8B",NA
"Q969S3","Q969S3",-0.326806367143007,0.000187358588009987,0.00359925708545501,"Control vs hc-like","ZNF622",NA
"O95376","O95376",-0.382537201535765,0.00018921578109972,0.00362371580778939,"Control vs hc-like","ARIH2",NA
"P05204","P05204",-0.728921115662963,0.000194331047233831,0.00371022814795667,"Control vs hc-like","HMGN2","yes"
"Q9UQR1","Q9UQR1",-0.426131617674349,0.00019503545441649,0.00371225458482921,"Control vs hc-like","ZNF148",NA
"Q8ND24","Q8ND24",-0.372724914999633,0.00019650492348795,0.0037287860863692,"Control vs hc-like","RNF214",NA
"Q13547","Q13547",-0.440430643643271,0.000199152764856895,0.00376750885956413,"Control vs hc-like","HDAC1",NA
"P17405","P17405",-0.462963817492732,0.000207055049538533,0.00390509599509605,"Control vs hc-like","SMPD1",NA
"Q9NZJ9","Q9NZJ9",0.358944068499188,0.000208011059931874,0.00391111421628859,"Control vs hc-like","NUDT4","yes"
"Q9H0R8","Q9H0R8",0.416788140990594,0.000208634779305644,0.00391111421628859,"Control vs hc-like","GABARAPL1",NA
"P09874","P09874",-0.509553171863608,0.000209362750184539,0.00391293935209357,"Control vs hc-like","PARP1","yes"
"Q9Y5J9","Q9Y5J9",0.34733034758229,0.000210057238258865,0.00391412961980858,"Control vs hc-like","TIMM8B",NA
"Q9NW07","Q9NW07",-0.399043674115969,0.000213511155655015,0.0039665770085011,"Control vs hc-like","ZNF358",NA
"Q9NUQ2","Q9NUQ2",0.379335387669474,0.0002167317460001,0.00401438950427051,"Control vs hc-like","AGPAT5","yes"
"P39019","P39019",-0.270951032710705,0.000218974363420063,0.00403611292737718,"Control vs hc-like","RPS19","yes"
"P53803","P53803",-0.324986295411048,0.000219205488561823,0.00403611292737718,"Control vs hc-like","POLR2K",NA
"Q674X7","Q674X7",-0.372794663362022,0.000225651076023032,0.00414249978320388,"Control vs hc-like","KAZN","yes"
"Q9GZM5","Q9GZM5",0.530539429229497,0.000232780525926616,0.00426077629314057,"Control vs hc-like","YIPF3",NA
"Q9UNX3","Q9UNX3",-0.368950750869597,0.000235341119030131,0.0042949754222999,"Control vs hc-like","RPL26L1",NA
"Q8TAQ2","Q8TAQ2",-0.448010659624455,0.000236503913795616,0.0043035389592428,"Control vs hc-like","SMARCC2",NA
"A6NE52","A6NE52",0.500993662055773,0.000237460241252214,0.00430830642388886,"Control vs hc-like","WDR97",NA
"P16083","P16083",0.335430237327412,0.000239903337673035,0.00433994230396847,"Control vs hc-like","NQO2",NA
"Q9BRX2","Q9BRX2",0.318589921385165,0.000243981968885258,0.0043975618929428,"Control vs hc-like","PELO","yes"
"Q15170","Q15170",0.50082234094258,0.000244874692978551,0.0043975618929428,"Control vs hc-like","TCEAL1",NA
"Q69YN2","Q69YN2",-0.452110460013669,0.000245712015795245,0.0043975618929428,"Control vs hc-like","CWF19L1",NA
"Q96NC0","Q96NC0",-0.297690569810577,0.000245923283940556,0.0043975618929428,"Control vs hc-like","ZMAT2",NA
"P0DP58","P0DP58",-0.37194120625144,0.000250320245652725,0.00445839815254059,"Control vs hc-like","LYNX1","yes"
"P20073","P20073",-0.233956431471078,0.000250762442423315,0.00445839815254059,"Control vs hc-like","ANXA7","yes"
"Q8WUB8","Q8WUB8",-0.589565758213762,0.000252831748188285,0.0044823457071666,"Control vs hc-like","PHF10",NA
"P62424","P62424",-0.25634373559911,0.000258874875629882,0.00457640627716073,"Control vs hc-like","RPL7A","yes"
"A0A0C4DH38","A0A0C4DH38",0.992680360503005,0.000261571672294085,0.004610943825525,"Control vs hc-like",NA,"yes"
"Q9H0G5","Q9H0G5",0.433752160363181,0.000264926109672758,0.00465684563886533,"Control vs hc-like","NSRP1",NA
"P08708","P08708",-0.348287089844749,0.000266760619575596,0.00466970941133175,"Control vs hc-like","RPS17","yes"
"P49908","P49908",0.461558838270406,0.000267163068657981,0.00466970941133175,"Control vs hc-like","SELENOP",NA
"Q05682","Q05682",-0.264505613611867,0.000268795445701232,0.00467611713625282,"Control vs hc-like","CALD1",NA
"Q9H299","Q9H299",-0.338114533927975,0.000269525126766165,0.00467611713625282,"Control vs hc-like","SH3BGRL3",NA
"Q9UJY1","Q9UJY1",0.402352167878838,0.000269942404867047,0.00467611713625282,"Control vs hc-like","HSPB8","yes"
"Q8IVB5","Q8IVB5",-0.514322590253414,0.000271215724004581,0.00467611713625282,"Control vs hc-like","LIX1L",NA
"Q9BTV4","Q9BTV4",0.315490662755025,0.000271417151816489,0.00467611713625282,"Control vs hc-like","TMEM43","yes"
"Q14576","Q14576",0.276669064882928,0.000272105793218103,0.00467611713625282,"Control vs hc-like","ELAVL3","yes"
"Q7L9L4","Q7L9L4",0.522701626272877,0.000273157104499339,0.00467611713625282,"Control vs hc-like","MOB1B",NA
"Q71RC2","Q71RC2",0.510082650573544,0.000273558504506007,0.00467611713625282,"Control vs hc-like","LARP4",NA
"Q9NP90","Q9NP90",0.496205935795778,0.000275641094598247,0.00468172896682279,"Control vs hc-like","RAB9B",NA
"P49006","P49006",-0.257189900974119,0.000276065533459692,0.00468172896682279,"Control vs hc-like","MARCKSL1","yes"
"Q12830","Q12830",-0.38774678836279,0.000276150330678024,0.00468172896682279,"Control vs hc-like","BPTF",NA
"P68402","P68402",-0.301372045128748,0.000277097478894995,0.004684985985132,"Control vs hc-like","PAFAH1B2","yes"
"P63220","P63220",-0.319631871940029,0.000278737012752322,0.00469989990252216,"Control vs hc-like","RPS21",NA
"Q7Z3K3","Q7Z3K3",-0.420085262500539,0.00028001866795943,0.00470871499915518,"Control vs hc-like","POGZ",NA
"A0A0B4J2D9","A0A0B4J2D9",0.460866357308557,0.000286663004872338,0.00480741606819692,"Control vs hc-like",NA,"yes"
"P17174","P17174",0.29644153638796,0.000287977409388313,0.00481570945472548,"Control vs hc-like","GOT1","yes"
"O00255","O00255",-0.531695968977042,0.000288709736850585,0.00481570945472548,"Control vs hc-like","MEN1",NA
"Q8N668","Q8N668",-0.390665613400589,0.000293139569236793,0.00487649068931448,"Control vs hc-like","COMMD1",NA
"Q9NQG1","Q9NQG1",-0.744936729091762,0.000297281700433173,0.00493217366627764,"Control vs hc-like","MANBAL",NA
"P16930","P16930",-0.293193386763484,0.000302171160008692,0.00499992546094383,"Control vs hc-like","FAH",NA
"Q969Q0","Q969Q0",-0.616634235770999,0.000307797303473465,0.00507947411716183,"Control vs hc-like","RPL36AL","yes"
"P84098","P84098",-0.381990830815717,0.000320321371907256,0.00527213292489263,"Control vs hc-like","RPL19","yes"
"A1L020","A1L020",-0.475792901397568,0.000321241602811307,0.00527329139006392,"Control vs hc-like","MEX3A",NA
"O43768","O43768",0.370032751314184,0.000322524204779833,0.0052803764925036,"Control vs hc-like","ENSA",NA
"P41208","P41208",-0.29575029859576,0.000324444872506036,0.00529784324710514,"Control vs hc-like","CETN2",NA
"O75093","O75093",-0.300408933308521,0.000328832731632911,0.0053553992120268,"Control vs hc-like","SLIT1",NA
"P49917","P49917",0.272246201205927,0.000335683015467888,0.00543882812635267,"Control vs hc-like","LIG4",NA
"Q9Y5F9","Q9Y5F9",-0.336331803738773,0.000335708488701543,0.00543882812635267,"Control vs hc-like","PCDHGB6",NA
"Q9H0W9","Q9H0W9",0.307720573685803,0.000337357349201733,0.00545130820780405,"Control vs hc-like","C11orf54","yes"
"Q14596","Q14596",0.432647377099427,0.000341823091212997,0.00550912280773155,"Control vs hc-like","NBR1",NA
"Q8IU81","Q8IU81",-0.355761712031718,0.000344626736453205,0.00553991942925424,"Control vs hc-like","IRF2BP1",NA
"Q9HAS0","Q9HAS0",-0.469312974860795,0.000352423845047764,0.00565062004785885,"Control vs hc-like","C17orf75",NA
"O14770","O14770",-0.471685765553271,0.00035560070029032,0.00568686171469442,"Control vs hc-like","MEIS2",NA
"P01764","P01764",0.986043377728052,0.000356708458731649,0.00568991256151641,"Control vs hc-like",NA,"yes"
"A0A0C4DH25","A0A0C4DH25",1.01807193460168,0.000357956365806101,0.0056951775636586,"Control vs hc-like",NA,"yes"
"Q8TBX8","Q8TBX8",0.293187771411773,0.000359009781836249,0.00569732914653178,"Control vs hc-like","PIP4K2C","yes"
"Q9BSL1","Q9BSL1",-0.317758731638492,0.000360435442433338,0.00569888191861107,"Control vs hc-like","UBAC1",NA
"Q8TBC5","Q8TBC5",-0.325416780803323,0.00036094449540921,0.00569888191861107,"Control vs hc-like","ZSCAN18",NA
"Q9Y383","Q9Y383",-0.401099266810348,0.000372104837528333,0.00584799846781368,"Control vs hc-like","LUC7L2","yes"
"P45973","P45973",-0.314092806616859,0.000372273875066302,0.00584799846781368,"Control vs hc-like","CBX5",NA
"Q9UN74","Q9UN74",-0.351552646860494,0.000373961123816579,0.005855581653567,"Control vs hc-like","PCDHA4",NA
"Q5JTW2","Q5JTW2",-0.497802580226844,0.000374689351574543,0.005855581653567,"Control vs hc-like","CEP78",NA
"Q9BSF4","Q9BSF4",-0.252971001701766,0.00037608636720185,0.005855581653567,"Control vs hc-like","TIMM29",NA
"O43852","O43852",-0.444199284675548,0.000377006547179727,0.005855581653567,"Control vs hc-like","CALU","yes"
"O76024","O76024",-0.37511598543011,0.000377867804618426,0.005855581653567,"Control vs hc-like","WFS1","yes"
"P62750","P62750",-0.40903196241727,0.000378418733776046,0.005855581653567,"Control vs hc-like","RPL23A","yes"
"Q99519","Q99519",0.277957691813242,0.000380113517219349,0.00586717506056233,"Control vs hc-like","NEU1",NA
"Q15120","Q15120",0.392248097459248,0.000383917566865094,0.00589694980301925,"Control vs hc-like","PDK3","yes"
"P16104","P16104",-0.599288195848452,0.000383943226497949,0.00589694980301925,"Control vs hc-like","H2AX",NA
"Q5QJ74","Q5QJ74",0.509223429456437,0.000385390854598028,0.00590257018242183,"Control vs hc-like","TBCEL","yes"
"Q9Y467","Q9Y467",-0.448907961908255,0.000386890934062363,0.00590257018242183,"Control vs hc-like","SALL2",NA
"Q9C098","Q9C098",0.327147337086814,0.00038716294347231,0.00590257018242183,"Control vs hc-like","DCLK3",NA
"Q5SSJ5","Q5SSJ5",-0.266222628433212,0.000388382096321446,0.00590382654636972,"Control vs hc-like","HP1BP3","yes"
